,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,0,148,95,28.38% ↗
2,3,Pirmasens,0,169,103,21.89% ↗
4,5,Zweibrücken,0,181,113,24.86% ↗
6,7,Wilhelmshaven,0,212,99,-6.60% ↘
10,11,Flensburg,0,251,134,6.77% ↗
12,13,Trier,0,261,157,20.31% ↗
13,14,Hof,0,271,137,1.11% ↗
22,23,Delmenhorst,0,342,167,-2.34% ↘
24,25,Coburg,0,349,189,8.31% ↗
28,29,Neumünster,0,359,161,-10.31% ↘
29,30,Amberg,0,368,186,1.09% ↗
30,31,Frankenthal,0,369,215,16.53% ↗
36,37,Bremerhaven,0,399,243,21.80% ↗
37,38,Koblenz,0,399,247,23.81% ↗
39,40,Neustadt a.d.Weinstraße,0,403,253,25.56% ↗
40,41,Osnabrück,0,408,189,-7.35% ↘
41,42,Weiden i.d.OPf.,0,412,240,16.50% ↗
47,48,Bottrop,0,436,240,10.09% ↗
48,49,Landau i.d.Pfalz,0,437,232,6.18% ↗
50,51,Kaiserslautern,0,447,249,11.41% ↗
55,56,Ansbach,0,465,237,1.94% ↗
57,58,Remscheid,0,469,279,18.98% ↗
58,59,Speyer,0,478,285,19.25% ↗
61,62,Baden-Baden,0,491,295,20.16% ↗
65,66,Schwabach,0,501,230,-8.18% ↘
68,69,Schweinfurt,0,511,281,9.98% ↗
72,73,Brandenburg a.d.Havel,0,527,324,22.96% ↗
73,74,Suhl,0,533,324,21.58% ↗
74,75,Schwerin,0,535,361,34.95% ↗
76,77,Oldenburg,0,539,337,25.05% ↗
82,83,Weimar,0,575,297,3.30% ↗
84,85,Bayreuth,0,578,310,7.27% ↗
88,89,Straubing,0,591,233,-21.15% ↘
89,90,Wolfsburg,0,598,333,11.37% ↗
94,95,Memmingen,0,616,316,2.60% ↗
95,96,Kaufbeuren,0,626,379,21.09% ↗
97,98,Kiel,0,633,347,9.64% ↗
98,99,Worms,0,635,378,19.06% ↗
99,100,Mülheim a.d.Ruhr,0,637,321,0.78% ↗
102,103,Aschaffenburg,0,645,334,3.57% ↗
106,107,Bamberg,0,663,343,3.47% ↗
109,110,Frankfurt (Oder),0,675,445,31.85% ↗
116,117,Lübeck,0,703,361,2.70% ↗
121,122,Passau,0,725,390,7.59% ↗
124,125,Oberhausen,0,728,429,17.86% ↗
127,128,Heidelberg,0,742,389,4.85% ↗
129,130,Erlangen,0,746,379,1.61% ↗
130,131,Salzgitter,0,750,406,8.27% ↗
131,132,Kassel,0,757,499,31.84% ↗
132,133,Darmstadt,0,764,468,22.51% ↗
134,135,Herne,0,778,483,24.16% ↗
136,137,Braunschweig,0,801,482,20.35% ↗
143,144,Hamm,0,867,495,14.19% ↗
148,149,Offenbach,0,895,447,-0.11% ↘
149,150,Mainz,0,898,486,8.24% ↗
150,151,Würzburg,0,903,514,13.84% ↗
155,156,Solingen,0,923,487,5.53% ↗
156,157,Landshut,0,924,457,-1.08% ↘
168,169,Kempten,0,997,504,1.10% ↗
170,171,Hagen,0,1006,606,20.48% ↗
175,176,Rostock,0,1042,541,3.84% ↗
176,177,Dessau-Roßlau,0,1047,616,17.67% ↗
178,179,Münster,0,1056,577,9.28% ↗
179,180,Berlin Marzahn-Hellersdorf,0,1059,466,-11.99% ↘
180,181,Jena,0,1071,632,18.02% ↗
182,183,Wiesbaden,0,1089,578,6.15% ↗
185,186,Leverkusen,0,1108,648,16.97% ↗
188,189,Cottbus,0,1112,716,28.78% ↗
196,197,Gera,0,1168,716,22.60% ↗
197,198,Krefeld,0,1182,720,21.83% ↗
202,203,Ulm,0,1231,654,6.26% ↗
204,205,Ludwigshafen,0,1236,696,12.62% ↗
207,208,Rosenheim,0,1270,810,27.56% ↗
208,209,Mönchengladbach,0,1270,731,15.12% ↗
220,221,Gelsenkirchen,0,1328,797,20.03% ↗
231,232,Potsdam,0,1411,743,5.32% ↗
232,233,Pforzheim,0,1441,693,-3.82% ↘
244,245,Heilbronn,0,1513,821,8.53% ↗
246,247,Fürth,0,1534,815,6.26% ↗
252,253,Freiburg i.Breisgau,0,1570,825,5.10% ↗
253,254,Bonn,0,1571,934,18.91% ↗
260,261,Regensburg,0,1618,750,-7.29% ↘
265,266,Ingolstadt,0,1643,877,6.76% ↗
275,276,Bochum,0,1681,991,17.91% ↗
278,279,Berlin Spandau,0,1715,779,-9.15% ↘
281,282,Wuppertal,0,1741,990,13.73% ↗
284,285,Berlin Lichtenberg,0,1810,1006,11.16% ↗
286,287,Bremen,0,1821,1074,17.96% ↗
298,299,Bielefeld,0,1974,1145,16.01% ↗
301,302,Magdeburg,0,1998,1178,17.92% ↗
306,307,Berlin Steglitz-Zehlendorf,0,2062,916,-11.15% ↘
308,309,Duisburg,0,2073,1179,13.75% ↗
309,310,Berlin Treptow-Köpenick,0,2082,1130,8.55% ↗
314,315,Essen,0,2117,1197,13.08% ↗
323,324,Berlin Charlottenburg-Wilmersdorf,0,2165,1116,3.09% ↗
334,335,Karlsruhe,0,2261,1156,2.26% ↗
336,337,Berlin Reinickendorf,0,2337,1206,3.21% ↗
339,340,Halle,0,2388,1432,19.93% ↗
344,345,Berlin Tempelhof-Schöneberg,0,2472,1285,3.96% ↗
345,346,Berlin Neukölln,0,2479,1103,-11.01% ↘
347,348,Berlin Friedrichshain-Kreuzberg,0,2500,1164,-6.88% ↘
357,358,Erfurt,0,2646,1410,6.58% ↗
361,362,Dortmund,0,2780,1536,10.50% ↗
363,364,Mannheim,0,2881,1600,11.07% ↗
365,366,Berlin Mitte,0,2922,1472,0.75% ↗
375,376,Augsburg,0,3379,1677,-0.74% ↘
377,378,Berlin Pankow,0,3516,1806,2.73% ↗
378,379,Düsseldorf,0,3542,2036,14.96% ↗
388,389,Stuttgart,0,4340,2159,-0.51% ↘
389,390,Chemnitz,0,4385,2561,16.81% ↗
395,396,Frankfurt am Main,0,5092,2743,7.74% ↗
397,398,Nürnberg,0,5959,3103,4.14% ↗
401,402,Köln,0,6409,3566,11.28% ↗
404,405,Hamburg,0,8022,4341,8.23% ↗
405,406,Leipzig,0,8032,5319,32.45% ↗
409,410,Dresden,0,11002,4626,-15.91% ↘
410,411,München,0,19283,7907,-17.99% ↘
