,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Straubing,23,0,0,0.00% →
2,3,Dessau-Roßlau,22,0,0,0.00% →
3,4,Wilhelmshaven,19,0,0,0.00% →
8,9,Suhl,17,0,0,0.00% →
15,16,Amberg,13,1,0,-100.00% ↘
16,17,Magdeburg,13,1,0,-100.00% ↘
17,18,Kaufbeuren,13,1,0,-100.00% ↘
18,19,Flensburg,11,1,0,-100.00% ↘
34,35,Landau i.d.Pfalz,8,2,0,-100.00% ↘
35,36,Frankfurt (Oder),7,2,0,-100.00% ↘
36,37,Weiden i.d.OPf.,5,2,1,0.00% →
41,42,Weimar,2,2,2,100.00% ↗
43,44,Jena,2,2,2,100.00% ↗
44,45,Memmingen,2,2,1,0.00% →
46,47,Brandenburg a.d.Havel,1,2,1,0.00% →
49,50,Bayreuth,0,2,1,0.00% →
53,54,Passau,10,3,0,-100.00% ↘
54,55,Kempten,6,3,2,33.33% ↗
59,60,Pirmasens,2,3,1,-33.33% ↘
65,66,Schwabach,1,3,2,33.33% ↗
70,71,Speyer,7,4,0,-100.00% ↘
71,72,Hof,6,4,1,-50.00% ↘
73,74,Mülheim a.d.Ruhr,3,4,1,-50.00% ↘
74,75,Potsdam,2,4,2,0.00% →
75,76,Coburg,2,4,3,50.00% ↗
78,79,Erfurt,1,4,3,50.00% ↗
81,82,Rosenheim,0,4,2,0.00% →
86,87,Neumünster,6,5,1,-60.00% ↘
87,88,Neustadt a.d.Weinstraße,5,5,4,60.00% ↗
89,90,Emden,3,5,2,-20.00% ↘
93,94,Frankenthal,2,5,1,-60.00% ↘
101,102,Schwerin,0,5,2,-20.00% ↘
107,108,Zweibrücken,6,6,1,-66.67% ↘
112,113,Cottbus,0,6,5,66.67% ↗
124,125,Eisenach,1,7,2,-42.86% ↘
126,127,Delmenhorst,0,7,7,100.00% ↗
138,139,Bremerhaven,0,8,8,100.00% ↗
142,143,Remscheid,4,9,2,-55.56% ↘
151,152,Rostock,0,9,4,-11.11% ↘
153,154,Worms,0,9,6,33.33% ↗
154,155,Oldenburg,0,9,5,11.11% ↗
155,156,Gera,0,9,4,-11.11% ↘
166,167,Halle,0,10,6,20.00% ↗
173,174,Erlangen,2,11,4,-27.27% ↘
178,179,Salzgitter,0,11,3,-45.45% ↘
193,194,Ansbach,0,12,6,0.00% →
194,195,Trier,0,12,8,33.33% ↗
209,210,Bamberg,1,14,3,-57.14% ↘
211,212,Lübeck,0,14,11,57.14% ↗
215,216,Bottrop,0,15,12,60.00% ↗
218,219,Chemnitz,3,16,7,-12.50% ↘
220,221,Herne,2,16,7,-12.50% ↘
223,224,Koblenz,1,16,12,50.00% ↗
227,228,Schweinfurt,0,16,5,-37.50% ↘
233,234,Osnabrück,0,17,10,17.65% ↗
234,235,Bielefeld,0,17,11,29.41% ↗
242,243,Kaiserslautern,0,18,11,22.22% ↗
245,246,Mönchengladbach,0,18,6,-33.33% ↘
246,247,Pforzheim,2,19,6,-36.84% ↘
248,249,Freiburg i.Breisgau,1,19,10,5.26% ↗
251,252,Aschaffenburg,0,19,8,-15.79% ↘
254,255,Münster,1,20,12,20.00% ↗
259,260,Kiel,0,20,10,0.00% →
263,264,Ingolstadt,4,21,5,-52.38% ↘
264,265,Landshut,2,21,6,-42.86% ↘
266,267,Regensburg,0,21,14,33.33% ↗
273,274,Solingen,2,22,12,9.09% ↗
276,277,Kassel,1,22,10,-9.09% ↘
281,282,Leverkusen,0,22,7,-36.36% ↘
282,283,Baden-Baden,0,22,11,0.00% →
283,284,Wolfsburg,0,22,12,9.09% ↗
284,285,Berlin Steglitz-Zehlendorf,0,22,13,18.18% ↗
