,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Emden,0,120,40,-33.33% ↘
2,3,Weiden i.d.OPf.,0,166,74,-10.84% ↘
5,6,Zweibrücken,0,221,111,0.45% ↗
6,7,Wilhelmshaven,0,233,115,-1.29% ↘
11,12,Delmenhorst,0,269,112,-16.73% ↘
12,13,Schwabach,0,279,118,-15.41% ↘
13,14,Neumünster,0,280,137,-2.14% ↘
14,15,Pirmasens,0,288,128,-11.11% ↘
15,16,Passau,0,289,110,-23.88% ↘
20,21,Amberg,0,303,127,-16.17% ↘
21,22,Straubing,0,304,138,-9.21% ↘
23,24,Landau i.d.Pfalz,0,314,146,-7.01% ↘
24,25,Flensburg,0,316,193,22.15% ↗
28,29,Hof,0,326,165,1.23% ↗
33,34,Baden-Baden,0,354,162,-8.47% ↘
34,35,Trier,0,354,184,3.95% ↗
36,37,Ansbach,0,359,164,-8.64% ↘
39,40,Aschaffenburg,0,364,130,-28.57% ↘
42,43,Oldenburg,0,388,189,-2.58% ↘
45,46,Frankenthal,0,396,173,-12.63% ↘
46,47,Kaufbeuren,0,400,165,-17.50% ↘
49,50,Memmingen,0,405,141,-30.37% ↘
53,54,Bayreuth,0,436,182,-16.51% ↘
56,57,Coburg,0,449,259,15.37% ↗
57,58,Schwerin,0,459,241,5.01% ↗
58,59,Landshut,0,465,186,-20.00% ↘
60,61,Erlangen,0,473,170,-28.12% ↘
61,62,Bottrop,0,476,196,-17.65% ↘
62,63,Bremerhaven,0,480,208,-13.33% ↘
63,64,Neustadt a.d.Weinstraße,0,481,196,-18.50% ↘
71,72,Speyer,0,512,202,-21.09% ↘
73,74,Koblenz,0,517,237,-8.32% ↘
83,84,Salzgitter,0,577,262,-9.19% ↘
86,87,Wolfsburg,0,599,308,2.84% ↗
89,90,Schweinfurt,0,616,316,2.60% ↗
91,92,Kempten,0,619,234,-24.39% ↘
92,93,Rosenheim,0,622,230,-26.05% ↘
96,97,Bamberg,0,647,306,-5.41% ↘
98,99,Mülheim a.d.Ruhr,0,648,273,-15.74% ↘
103,104,Osnabrück,0,669,324,-3.14% ↘
105,106,Worms,0,676,229,-32.25% ↘
106,107,Suhl,0,679,323,-4.86% ↘
111,112,Würzburg,0,696,317,-8.91% ↘
116,117,Kaiserslautern,0,730,311,-14.79% ↘
120,121,Darmstadt,0,741,329,-11.20% ↘
128,129,Frankfurt (Oder),0,801,351,-12.36% ↘
130,131,Kiel,0,804,415,3.23% ↗
134,135,Remscheid,0,820,402,-1.95% ↘
136,137,Solingen,0,832,420,0.96% ↗
138,139,Mainz,0,835,346,-17.13% ↘
157,158,Heidelberg,0,877,414,-5.59% ↘
164,165,Braunschweig,0,893,392,-12.21% ↘
166,167,Münster,0,912,406,-10.96% ↘
170,171,Fürth,0,916,429,-6.33% ↘
171,172,Leverkusen,0,916,421,-8.08% ↘
172,173,Ulm,0,919,398,-13.38% ↘
179,180,Kassel,0,948,485,2.32% ↗
181,182,Herne,0,959,431,-10.11% ↘
186,187,Lübeck,0,993,491,-1.11% ↘
188,189,Brandenburg a.d.Havel,0,1005,558,11.04% ↗
191,192,Hamm,0,1019,431,-15.41% ↘
193,194,Oberhausen,0,1028,550,7.00% ↗
195,196,Regensburg,0,1041,465,-10.66% ↘
199,200,Weimar,0,1054,507,-3.80% ↘
216,217,Mönchengladbach,0,1134,490,-13.58% ↘
219,220,Offenbach,0,1145,499,-12.84% ↘
221,222,Ingolstadt,0,1176,514,-12.59% ↘
228,229,Potsdam,0,1228,564,-8.14% ↘
230,231,Ludwigshafen,0,1234,510,-17.34% ↘
231,232,Dessau-Roßlau,0,1239,572,-7.67% ↘
234,235,Berlin Steglitz-Zehlendorf,0,1274,610,-4.24% ↘
241,242,Gelsenkirchen,0,1306,498,-23.74% ↘
244,245,Hagen,0,1331,492,-26.07% ↘
248,249,Heilbronn,0,1361,576,-15.36% ↘
264,265,Krefeld,0,1512,807,6.75% ↗
265,266,Rostock,0,1542,767,-0.52% ↘
266,267,Berlin Reinickendorf,0,1543,721,-6.55% ↘
267,268,Bochum,0,1558,692,-11.17% ↘
268,269,Bonn,0,1565,617,-21.15% ↘
271,272,Jena,0,1590,799,0.50% ↗
280,281,Pforzheim,0,1675,717,-14.39% ↘
281,282,Freiburg i.Breisgau,0,1679,707,-15.78% ↘
284,285,Gera,0,1704,813,-4.58% ↘
286,287,Berlin Charlottenburg-Wilmersdorf,0,1714,846,-1.28% ↘
290,291,Augsburg,0,1790,690,-22.91% ↘
301,302,Berlin Friedrichshain-Kreuzberg,0,1853,850,-8.26% ↘
303,304,Berlin Lichtenberg,0,1879,820,-12.72% ↘
304,305,Karlsruhe,0,1885,907,-3.77% ↘
305,306,Berlin Spandau,0,1923,796,-17.21% ↘
312,313,Bielefeld,0,2006,890,-11.27% ↘
315,316,Berlin Treptow-Köpenick,0,2022,993,-1.78% ↘
321,322,Berlin Tempelhof-Schöneberg,0,2115,1006,-4.87% ↘
329,330,Mannheim,0,2198,911,-17.11% ↘
331,332,Duisburg,0,2238,991,-11.44% ↘
333,334,Wiesbaden,0,2245,714,-36.39% ↘
336,337,Berlin Marzahn-Hellersdorf,0,2269,1397,23.14% ↗
337,338,Berlin Neukölln,0,2288,1073,-6.21% ↘
342,343,Cottbus,0,2399,1215,1.29% ↗
352,353,Wuppertal,0,2571,1126,-12.41% ↘
353,354,Berlin Mitte,0,2588,1242,-4.02% ↘
360,361,Berlin Pankow,0,2727,1432,5.02% ↗
369,370,Bremen,0,2906,1635,12.53% ↗
371,372,Magdeburg,0,3000,1421,-5.27% ↘
372,373,Essen,0,3076,1517,-1.37% ↘
376,377,Dortmund,0,3221,1482,-7.98% ↘
381,382,Erfurt,0,3402,1667,-2.00% ↘
383,384,Düsseldorf,0,3485,1564,-10.24% ↘
384,385,Halle,0,3569,1809,1.37% ↗
390,391,Nürnberg,0,4182,1855,-11.29% ↘
391,392,Frankfurt am Main,0,4186,1947,-6.98% ↘
394,395,Chemnitz,0,4386,1818,-17.10% ↘
401,402,Leipzig,0,6165,2387,-22.56% ↘
403,404,Stuttgart,0,6453,3046,-5.59% ↘
407,408,München,0,8148,3435,-15.68% ↘
408,409,Köln,0,8895,2986,-32.86% ↘
409,410,Dresden,0,9392,3971,-15.44% ↘
410,411,Hamburg,0,10642,5867,10.26% ↗
