,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Suhl,1,1,1,100.00% ↗
4,5,Brandenburg a.d.Havel,2,4,2,0.00% →
5,6,Pirmasens,2,4,2,0.00% →
7,8,Coburg,0,5,5,100.00% ↗
8,9,Weimar,4,6,4,33.33% ↗
20,21,Ansbach,2,10,8,60.00% ↗
21,22,Dessau-Roßlau,1,10,7,40.00% ↗
26,27,Zweibrücken,2,11,8,45.45% ↗
27,28,Eisenach,0,11,6,9.09% ↗
29,30,Frankfurt (Oder),2,12,6,0.00% →
30,31,Schwabach,1,12,9,50.00% ↗
36,37,Passau,1,14,12,71.43% ↗
39,40,Straubing,2,15,7,-6.67% ↘
49,50,Memmingen,1,17,9,5.88% ↗
51,52,Hof,0,18,13,44.44% ↗
54,55,Kaufbeuren,3,20,8,-20.00% ↘
65,66,Jena,0,23,12,4.35% ↗
67,68,Emden,0,23,5,-56.52% ↘
68,69,Landshut,0,23,17,47.83% ↗
69,70,Neustadt a.d.Weinstraße,0,23,17,47.83% ↗
74,75,Landau i.d.Pfalz,0,24,14,16.67% ↗
75,76,Schweinfurt,0,24,20,66.67% ↗
79,80,Amberg,1,25,19,52.00% ↗
87,88,Gera,1,28,17,21.43% ↗
88,89,Wilhelmshaven,1,28,12,-14.29% ↘
89,90,Erlangen,0,28,18,28.57% ↗
94,95,Bayreuth,0,29,16,10.34% ↗
99,100,Delmenhorst,1,31,15,-3.23% ↘
109,110,Speyer,0,33,26,57.58% ↗
113,114,Kempten,0,34,19,11.76% ↗
114,115,Rosenheim,0,34,29,70.59% ↗
115,116,Baden-Baden,0,34,21,23.53% ↗
117,118,Weiden i.d.OPf.,0,35,32,82.86% ↗
132,133,Ulm,0,42,33,57.14% ↗
133,134,Fürth,0,43,24,11.63% ↗
137,138,Erfurt,1,44,26,18.18% ↗
138,139,Magdeburg,1,44,28,27.27% ↗
161,162,Chemnitz,1,50,31,24.00% ↗
180,181,Bamberg,0,58,38,31.03% ↗
188,189,Ingolstadt,0,62,30,-3.23% ↘
196,197,Worms,0,64,37,15.62% ↗
197,198,Schwerin,0,64,39,21.88% ↗
198,199,Koblenz,1,65,38,16.92% ↗
200,201,Halle,0,65,43,32.31% ↗
201,202,Cottbus,0,65,54,66.15% ↗
204,205,Trier,0,66,39,18.18% ↗
205,206,Aschaffenburg,0,66,25,-24.24% ↘
208,209,Frankenthal,0,68,37,8.82% ↗
210,211,Würzburg,0,68,39,14.71% ↗
221,222,Salzgitter,1,73,31,-15.07% ↘
229,230,Pforzheim,0,75,52,38.67% ↗
230,231,Bremerhaven,0,75,42,12.00% ↗
238,239,Osnabrück,2,79,50,26.58% ↗
251,252,Heilbronn,0,85,48,12.94% ↗
254,255,Potsdam,1,87,55,26.44% ↗
258,259,Kaiserslautern,1,88,34,-22.73% ↘
259,260,Heidelberg,0,89,47,5.62% ↗
261,262,Bottrop,0,90,45,0.00% →
265,266,Freiburg i.Breisgau,0,96,59,22.92% ↗
266,267,Regensburg,0,96,55,14.58% ↗
275,276,Remscheid,0,102,79,54.90% ↗
277,278,Kassel,0,103,47,-8.74% ↘
279,280,Mülheim a.d.Ruhr,0,105,73,39.05% ↗
284,285,Darmstadt,0,112,79,41.07% ↗
293,294,Oldenburg,0,120,61,1.67% ↗
296,297,Oberhausen,0,124,82,32.26% ↗
302,303,Braunschweig,0,129,81,25.58% ↗
303,304,Neumünster,0,130,58,-10.77% ↘
307,308,Berlin Treptow-Köpenick,0,140,79,12.86% ↗
309,310,Offenbach,0,142,104,46.48% ↗
311,312,Ludwigshafen,0,144,98,36.11% ↗
315,316,Mainz,0,148,85,14.86% ↗
316,317,Dresden,1,149,83,11.41% ↗
318,319,Wolfsburg,0,149,86,15.44% ↗
320,321,Rostock,0,153,97,26.80% ↗
324,325,Flensburg,0,159,84,5.66% ↗
327,328,Herne,0,163,99,21.47% ↗
329,330,Leipzig,1,174,81,-6.90% ↘
337,338,Karlsruhe,0,183,100,9.29% ↗
341,342,Hamm,0,186,114,22.58% ↗
343,344,Hagen,0,193,109,12.95% ↗
346,347,Leverkusen,0,197,118,19.80% ↗
347,348,Berlin Marzahn-Hellersdorf,1,201,135,34.33% ↗
349,350,Münster,0,209,121,15.79% ↗
352,353,Berlin Steglitz-Zehlendorf,0,226,120,6.19% ↗
353,354,Augsburg,0,226,126,11.50% ↗
354,355,Wiesbaden,0,229,130,13.54% ↗
355,356,Berlin Lichtenberg,1,233,146,25.32% ↗
356,357,Krefeld,0,234,134,14.53% ↗
357,358,Nürnberg,0,235,150,27.66% ↗
359,360,Solingen,0,238,111,-6.72% ↘
360,361,Lübeck,0,247,127,2.83% ↗
362,363,Gelsenkirchen,1,254,147,15.75% ↗
365,366,Mannheim,0,268,177,32.09% ↗
368,369,Berlin Pankow,1,294,180,22.45% ↗
375,376,Berlin Tempelhof-Schöneberg,1,314,189,20.38% ↗
379,380,Berlin Reinickendorf,0,326,183,12.27% ↗
380,381,Berlin Spandau,0,328,224,36.59% ↗
381,382,Bremen,0,330,201,21.82% ↗
382,383,Bielefeld,0,347,240,38.33% ↗
383,384,Stuttgart,0,347,208,19.88% ↗
