,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,0,169,82,-2.96% ↘
2,3,Wilhelmshaven,0,199,104,4.52% ↗
4,5,Zweibrücken,0,228,117,2.63% ↗
5,6,Flensburg,0,235,100,-14.89% ↘
6,7,Neumünster,0,241,126,4.56% ↗
8,9,Weiden i.d.OPf.,0,286,123,-13.99% ↘
12,13,Pirmasens,0,299,160,7.02% ↗
16,17,Hof,0,332,165,-0.60% ↘
19,20,Delmenhorst,0,350,165,-5.71% ↘
23,24,Coburg,0,367,195,6.27% ↗
24,25,Schwabach,0,368,166,-9.78% ↘
30,31,Landau i.d.Pfalz,0,400,169,-15.50% ↘
31,32,Passau,0,408,186,-8.82% ↘
34,35,Ansbach,0,442,210,-4.98% ↘
39,40,Baden-Baden,0,460,197,-14.35% ↘
42,43,Amberg,0,467,226,-3.21% ↘
43,44,Straubing,0,472,194,-17.80% ↘
44,45,Trier,0,480,223,-7.08% ↘
47,48,Schwerin,0,496,205,-17.34% ↘
48,49,Frankenthal,0,505,240,-4.95% ↘
51,52,Bayreuth,0,517,270,4.45% ↗
58,59,Oldenburg,0,557,226,-18.85% ↘
59,60,Bremerhaven,0,559,296,5.90% ↗
62,63,Koblenz,0,568,314,10.56% ↗
64,65,Bottrop,0,585,263,-10.09% ↘
67,68,Osnabrück,0,597,242,-18.93% ↘
68,69,Aschaffenburg,0,599,267,-10.85% ↘
70,71,Memmingen,0,615,275,-10.57% ↘
72,73,Kaufbeuren,0,627,277,-11.64% ↘
74,75,Speyer,0,639,315,-1.41% ↘
75,76,Schweinfurt,0,641,314,-2.03% ↘
78,79,Neustadt a.d.Weinstraße,0,671,348,3.73% ↗
80,81,Remscheid,0,682,398,16.72% ↗
81,82,Bamberg,0,684,346,1.17% ↗
82,83,Wolfsburg,0,684,307,-10.23% ↘
94,95,Kiel,0,765,423,10.59% ↗
98,99,Suhl,0,782,423,8.18% ↗
99,100,Landshut,0,783,372,-4.98% ↘
103,104,Salzgitter,0,801,381,-4.87% ↘
104,105,Erlangen,0,804,379,-5.72% ↘
107,108,Brandenburg a.d.Havel,0,814,594,45.95% ↗
110,111,Mülheim a.d.Ruhr,0,842,373,-11.40% ↘
111,112,Kempten,0,844,415,-1.66% ↘
113,114,Kaiserslautern,0,852,430,0.94% ↗
118,119,Worms,0,873,509,16.61% ↗
119,120,Frankfurt (Oder),0,875,438,0.11% ↗
123,124,Würzburg,0,908,392,-13.66% ↘
125,126,Rosenheim,0,922,435,-5.64% ↘
126,127,Kassel,0,924,438,-5.19% ↘
128,129,Solingen,0,933,422,-9.54% ↘
130,131,Darmstadt,0,938,415,-11.51% ↘
132,133,Lübeck,0,955,494,3.46% ↗
133,134,Heidelberg,0,957,533,11.39% ↗
140,141,Münster,0,996,501,0.60% ↗
141,142,Herne,0,1004,579,15.34% ↗
155,156,Mainz,0,1064,529,-0.56% ↘
156,157,Oberhausen,0,1068,488,-8.61% ↘
159,160,Offenbach,0,1080,602,11.48% ↗
162,163,Leverkusen,0,1100,561,2.00% ↗
163,164,Hamm,0,1113,576,3.50% ↗
169,170,Weimar,0,1148,584,1.74% ↗
173,174,Ulm,0,1169,544,-6.93% ↘
179,180,Fürth,0,1200,526,-12.33% ↘
189,190,Braunschweig,0,1254,560,-10.69% ↘
194,195,Mönchengladbach,0,1320,441,-33.18% ↘
197,198,Dessau-Roßlau,0,1340,637,-4.93% ↘
