,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Suhl,13,1,0,-100.00% ↘
3,4,Pirmasens,0,4,2,0.00% →
7,8,Brandenburg a.d.Havel,0,5,2,-20.00% ↘
9,10,Weimar,2,6,5,66.67% ↗
12,13,Coburg,0,6,4,33.33% ↗
17,18,Eisenach,1,9,7,55.56% ↗
25,26,Ansbach,0,10,8,60.00% ↗
26,27,Schwabach,0,10,8,60.00% ↗
30,31,Dessau-Roßlau,0,11,8,45.45% ↗
31,32,Zweibrücken,0,11,8,45.45% ↗
37,38,Frankfurt (Oder),0,13,7,7.69% ↗
40,41,Hof,0,13,12,84.62% ↗
41,42,Passau,0,13,11,69.23% ↗
47,48,Memmingen,0,14,8,14.29% ↗
50,51,Straubing,0,15,12,60.00% ↗
53,54,Schweinfurt,0,17,17,100.00% ↗
64,65,Jena,0,20,16,60.00% ↗
66,67,Amberg,0,21,16,52.38% ↗
67,68,Rosenheim,0,21,17,61.90% ↗
68,69,Speyer,0,21,11,4.76% ↗
71,72,Gera,0,22,12,9.09% ↗
75,76,Neustadt a.d.Weinstraße,0,23,15,30.43% ↗
76,77,Weiden i.d.OPf.,0,23,19,65.22% ↗
77,78,Kaufbeuren,1,24,11,-8.33% ↘
81,82,Landshut,0,24,17,41.67% ↗
83,84,Emden,0,25,4,-68.00% ↘
84,85,Landau i.d.Pfalz,0,25,13,4.00% ↗
88,89,Bayreuth,0,26,12,-7.69% ↘
89,90,Wilhelmshaven,1,27,13,-3.70% ↘
90,91,Ulm,1,27,18,33.33% ↗
95,96,Erlangen,0,27,16,18.52% ↗
101,102,Baden-Baden,0,29,15,3.45% ↗
114,115,Delmenhorst,1,32,16,0.00% →
115,116,Kempten,0,32,14,-12.50% ↘
133,134,Fürth,0,37,23,24.32% ↗
143,144,Erfurt,0,40,23,15.00% ↗
163,164,Magdeburg,0,46,29,26.09% ↗
178,179,Bamberg,0,50,29,16.00% ↗
182,183,Chemnitz,0,51,32,25.49% ↗
184,185,Schwerin,0,52,34,30.77% ↗
187,188,Cottbus,0,53,35,32.08% ↗
191,192,Ingolstadt,0,54,29,7.41% ↗
194,195,Halle,0,55,29,5.45% ↗
201,202,Koblenz,0,56,36,28.57% ↗
202,203,Pforzheim,0,56,37,32.14% ↗
203,204,Frankenthal,0,58,35,20.69% ↗
204,205,Würzburg,0,58,40,37.93% ↗
205,206,Trier,0,59,31,5.08% ↗
209,210,Worms,0,61,37,21.31% ↗
213,214,Aschaffenburg,0,63,36,14.29% ↗
236,237,Remscheid,0,74,52,40.54% ↗
242,243,Potsdam,0,77,44,14.29% ↗
248,249,Bremerhaven,0,79,33,-16.46% ↘
249,250,Heidelberg,0,79,45,13.92% ↗
253,254,Kassel,0,80,39,-2.50% ↘
254,255,Regensburg,0,80,56,40.00% ↗
257,258,Bottrop,0,81,51,25.93% ↗
261,262,Salzgitter,1,83,27,-34.94% ↘
268,269,Osnabrück,0,86,55,27.91% ↗
270,271,Mülheim a.d.Ruhr,0,87,56,28.74% ↗
273,274,Heilbronn,0,89,45,1.12% ↗
281,282,Kaiserslautern,0,95,40,-15.79% ↘
282,283,Freiburg i.Breisgau,0,96,55,14.58% ↗
283,284,Darmstadt,0,98,67,36.73% ↗
286,287,Oberhausen,0,100,66,32.00% ↗
293,294,Braunschweig,0,106,63,18.87% ↗
299,300,Rostock,0,109,69,26.61% ↗
302,303,Oldenburg,0,112,62,10.71% ↗
305,306,Neumünster,0,123,58,-5.69% ↘
306,307,Offenbach,0,125,91,45.60% ↗
307,308,Mainz,0,126,77,22.22% ↗
308,309,Berlin Treptow-Köpenick,0,126,74,17.46% ↗
311,312,Flensburg,0,129,80,24.03% ↗
314,315,Ludwigshafen,0,133,89,33.83% ↗
316,317,Wolfsburg,0,134,82,22.39% ↗
327,328,Herne,0,149,91,22.15% ↗
329,330,Hamm,0,151,102,35.10% ↗
330,331,Dresden,0,156,96,23.08% ↗
334,335,Karlsruhe,0,161,87,8.07% ↗
337,338,Hagen,0,165,96,16.36% ↗
342,343,Leverkusen,0,173,100,15.61% ↗
344,345,Berlin Marzahn-Hellersdorf,0,178,120,34.83% ↗
347,348,Leipzig,0,183,89,-2.73% ↘
349,350,Münster,0,185,116,25.41% ↗
353,354,Augsburg,0,195,104,6.67% ↗
355,356,Nürnberg,0,198,123,24.24% ↗
356,357,Berlin Steglitz-Zehlendorf,0,206,110,6.80% ↗
357,358,Krefeld,0,206,111,7.77% ↗
358,359,Wiesbaden,0,213,121,13.62% ↗
359,360,Berlin Lichtenberg,0,214,125,16.82% ↗
361,362,Lübeck,0,224,115,2.68% ↗
363,364,Solingen,0,230,107,-6.96% ↘
365,366,Mannheim,0,242,146,20.66% ↗
368,369,Gelsenkirchen,0,257,149,15.95% ↗
375,376,Berlin Pankow,0,284,172,21.13% ↗
376,377,Berlin Tempelhof-Schöneberg,0,286,171,19.58% ↗
377,378,Berlin Spandau,0,293,201,37.20% ↗
378,379,Bremen,0,294,165,12.24% ↗
382,383,Berlin Reinickendorf,0,300,170,13.33% ↗
383,384,Bielefeld,0,301,188,24.92% ↗
386,387,Berlin Charlottenburg-Wilmersdorf,0,326,210,28.83% ↗
387,388,Stuttgart,0,326,177,8.59% ↗
390,391,Kiel,0,361,259,43.49% ↗
391,392,Wuppertal,0,366,254,38.80% ↗
392,393,Bonn,0,377,240,27.32% ↗
394,395,Bochum,0,379,232,22.43% ↗
395,396,Berlin Friedrichshain-Kreuzberg,0,382,213,11.52% ↗
396,397,Mönchengladbach,0,385,263,36.62% ↗
399,400,Berlin Mitte,0,413,249,20.58% ↗
401,402,Duisburg,0,421,245,16.39% ↗
402,403,Essen,0,443,272,22.80% ↗
404,405,Dortmund,0,508,313,23.23% ↗
405,406,Berlin Neukölln,0,525,334,27.24% ↗
406,407,Frankfurt am Main,0,576,337,17.01% ↗
407,408,Düsseldorf,0,659,391,18.66% ↗
409,410,München,0,839,467,11.32% ↗
410,411,Köln,0,1176,662,12.59% ↗
411,412,Hamburg,0,2392,1501,25.50% ↗
