,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Suhl,2,1,1,100.00% ↗
4,5,Pirmasens,3,4,2,0.00% →
5,6,Brandenburg a.d.Havel,3,4,2,0.00% →
7,8,Weimar,5,6,3,0.00% →
9,10,Coburg,0,6,4,33.33% ↗
20,21,Dessau-Roßlau,2,10,7,40.00% ↗
22,23,Zweibrücken,3,11,8,45.45% ↗
25,26,Eisenach,1,11,6,9.09% ↗
26,27,Passau,2,12,10,66.67% ↗
30,31,Schwabach,0,13,8,23.08% ↗
35,36,Straubing,3,15,6,-20.00% ↘
36,37,Frankfurt (Oder),2,15,10,33.33% ↗
46,47,Hof,1,17,11,29.41% ↗
47,48,Ansbach,0,17,15,76.47% ↗
48,49,Kaufbeuren,4,18,8,-11.11% ↘
50,51,Memmingen,0,19,11,15.79% ↗
62,63,Emden,1,23,5,-56.52% ↘
64,65,Neustadt a.d.Weinstraße,1,23,17,47.83% ↗
65,66,Jena,1,23,12,4.35% ↗
69,70,Landau i.d.Pfalz,0,24,15,25.00% ↗
70,71,Landshut,0,24,18,50.00% ↗
78,79,Amberg,1,27,21,55.56% ↗
79,80,Schweinfurt,0,27,23,70.37% ↗
82,83,Wilhelmshaven,2,28,9,-35.71% ↘
83,84,Gera,2,28,17,21.43% ↗
88,89,Bayreuth,1,29,15,3.45% ↗
96,97,Delmenhorst,2,31,15,-3.23% ↘
101,102,Speyer,0,32,27,68.75% ↗
108,109,Baden-Baden,1,34,21,23.53% ↗
111,112,Kempten,0,34,20,17.65% ↗
112,113,Erlangen,0,34,21,23.53% ↗
116,117,Weiden i.d.OPf.,0,36,33,83.33% ↗
118,119,Rosenheim,0,36,31,72.22% ↗
128,129,Ulm,1,41,33,60.98% ↗
132,133,Erfurt,2,44,26,18.18% ↗
145,146,Chemnitz,1,48,29,20.83% ↗
148,149,Magdeburg,0,48,32,33.33% ↗
149,150,Fürth,0,48,29,20.83% ↗
178,179,Bamberg,0,59,37,25.42% ↗
189,190,Worms,1,64,37,15.62% ↗
190,191,Aschaffenburg,1,64,25,-21.88% ↘
192,193,Ingolstadt,0,64,32,0.00% →
198,199,Schwerin,0,66,41,24.24% ↗
206,207,Frankenthal,1,69,36,4.35% ↗
207,208,Cottbus,0,69,58,68.12% ↗
212,213,Würzburg,0,71,41,15.49% ↗
213,214,Trier,0,72,44,22.22% ↗
214,215,Halle,0,72,49,36.11% ↗
218,219,Salzgitter,2,73,31,-15.07% ↘
233,234,Bremerhaven,0,79,44,11.39% ↗
234,235,Pforzheim,0,79,55,39.24% ↗
245,246,Koblenz,0,83,57,37.35% ↗
246,247,Heilbronn,1,84,47,11.90% ↗
253,254,Heidelberg,0,88,49,11.36% ↗
256,257,Potsdam,2,91,59,29.67% ↗
257,258,Bottrop,0,91,44,-3.30% ↘
259,260,Kaiserslautern,2,93,39,-16.13% ↘
264,265,Osnabrück,0,96,63,31.25% ↗
267,268,Freiburg i.Breisgau,0,98,61,24.49% ↗
269,270,Regensburg,0,100,56,12.00% ↗
277,278,Mülheim a.d.Ruhr,1,105,73,39.05% ↗
278,279,Remscheid,0,105,71,35.24% ↗
280,281,Kassel,0,110,57,3.64% ↗
281,282,Darmstadt,1,111,78,40.54% ↗
294,295,Oldenburg,0,123,64,4.07% ↗
295,296,Oberhausen,0,125,82,31.20% ↗
299,300,Braunschweig,0,131,83,26.72% ↗
303,304,Neumünster,0,133,57,-14.29% ↘
305,306,Berlin Treptow-Köpenick,1,140,79,12.86% ↗
307,308,Offenbach,0,144,102,41.67% ↗
312,313,Wolfsburg,0,151,88,16.56% ↗
314,315,Ludwigshafen,0,153,100,30.72% ↗
316,317,Mainz,0,156,96,23.08% ↗
322,323,Herne,1,166,102,22.89% ↗
323,324,Dresden,1,170,103,21.18% ↗
326,327,Flensburg,0,173,102,17.92% ↗
327,328,Rostock,0,174,115,32.18% ↗
333,334,Leipzig,1,185,91,-1.62% ↘
337,338,Karlsruhe,0,189,106,12.17% ↗
342,343,Hamm,0,196,124,26.53% ↗
344,345,Hagen,0,199,103,3.52% ↗
345,346,Berlin Marzahn-Hellersdorf,2,201,135,34.33% ↗
348,349,Leverkusen,0,209,121,15.79% ↗
350,351,Münster,0,210,126,20.00% ↗
352,353,Berlin Steglitz-Zehlendorf,1,226,120,6.19% ↗
353,354,Augsburg,0,228,128,12.28% ↗
354,355,Berlin Lichtenberg,2,235,148,25.96% ↗
355,356,Solingen,0,236,114,-3.39% ↘
357,358,Wiesbaden,0,237,141,18.99% ↗
358,359,Lübeck,1,241,121,0.41% ↗
359,360,Krefeld,0,247,144,16.60% ↗
360,361,Nürnberg,0,255,163,27.84% ↗
363,364,Gelsenkirchen,1,269,162,20.45% ↗
365,366,Mannheim,0,272,184,35.29% ↗
366,367,Berlin Pankow,2,284,172,21.13% ↗
372,373,Berlin Tempelhof-Schöneberg,2,314,189,20.38% ↗
379,380,Berlin Reinickendorf,0,337,193,14.54% ↗
380,381,Bremen,0,347,215,23.92% ↗
381,382,Stuttgart,1,348,208,19.54% ↗
383,384,Berlin Spandau,0,359,236,31.48% ↗
384,385,Berlin Charlottenburg-Wilmersdorf,2,360,235,30.56% ↗
385,386,Bielefeld,0,360,251,39.44% ↗
389,390,Berlin Friedrichshain-Kreuzberg,0,410,239,16.59% ↗
391,392,Kiel,0,425,246,15.76% ↗
392,393,Mönchengladbach,0,439,271,23.46% ↗
393,394,Berlin Mitte,0,443,261,17.83% ↗
395,396,Bonn,1,456,317,39.04% ↗
396,397,Bochum,0,465,284,22.15% ↗
397,398,Wuppertal,1,474,317,33.76% ↗
401,402,Duisburg,0,524,333,27.10% ↗
403,404,Essen,0,580,385,32.76% ↗
404,405,Dortmund,0,598,404,35.12% ↗
405,406,Berlin Neukölln,0,610,404,32.46% ↗
406,407,Frankfurt am Main,0,672,400,19.05% ↗
408,409,Düsseldorf,0,805,518,28.70% ↗
409,410,München,0,898,498,10.91% ↗
410,411,Köln,0,1483,896,20.84% ↗
411,412,Hamburg,0,2817,1626,15.44% ↗
