,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Eisenach,27,0,0,0.00% →
2,3,Schwabach,16,0,0,0.00% →
13,14,Zweibrücken,0,4,1,-50.00% ↘
14,15,Straubing,0,4,3,50.00% ↗
18,19,Weimar,4,5,3,20.00% ↗
21,22,Suhl,3,5,2,-20.00% ↘
22,23,Dessau-Roßlau,2,5,3,20.00% ↗
23,24,Passau,2,5,2,-20.00% ↘
32,33,Hof,1,6,5,66.67% ↗
35,36,Jena,0,6,1,-66.67% ↘
39,40,Neustadt a.d.Weinstraße,0,7,5,42.86% ↗
40,41,Brandenburg a.d.Havel,0,7,5,42.86% ↗
41,42,Memmingen,0,7,1,-71.43% ↘
42,43,Ansbach,0,7,5,42.86% ↗
53,54,Coburg,3,10,7,40.00% ↗
57,58,Kempten,1,10,6,20.00% ↗
69,70,Speyer,3,12,6,0.00% →
71,72,Weiden i.d.OPf.,0,12,9,50.00% ↗
72,73,Worms,0,12,9,50.00% ↗
74,75,Emden,0,13,10,53.85% ↗
75,76,Schweinfurt,4,14,4,-42.86% ↘
79,80,Rosenheim,1,14,7,0.00% →
80,81,Pirmasens,0,14,7,0.00% →
82,83,Bayreuth,0,14,11,57.14% ↗
85,86,Frankenthal,2,15,9,20.00% ↗
88,89,Kaufbeuren,1,15,9,20.00% ↗
99,100,Frankfurt (Oder),1,17,10,17.65% ↗
103,104,Amberg,3,18,7,-22.22% ↘
106,107,Magdeburg,0,18,15,66.67% ↗
107,108,Landau i.d.Pfalz,1,19,9,-5.26% ↘
112,113,Gera,0,20,9,-10.00% ↘
125,126,Wilhelmshaven,0,23,11,-4.35% ↘
127,128,Landshut,2,24,16,33.33% ↗
132,133,Cottbus,0,25,17,36.00% ↗
133,134,Chemnitz,0,25,13,4.00% ↗
140,141,Erfurt,0,26,13,0.00% →
143,144,Fürth,0,26,12,-7.69% ↘
147,148,Baden-Baden,2,27,14,3.70% ↗
150,151,Rostock,0,27,15,11.11% ↗
164,165,Schwerin,2,30,9,-40.00% ↘
166,167,Remscheid,0,30,23,53.33% ↗
167,168,Delmenhorst,0,31,18,16.13% ↗
172,173,Erlangen,2,32,19,18.75% ↗
181,182,Koblenz,0,33,18,9.09% ↗
182,183,Bottrop,0,33,14,-15.15% ↘
194,195,Halle,0,36,26,44.44% ↗
203,204,Bamberg,2,39,15,-23.08% ↘
214,215,Aschaffenburg,0,40,32,60.00% ↗
217,218,Potsdam,0,41,22,7.32% ↗
219,220,Würzburg,1,42,16,-23.81% ↘
223,224,Trier,0,42,24,14.29% ↗
229,230,Pforzheim,2,44,30,36.36% ↗
230,231,Ingolstadt,2,44,19,-13.64% ↘
237,238,Kassel,1,46,32,39.13% ↗
245,246,Flensburg,0,48,25,4.17% ↗
249,250,Bremerhaven,1,51,37,45.10% ↗
253,254,Mülheim a.d.Ruhr,0,51,32,25.49% ↗
254,255,Ulm,1,52,11,-57.69% ↘
255,256,Oldenburg,0,52,31,19.23% ↗
257,258,Neumünster,0,52,37,42.31% ↗
274,275,Heidelberg,0,59,33,11.86% ↗
275,276,Oberhausen,0,60,34,13.33% ↗
280,281,Berlin Treptow-Köpenick,0,61,33,8.20% ↗
284,285,Herne,0,65,41,26.15% ↗
285,286,Offenbach,0,66,20,-39.39% ↘
291,292,Berlin Marzahn-Hellersdorf,0,67,31,-7.46% ↘
292,293,Ludwigshafen,0,70,30,-14.29% ↘
293,294,Heilbronn,2,71,49,38.03% ↗
294,295,Regensburg,0,71,34,-4.23% ↘
297,298,Karlsruhe,0,74,42,13.51% ↗
300,301,Kaiserslautern,0,75,33,-12.00% ↘
307,308,Braunschweig,0,80,46,15.00% ↗
310,311,Hagen,0,83,55,32.53% ↗
315,316,Leverkusen,0,88,50,13.64% ↗
316,317,Hamm,0,88,50,13.64% ↗
322,323,Darmstadt,0,94,42,-10.64% ↘
323,324,Osnabrück,0,94,49,4.26% ↗
325,326,Mainz,0,95,46,-3.16% ↘
326,327,Freiburg i.Breisgau,0,95,46,-3.16% ↘
330,331,Krefeld,0,105,67,27.62% ↗
333,334,Wolfsburg,0,106,55,3.77% ↗
334,335,Gelsenkirchen,0,106,79,49.06% ↗
337,338,Berlin Lichtenberg,0,109,60,10.09% ↗
338,339,Salzgitter,0,109,72,32.11% ↗
343,344,Münster,0,116,62,6.90% ↗
352,353,Dresden,0,126,61,-3.17% ↘
354,355,Mönchengladbach,0,129,81,25.58% ↗
355,356,Berlin Reinickendorf,0,131,72,9.92% ↗
356,357,Leipzig,0,131,73,11.45% ↗
357,358,Lübeck,0,131,75,14.50% ↗
360,361,Berlin Steglitz-Zehlendorf,0,139,76,9.35% ↗
367,368,Wiesbaden,0,146,73,0.00% →
371,372,Augsburg,0,151,87,15.23% ↗
372,373,Berlin Tempelhof-Schöneberg,0,152,83,9.21% ↗
373,374,Berlin Spandau,0,153,90,17.65% ↗
374,375,Kiel,0,153,94,22.88% ↗
376,377,Bielefeld,0,153,94,22.88% ↗
377,378,Nürnberg,0,157,63,-19.75% ↘
379,380,Mannheim,0,158,103,30.38% ↗
383,384,Solingen,0,183,84,-8.20% ↘
385,386,Bochum,0,190,117,23.16% ↗
386,387,Bonn,0,194,115,18.56% ↗
388,389,Berlin Pankow,0,206,94,-8.74% ↘
390,391,Wuppertal,0,210,118,12.38% ↗
393,394,Berlin Neukölln,0,227,140,23.35% ↗
395,396,Essen,0,233,149,27.90% ↗
396,397,Bremen,0,235,135,14.89% ↗
397,398,Berlin Charlottenburg-Wilmersdorf,0,237,105,-11.39% ↘
399,400,Duisburg,0,251,149,18.73% ↗
400,401,Dortmund,0,255,158,23.92% ↗
401,402,Stuttgart,0,259,138,6.56% ↗
