,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Zweibrücken,1,73,31,-15.07% ↘
3,4,Emden,1,90,49,8.89% ↗
5,6,Pirmasens,1,112,46,-17.86% ↘
8,9,Wilhelmshaven,0,127,61,-3.94% ↘
16,17,Amberg,1,171,84,-1.75% ↘
17,18,Neumünster,0,174,131,50.57% ↗
19,20,Flensburg,0,180,105,16.67% ↗
20,21,Trier,0,193,92,-4.66% ↘
21,22,Kaiserslautern,2,194,114,17.53% ↗
25,26,Schwerin,0,209,119,13.88% ↗
28,29,Neustadt a.d.Weinstraße,1,218,121,11.01% ↗
29,30,Brandenburg a.d.Havel,2,221,147,33.03% ↗
31,32,Hof,0,223,140,25.56% ↗
34,35,Speyer,0,228,134,17.54% ↗
37,38,Weiden i.d.OPf.,0,235,162,37.87% ↗
38,39,Frankenthal,0,237,119,0.42% ↗
39,40,Koblenz,0,237,130,9.70% ↗
41,42,Ansbach,0,245,151,23.27% ↗
44,45,Coburg,0,256,182,42.19% ↗
47,48,Landau i.d.Pfalz,0,263,148,12.55% ↗
50,51,Delmenhorst,1,280,189,35.00% ↗
53,54,Baden-Baden,0,283,175,23.67% ↗
54,55,Bremerhaven,0,288,149,3.47% ↗
57,58,Remscheid,0,298,183,22.82% ↗
58,59,Bottrop,0,302,184,21.85% ↗
60,61,Suhl,0,311,187,20.26% ↗
68,69,Oldenburg,0,339,173,2.06% ↗
71,72,Bayreuth,0,341,230,34.90% ↗
72,73,Osnabrück,0,342,175,2.34% ↗
73,74,Salzgitter,2,344,226,31.40% ↗
75,76,Schwabach,0,345,230,33.33% ↗
81,82,Frankfurt (Oder),0,362,201,11.05% ↗
82,83,Worms,1,366,266,45.36% ↗
85,86,Kaufbeuren,0,369,206,11.65% ↗
88,89,Mülheim a.d.Ruhr,1,384,217,13.02% ↗
96,97,Aschaffenburg,0,407,255,25.31% ↗
99,100,Oberhausen,0,413,244,18.16% ↗
100,101,Wolfsburg,1,417,216,3.60% ↗
104,105,Schweinfurt,0,429,246,14.69% ↗
105,106,Herne,0,433,268,23.79% ↗
107,108,Lübeck,1,445,268,20.45% ↗
109,110,Hamm,0,446,252,13.00% ↗
111,112,Bamberg,0,446,303,35.87% ↗
115,116,Darmstadt,0,459,248,8.06% ↗
119,120,Memmingen,0,476,297,24.79% ↗
123,124,Straubing,0,481,294,22.25% ↗
125,126,Solingen,2,487,315,29.36% ↗
126,127,Erlangen,0,488,311,27.46% ↗
132,133,Kassel,0,517,269,4.06% ↗
133,134,Passau,0,518,298,15.06% ↗
134,135,Landshut,0,518,349,34.75% ↗
135,136,Heidelberg,0,520,345,32.69% ↗
140,141,Kiel,0,530,308,16.23% ↗
141,142,Weimar,1,544,279,2.57% ↗
143,144,Braunschweig,0,551,279,1.27% ↗
144,145,Dessau-Roßlau,0,555,363,30.81% ↗
147,148,Cottbus,0,560,317,13.21% ↗
150,151,Würzburg,0,573,328,14.49% ↗
153,154,Hagen,0,590,355,20.34% ↗
155,156,Rosenheim,0,591,366,23.86% ↗
162,163,Mainz,0,639,340,6.42% ↗
176,177,Krefeld,0,718,439,22.28% ↗
182,183,Leverkusen,0,734,407,10.90% ↗
188,189,Gera,2,751,389,3.60% ↗
191,192,Bonn,1,757,425,12.29% ↗
193,194,Münster,0,762,442,16.01% ↗
197,198,Jena,0,769,418,8.71% ↗
199,200,Ludwigshafen,0,776,433,11.60% ↗
200,201,Mönchengladbach,0,776,493,27.06% ↗
203,204,Offenbach,0,788,427,8.38% ↗
205,206,Wiesbaden,0,795,449,12.96% ↗
217,218,Gelsenkirchen,0,841,441,4.88% ↗
224,225,Ulm,0,865,535,23.70% ↗
234,235,Potsdam,1,893,542,21.39% ↗
236,237,Kempten,0,898,516,14.92% ↗
239,240,Magdeburg,0,918,619,34.86% ↗
240,241,Rostock,0,920,544,18.26% ↗
257,258,Fürth,0,1034,681,31.72% ↗
258,259,Pforzheim,0,1035,584,12.85% ↗
262,263,Bremen,0,1058,601,13.61% ↗
267,268,Berlin Marzahn-Hellersdorf,2,1092,608,11.36% ↗
275,276,Bochum,0,1113,641,15.18% ↗
277,278,Freiburg i.Breisgau,0,1118,713,27.55% ↗
278,279,Heilbronn,0,1126,658,16.87% ↗
284,285,Wuppertal,0,1153,659,14.31% ↗
285,286,Ingolstadt,0,1157,728,25.84% ↗
288,289,Berlin Lichtenberg,2,1179,597,1.27% ↗
289,290,Halle,0,1181,779,31.92% ↗
297,298,Bielefeld,0,1222,739,20.95% ↗
300,301,Berlin Treptow-Köpenick,0,1246,804,29.05% ↗
311,312,Berlin Spandau,0,1304,755,15.80% ↗
314,315,Berlin Steglitz-Zehlendorf,1,1339,771,15.16% ↗
322,323,Duisburg,0,1425,790,10.88% ↗
324,325,Regensburg,0,1437,861,19.83% ↗
326,327,Essen,0,1460,837,14.66% ↗
330,331,Berlin Charlottenburg-Wilmersdorf,1,1490,936,25.64% ↗
339,340,Berlin Reinickendorf,0,1627,880,8.17% ↗
341,342,Karlsruhe,0,1639,1066,30.08% ↗
349,350,Berlin Tempelhof-Schöneberg,1,1763,1107,25.58% ↗
353,354,Mannheim,0,1812,1145,26.38% ↗
355,356,Dortmund,0,1821,1063,16.75% ↗
360,361,Berlin Friedrichshain-Kreuzberg,0,1949,1340,37.51% ↗
362,363,Berlin Neukölln,0,1979,1225,23.80% ↗
369,370,Erfurt,2,2040,1082,6.08% ↗
370,371,Berlin Mitte,0,2088,1262,20.88% ↗
371,372,Düsseldorf,0,2210,1314,18.91% ↗
377,378,Berlin Pankow,1,2382,1551,30.23% ↗
383,384,Augsburg,0,2525,1597,26.50% ↗
