,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Suhl,3,1,1,100.00% ↗
3,4,Pirmasens,0,4,3,50.00% ↗
6,7,Brandenburg a.d.Havel,0,5,5,100.00% ↗
7,8,Weimar,6,6,1,-66.67% ↘
10,11,Coburg,0,8,6,50.00% ↗
16,17,Dessau-Roßlau,3,10,6,20.00% ↗
25,26,Eisenach,0,12,7,16.67% ↗
31,32,Straubing,4,14,6,-14.29% ↘
36,37,Ansbach,1,15,15,100.00% ↗
37,38,Schwabach,1,15,10,33.33% ↗
41,42,Passau,0,16,14,75.00% ↗
45,46,Zweibrücken,0,19,14,47.37% ↗
46,47,Kaufbeuren,0,19,9,-5.26% ↘
47,48,Memmingen,0,19,12,26.32% ↗
48,49,Hof,0,20,11,10.00% ↗
50,51,Emden,0,20,7,-30.00% ↘
56,57,Jena,0,21,12,14.29% ↗
58,59,Frankfurt (Oder),0,22,16,45.45% ↗
64,65,Neustadt a.d.Weinstraße,0,23,17,47.83% ↗
65,66,Landau i.d.Pfalz,1,24,12,0.00% →
68,69,Landshut,0,25,18,44.00% ↗
76,77,Bayreuth,2,27,13,-3.70% ↘
77,78,Amberg,1,28,22,57.14% ↗
83,84,Schweinfurt,0,30,25,66.67% ↗
84,85,Wilhelmshaven,0,30,12,-20.00% ↘
89,90,Speyer,1,32,27,68.75% ↗
105,106,Gera,0,35,24,37.14% ↗
106,107,Baden-Baden,0,35,19,8.57% ↗
113,114,Kempten,0,37,23,24.32% ↗
116,117,Weiden i.d.OPf.,0,38,36,89.47% ↗
125,126,Erlangen,0,41,26,26.83% ↗
126,127,Delmenhorst,0,41,24,17.07% ↗
128,129,Ulm,1,42,30,42.86% ↗
131,132,Rosenheim,0,45,40,77.78% ↗
133,134,Magdeburg,1,46,27,17.39% ↗
145,146,Chemnitz,0,48,27,12.50% ↗
153,154,Erfurt,0,50,31,24.00% ↗
159,160,Fürth,0,52,34,30.77% ↗
182,183,Bamberg,0,62,38,22.58% ↗
185,186,Aschaffenburg,0,64,29,-9.38% ↘
187,188,Cottbus,1,66,58,75.76% ↗
188,189,Schwerin,1,66,40,21.21% ↗
201,202,Salzgitter,0,70,31,-11.43% ↘
203,204,Halle,1,72,49,36.11% ↗
205,206,Trier,0,72,41,13.89% ↗
206,207,Würzburg,0,72,39,8.33% ↗
208,209,Frankenthal,0,73,38,4.11% ↗
212,213,Worms,0,74,47,27.03% ↗
220,221,Ingolstadt,0,77,47,22.08% ↗
230,231,Koblenz,0,81,55,35.80% ↗
231,232,Heilbronn,0,82,47,14.63% ↗
246,247,Bremerhaven,0,87,51,17.24% ↗
248,249,Heidelberg,0,88,50,13.64% ↗
251,252,Kaiserslautern,0,90,36,-20.00% ↘
255,256,Bottrop,0,94,41,-12.77% ↘
257,258,Pforzheim,0,95,64,34.74% ↗
262,263,Potsdam,0,99,67,35.35% ↗
265,266,Freiburg i.Breisgau,0,101,65,28.71% ↗
267,268,Osnabrück,0,102,64,25.49% ↗
269,270,Regensburg,0,103,60,16.50% ↗
274,275,Remscheid,0,105,71,35.24% ↗
280,281,Kassel,0,114,61,7.02% ↗
281,282,Mülheim a.d.Ruhr,0,114,77,35.09% ↗
283,284,Darmstadt,0,115,78,35.65% ↗
288,289,Oldenburg,0,122,60,-1.64% ↘
290,291,Oberhausen,0,123,81,31.71% ↗
292,293,Neumünster,0,126,57,-9.52% ↘
297,298,Braunschweig,0,131,81,23.66% ↗
303,304,Berlin Treptow-Köpenick,0,143,76,6.29% ↗
306,307,Wolfsburg,0,149,86,15.44% ↗
315,316,Offenbach,0,161,115,42.86% ↗
317,318,Ludwigshafen,0,163,109,33.74% ↗
319,320,Mainz,0,165,100,21.21% ↗
322,323,Herne,0,172,99,15.12% ↗
326,327,Flensburg,0,181,99,9.39% ↗
334,335,Rostock,0,191,125,30.89% ↗
335,336,Dresden,0,191,120,25.65% ↗
337,338,Hagen,0,198,115,16.16% ↗
339,340,Karlsruhe,0,198,120,21.21% ↗
340,341,Leipzig,0,200,116,16.00% ↗
342,343,Hamm,0,206,126,22.33% ↗
345,346,Berlin Marzahn-Hellersdorf,0,215,136,26.51% ↗
347,348,Münster,0,217,121,11.52% ↗
349,350,Augsburg,0,227,132,16.30% ↗
350,351,Leverkusen,0,227,128,12.78% ↗
353,354,Berlin Steglitz-Zehlendorf,0,233,124,6.44% ↗
354,355,Wiesbaden,0,236,143,21.19% ↗
355,356,Solingen,0,240,125,4.17% ↗
356,357,Lübeck,0,240,129,7.50% ↗
357,358,Berlin Lichtenberg,0,257,150,16.73% ↗
359,360,Krefeld,0,261,151,15.71% ↗
360,361,Nürnberg,0,268,170,26.87% ↗
362,363,Mannheim,0,278,168,20.86% ↗
365,366,Gelsenkirchen,0,286,154,7.69% ↗
373,374,Berlin Pankow,0,331,200,20.85% ↗
376,377,Berlin Reinickendorf,0,337,185,9.79% ↗
379,380,Bremen,0,357,226,26.61% ↗
380,381,Berlin Tempelhof-Schöneberg,0,372,224,20.43% ↗
382,383,Berlin Spandau,0,380,256,34.74% ↗
383,384,Stuttgart,0,385,232,20.52% ↗
386,387,Berlin Charlottenburg-Wilmersdorf,0,400,255,27.50% ↗
388,389,Bielefeld,0,412,292,41.75% ↗
390,391,Kiel,0,421,226,7.36% ↗
391,392,Berlin Friedrichshain-Kreuzberg,0,428,237,10.75% ↗
392,393,Mönchengladbach,0,438,245,11.87% ↗
