,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,1,158,93,17.72% ↗
3,4,Wilhelmshaven,1,212,71,-33.02% ↘
4,5,Zweibrücken,1,214,120,12.15% ↗
5,6,Pirmasens,1,215,146,35.81% ↗
8,9,Flensburg,0,267,136,1.87% ↗
12,13,Hof,0,304,156,2.63% ↗
16,17,Neumünster,0,324,135,-16.67% ↘
17,18,Trier,0,330,213,29.09% ↗
20,21,Coburg,0,345,208,20.58% ↗
21,22,Delmenhorst,1,348,182,4.60% ↗
30,31,Weiden i.d.OPf.,0,415,202,-2.65% ↘
33,34,Frankenthal,0,436,230,5.50% ↗
37,38,Koblenz,0,458,260,13.54% ↗
38,39,Landau i.d.Pfalz,0,458,181,-20.96% ↘
40,41,Bremerhaven,0,461,275,19.31% ↗
41,42,Ansbach,0,466,205,-12.02% ↘
48,49,Amberg,0,479,234,-2.30% ↘
50,51,Schwabach,0,487,217,-10.88% ↘
52,53,Bottrop,0,489,267,9.20% ↗
57,58,Osnabrück,0,510,261,2.35% ↗
60,61,Kaiserslautern,2,522,290,11.11% ↗
61,62,Neustadt a.d.Weinstraße,1,524,323,23.28% ↗
63,64,Baden-Baden,0,540,271,0.37% ↗
65,66,Remscheid,0,544,308,13.24% ↗
67,68,Schweinfurt,0,551,285,3.45% ↗
68,69,Speyer,0,554,304,9.75% ↗
69,70,Brandenburg a.d.Havel,2,557,308,10.59% ↗
73,74,Straubing,0,599,264,-11.85% ↘
79,80,Bayreuth,0,618,298,-3.56% ↘
80,81,Suhl,0,621,341,9.82% ↗
81,82,Weimar,1,622,366,17.68% ↗
82,83,Schwerin,0,622,345,10.93% ↗
83,84,Oldenburg,0,628,355,13.06% ↗
86,87,Memmingen,0,638,306,-4.08% ↘
87,88,Kiel,0,645,314,-2.64% ↘
89,90,Bamberg,0,661,326,-1.36% ↘
92,93,Kaufbeuren,0,678,351,3.54% ↗
94,95,Worms,1,699,397,13.59% ↗
96,97,Aschaffenburg,0,701,358,2.14% ↗
97,98,Passau,0,701,296,-15.55% ↘
98,99,Wolfsburg,0,709,371,4.65% ↗
111,112,Heidelberg,0,766,377,-1.57% ↘
115,116,Mülheim a.d.Ruhr,0,790,459,16.20% ↗
116,117,Frankfurt (Oder),0,797,472,18.44% ↗
117,118,Erlangen,0,799,432,8.14% ↗
119,120,Lübeck,1,812,445,9.61% ↗
124,125,Salzgitter,2,823,453,10.09% ↗
131,132,Herne,1,878,497,13.21% ↗
135,136,Oberhausen,0,888,519,16.89% ↗
137,138,Darmstadt,0,889,512,15.19% ↗
139,140,Offenbach,0,894,457,2.24% ↗
140,141,Kassel,0,913,516,13.03% ↗
145,146,Solingen,2,950,502,5.68% ↗
146,147,Landshut,0,958,422,-11.90% ↘
147,148,Kempten,0,959,461,-3.86% ↘
151,152,Hamm,0,990,508,2.63% ↗
157,158,Würzburg,0,1022,561,9.78% ↗
160,161,Mainz,0,1032,574,11.24% ↗
161,162,Braunschweig,0,1040,618,18.85% ↗
167,168,Münster,0,1087,592,8.92% ↗
171,172,Hagen,0,1105,616,11.49% ↗
174,175,Rostock,0,1139,596,4.65% ↗
175,176,Berlin Marzahn-Hellersdorf,2,1141,654,14.64% ↗
176,177,Dessau-Roßlau,2,1152,657,14.06% ↗
183,184,Wiesbaden,0,1184,633,6.93% ↗
185,186,Leverkusen,0,1190,611,2.69% ↗
187,188,Rosenheim,0,1224,675,10.29% ↗
189,190,Ulm,0,1247,588,-5.69% ↘
191,192,Jena,0,1272,701,10.22% ↗
208,209,Mönchengladbach,0,1391,849,22.07% ↗
209,210,Ludwigshafen,0,1410,708,0.43% ↗
210,211,Krefeld,0,1418,791,11.57% ↗
211,212,Gelsenkirchen,0,1422,699,-1.69% ↘
217,218,Gera,1,1428,924,29.41% ↗
230,231,Heilbronn,0,1506,723,-3.98% ↘
234,235,Fürth,0,1543,773,0.19% ↗
237,238,Cottbus,0,1564,913,16.75% ↗
243,244,Regensburg,0,1594,771,-3.26% ↘
245,246,Potsdam,1,1611,913,13.35% ↗
252,253,Berlin Spandau,0,1731,775,-10.46% ↘
253,254,Bonn,1,1742,943,8.27% ↗
254,255,Freiburg i.Breisgau,0,1749,970,10.92% ↗
257,258,Ingolstadt,0,1774,931,4.96% ↗
263,264,Pforzheim,0,1797,935,4.06% ↗
270,271,Bochum,0,1852,1000,7.99% ↗
288,289,Wuppertal,0,2031,1192,17.38% ↗
298,299,Berlin Lichtenberg,2,2159,1075,-0.42% ↘
299,300,Bielefeld,1,2167,1069,-1.34% ↘
304,305,Berlin Treptow-Köpenick,2,2211,1165,5.38% ↗
305,306,Berlin Steglitz-Zehlendorf,0,2211,971,-12.17% ↘
308,309,Bremen,0,2225,1204,8.22% ↗
311,312,Berlin Charlottenburg-Wilmersdorf,1,2232,1201,7.62% ↗
318,319,Duisburg,0,2351,1327,12.89% ↗
319,320,Berlin Reinickendorf,0,2352,1197,1.79% ↗
324,325,Karlsruhe,0,2371,1157,-2.40% ↘
331,332,Berlin Friedrichshain-Kreuzberg,0,2453,1109,-9.58% ↘
340,341,Essen,0,2572,1408,9.49% ↗
342,343,Magdeburg,0,2582,1648,27.65% ↗
343,344,Berlin Tempelhof-Schöneberg,0,2590,1494,15.37% ↗
351,352,Erfurt,2,2833,1724,21.71% ↗
352,353,Halle,0,2847,1623,14.01% ↗
355,356,Berlin Mitte,0,2924,1513,3.49% ↗
360,361,Berlin Neukölln,0,2966,1623,9.44% ↗
363,364,Dortmund,0,3062,1541,0.65% ↗
367,368,Mannheim,0,3256,1715,5.34% ↗
372,373,Augsburg,0,3400,1663,-2.18% ↘
375,376,Berlin Pankow,1,3507,1855,5.79% ↗
379,380,Düsseldorf,0,3828,2000,4.49% ↗
385,386,Stuttgart,1,4290,2313,7.83% ↗
390,391,Chemnitz,0,5257,2953,12.35% ↗
395,396,Frankfurt am Main,0,5485,2830,3.19% ↗
397,398,Nürnberg,0,6044,2976,-1.52% ↘
400,401,Köln,0,7083,3505,-1.03% ↘
404,405,Hamburg,0,8580,4490,4.66% ↗
405,406,Leipzig,0,8711,4493,3.16% ↗
409,410,Dresden,0,13502,6635,-1.72% ↘
410,411,München,0,18370,7337,-20.12% ↘
