,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Schwabach,18,0,0,0.00% →
3,4,Eisenach,0,1,1,100.00% ↗
5,6,Suhl,5,2,1,0.00% →
11,12,Zweibrücken,1,3,2,33.33% ↗
16,17,Passau,0,4,2,0.00% →
19,20,Straubing,1,5,3,20.00% ↗
21,22,Dessau-Roßlau,0,5,3,20.00% ↗
22,23,Hof,3,6,1,-66.67% ↘
23,24,Brandenburg a.d.Havel,2,6,3,0.00% →
24,25,Ansbach,2,6,4,33.33% ↗
26,27,Weimar,1,6,2,-33.33% ↘
30,31,Memmingen,0,6,4,33.33% ↗
37,38,Schweinfurt,6,8,1,-75.00% ↘
38,39,Jena,1,8,3,-25.00% ↘
50,51,Coburg,5,10,4,-20.00% ↘
54,55,Neustadt a.d.Weinstraße,0,10,5,0.00% →
57,58,Weiden i.d.OPf.,0,11,6,9.09% ↗
61,62,Rosenheim,3,12,5,-16.67% ↘
69,70,Speyer,1,14,9,28.57% ↗
73,74,Amberg,0,14,5,-28.57% ↘
74,75,Pirmasens,0,14,4,-42.86% ↘
82,83,Kempten,0,16,13,62.50% ↗
84,85,Frankfurt (Oder),0,17,6,-29.41% ↘
92,93,Magdeburg,0,18,15,66.67% ↗
98,99,Bayreuth,0,19,11,15.79% ↗
100,101,Kaufbeuren,0,19,12,26.32% ↗
101,102,Emden,0,19,18,89.47% ↗
102,103,Wilhelmshaven,2,20,9,-10.00% ↘
111,112,Gera,0,21,10,-4.76% ↘
112,113,Landau i.d.Pfalz,0,21,12,14.29% ↗
113,114,Landshut,4,22,9,-18.18% ↘
114,115,Frankenthal,0,22,12,9.09% ↗
116,117,Worms,0,22,18,63.64% ↗
120,121,Fürth,0,23,15,30.43% ↗
138,139,Baden-Baden,0,27,15,11.11% ↗
139,140,Chemnitz,0,27,12,-11.11% ↘
148,149,Erfurt,0,29,15,3.45% ↗
149,150,Erlangen,0,29,12,-17.24% ↘
154,155,Cottbus,0,30,18,20.00% ↗
155,156,Delmenhorst,0,30,16,6.67% ↗
162,163,Schwerin,0,32,10,-37.50% ↘
169,170,Koblenz,0,34,11,-35.29% ↘
174,175,Ulm,0,35,8,-54.29% ↘
176,177,Remscheid,0,36,21,16.67% ↗
177,178,Halle,0,36,21,16.67% ↗
190,191,Bottrop,0,39,26,33.33% ↗
197,198,Bamberg,0,40,16,-20.00% ↘
202,203,Würzburg,0,41,18,-12.20% ↘
203,204,Pforzheim,2,42,12,-42.86% ↘
217,218,Rostock,0,45,28,24.44% ↗
218,219,Trier,0,45,22,-2.22% ↘
223,224,Potsdam,0,46,30,30.43% ↗
227,228,Aschaffenburg,0,48,32,33.33% ↗
240,241,Ingolstadt,0,52,24,-7.69% ↘
253,254,Mülheim a.d.Ruhr,0,56,32,14.29% ↗
261,262,Bremerhaven,0,59,42,42.37% ↗
266,267,Oldenburg,0,60,37,23.33% ↗
267,268,Offenbach,0,60,27,-10.00% ↘
270,271,Kassel,0,61,35,14.75% ↗
272,273,Heidelberg,0,63,32,1.59% ↗
273,274,Oberhausen,0,63,33,4.76% ↗
275,276,Flensburg,0,65,39,20.00% ↗
283,284,Berlin Treptow-Köpenick,0,68,48,41.18% ↗
285,286,Regensburg,0,69,31,-10.14% ↘
290,291,Kaiserslautern,0,76,54,42.11% ↗
292,293,Braunschweig,0,77,47,22.08% ↗
293,294,Ludwigshafen,0,77,34,-11.69% ↘
295,296,Neumünster,0,78,55,41.03% ↗
298,299,Herne,0,81,52,28.40% ↗
300,301,Darmstadt,0,83,35,-15.66% ↘
301,302,Freiburg i.Breisgau,0,84,43,2.38% ↗
302,303,Berlin Marzahn-Hellersdorf,0,84,50,19.05% ↗
307,308,Hamm,0,86,46,6.98% ↗
309,310,Heilbronn,0,87,48,10.34% ↗
312,313,Leverkusen,0,94,48,2.13% ↗
313,314,Karlsruhe,0,96,60,25.00% ↗
319,320,Mainz,0,101,58,14.85% ↗
323,324,Osnabrück,0,102,37,-27.45% ↘
324,325,Hagen,0,103,67,30.10% ↗
333,334,Salzgitter,0,116,61,5.17% ↗
338,339,Wolfsburg,0,120,49,-18.33% ↘
340,341,Dresden,0,125,45,-28.00% ↘
343,344,Berlin Lichtenberg,0,130,81,24.62% ↗
347,348,Münster,0,134,71,5.97% ↗
350,351,Augsburg,0,139,76,9.35% ↗
352,353,Gelsenkirchen,0,141,99,40.43% ↗
356,357,Nürnberg,0,146,71,-2.74% ↘
357,358,Krefeld,0,147,85,15.65% ↗
361,362,Wiesbaden,0,155,88,13.55% ↗
363,364,Leipzig,0,159,75,-5.66% ↘
367,368,Lübeck,0,164,99,20.73% ↗
369,370,Berlin Steglitz-Zehlendorf,0,168,91,8.33% ↗
370,371,Berlin Spandau,0,172,89,3.49% ↗
371,372,Berlin Reinickendorf,0,173,111,28.32% ↗
372,373,Mönchengladbach,0,176,115,30.68% ↗
373,374,Bielefeld,0,177,100,12.99% ↗
374,375,Berlin Tempelhof-Schöneberg,0,180,98,8.89% ↗
376,377,Kiel,0,182,90,-1.10% ↘
377,378,Mannheim,0,182,105,15.38% ↗
379,380,Solingen,0,185,105,13.51% ↗
384,385,Bonn,0,207,116,12.08% ↗
386,387,Wuppertal,0,217,108,-0.46% ↘
388,389,Berlin Pankow,0,223,124,11.21% ↗
389,390,Bochum,0,225,128,13.78% ↗
393,394,Berlin Charlottenburg-Wilmersdorf,0,238,113,-5.04% ↘
394,395,Bremen,0,253,135,6.72% ↗
396,397,Stuttgart,0,261,137,4.98% ↗
397,398,Essen,0,273,167,22.34% ↗
398,399,Berlin Mitte,0,276,148,7.25% ↗
399,400,Berlin Friedrichshain-Kreuzberg,0,280,147,5.00% ↗
400,401,Duisburg,0,283,171,20.85% ↗
401,402,Berlin Neukölln,0,293,182,24.23% ↗
404,405,Dortmund,0,309,185,19.74% ↗
406,407,Frankfurt am Main,0,512,227,-11.33% ↘
407,408,Düsseldorf,0,525,266,1.33% ↗
409,410,München,0,775,377,-2.71% ↘
410,411,Köln,0,866,467,7.85% ↗
411,412,Hamburg,0,1429,810,13.37% ↗
