,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Suhl,0,153,69,-9.80% ↘
3,4,Zweibrücken,1,275,183,33.09% ↗
4,5,Pirmasens,1,291,198,36.08% ↗
11,12,Gera,1,368,202,9.78% ↗
12,13,Coburg,0,371,206,11.05% ↗
13,14,Neustadt a.d.Weinstraße,1,378,248,31.22% ↗
18,19,Weimar,1,411,247,20.19% ↗
22,23,Hof,0,450,253,12.44% ↗
23,24,Amberg,0,452,279,23.45% ↗
24,25,Ansbach,0,459,280,22.00% ↗
25,26,Landau i.d.Pfalz,0,459,238,3.70% ↗
28,29,Emden,0,500,327,30.80% ↗
30,31,Dessau-Roßlau,2,534,314,17.60% ↗
32,33,Frankenthal,0,580,293,1.03% ↗
35,36,Weiden i.d.OPf.,0,596,352,18.12% ↗
38,39,Kaufbeuren,0,621,370,19.16% ↗
39,40,Straubing,0,627,423,34.93% ↗
44,45,Memmingen,0,640,384,20.00% ↗
47,48,Schwabach,0,690,490,42.03% ↗
48,49,Wilhelmshaven,0,691,374,8.25% ↗
49,50,Passau,0,691,408,18.09% ↗
51,52,Speyer,1,704,351,-0.28% ↘
52,53,Aschaffenburg,0,704,330,-6.25% ↘
63,64,Bamberg,0,812,527,29.80% ↗
64,65,Frankfurt (Oder),0,817,573,40.27% ↗
69,70,Brandenburg a.d.Havel,2,833,553,32.77% ↗
72,73,Jena,0,874,515,17.85% ↗
82,83,Worms,0,1008,567,12.50% ↗
84,85,Bayreuth,0,1010,608,20.40% ↗
86,87,Chemnitz,0,1015,606,19.41% ↗
87,88,Kempten,0,1031,632,22.60% ↗
91,92,Schweinfurt,0,1058,642,21.36% ↗
92,93,Baden-Baden,0,1062,609,14.69% ↗
106,107,Rosenheim,0,1191,734,23.26% ↗
109,110,Erfurt,2,1214,717,18.12% ↗
111,112,Landshut,0,1217,799,31.31% ↗
125,126,Cottbus,0,1279,798,24.78% ↗
126,127,Neumünster,0,1279,831,29.95% ↗
147,148,Wolfsburg,0,1436,766,6.69% ↗
150,151,Schwerin,0,1455,966,32.78% ↗
158,159,Trier,0,1534,936,22.03% ↗
168,169,Berlin Marzahn-Hellersdorf,1,1599,1492,86.62% ↗
173,174,Erlangen,0,1632,891,9.19% ↗
176,177,Koblenz,0,1640,1035,26.22% ↗
183,184,Heidelberg,0,1681,814,-3.15% ↘
185,186,Kaiserslautern,0,1715,1066,24.31% ↗
187,188,Flensburg,0,1730,971,12.25% ↗
191,192,Salzgitter,2,1799,1174,30.52% ↗
194,195,Pforzheim,0,1856,1066,14.87% ↗
205,206,Ludwigshafen,0,1973,1044,5.83% ↗
208,209,Ulm,0,2021,1183,17.07% ↗
209,210,Fürth,0,2047,1349,31.80% ↗
215,216,Bottrop,0,2083,1367,31.25% ↗
217,218,Remscheid,0,2106,1440,36.75% ↗
218,219,Delmenhorst,1,2107,1146,8.78% ↗
219,220,Osnabrück,0,2109,1135,7.63% ↗
221,222,Heilbronn,0,2132,1315,23.36% ↗
231,232,Magdeburg,0,2263,1376,21.61% ↗
234,235,Würzburg,0,2348,1471,25.30% ↗
237,238,Regensburg,0,2374,1308,10.19% ↗
248,249,Halle,0,2485,1564,25.88% ↗
255,256,Rostock,0,2597,1667,28.38% ↗
258,259,Bremerhaven,0,2654,1589,19.74% ↗
260,261,Kassel,0,2756,1707,23.88% ↗
262,263,Hagen,0,2772,1876,35.35% ↗
264,265,Herne,0,2773,1790,29.10% ↗
267,268,Offenbach,0,2790,1801,29.10% ↗
276,277,Leverkusen,0,2983,1698,13.85% ↗
280,281,Oldenburg,0,3005,1960,30.45% ↗
281,282,Hamm,0,3007,1867,24.18% ↗
286,287,Ingolstadt,0,3068,1881,22.62% ↗
287,288,Braunschweig,0,3083,1761,14.24% ↗
295,296,Solingen,2,3207,2025,26.29% ↗
297,298,Oberhausen,0,3273,2057,25.70% ↗
302,303,Mülheim a.d.Ruhr,0,3439,2085,21.26% ↗
304,305,Darmstadt,0,3551,2293,29.15% ↗
315,316,Mainz,0,3774,2530,34.08% ↗
318,319,Münster,0,3831,2034,6.19% ↗
325,326,Mönchengladbach,0,3924,1960,-0.10% ↘
331,332,Krefeld,0,4163,2608,25.29% ↗
337,338,Bielefeld,0,4397,2414,9.80% ↗
338,339,Gelsenkirchen,0,4417,2998,35.75% ↗
339,340,Bochum,0,4431,2329,5.12% ↗
343,344,Freiburg i.Breisgau,0,4575,2682,17.25% ↗
344,345,Mannheim,0,4617,2602,12.71% ↗
345,346,Lübeck,0,4636,2394,3.28% ↗
348,349,Karlsruhe,0,4722,2773,17.45% ↗
349,350,Potsdam,1,4763,3073,29.04% ↗
353,354,Berlin Steglitz-Zehlendorf,0,4954,1995,-19.46% ↘
357,358,Kiel,0,5128,2634,2.73% ↗
360,361,Augsburg,0,5286,3231,22.25% ↗
361,362,Berlin Treptow-Köpenick,0,5315,3079,15.86% ↗
366,367,Dresden,0,5675,3533,24.51% ↗
373,374,Berlin Reinickendorf,0,6458,3243,0.43% ↗
375,376,Berlin Charlottenburg-Wilmersdorf,0,6510,3569,9.65% ↗
376,377,Berlin Lichtenberg,1,6534,3882,18.82% ↗
379,380,Leipzig,0,6720,4196,24.88% ↗
380,381,Berlin Spandau,1,6721,4327,28.76% ↗
382,383,Bonn,0,7019,4925,40.33% ↗
383,384,Wiesbaden,0,7048,4635,31.53% ↗
384,385,Berlin Tempelhof-Schöneberg,0,7114,4306,21.06% ↗
385,386,Wuppertal,0,7173,4026,12.25% ↗
386,387,Düsseldorf,0,7278,2304,-36.69% ↘
388,389,Nürnberg,0,7416,4505,21.49% ↗
393,394,Stuttgart,1,8189,4789,16.96% ↗
395,396,Duisburg,0,8557,5213,21.84% ↗
399,400,Essen,0,9236,5565,20.51% ↗
400,401,Berlin Friedrichshain-Kreuzberg,0,10420,5262,1.00% ↗
401,402,Berlin Neukölln,0,10855,6029,11.08% ↗
402,403,Dortmund,0,11159,6571,17.77% ↗
403,404,Berlin Pankow,0,12396,8411,35.71% ↗
405,406,Berlin Mitte,0,16123,10899,35.20% ↗
406,407,Bremen,0,16288,7910,-2.87% ↘
407,408,Frankfurt am Main,0,17711,9455,6.77% ↗
408,409,Köln,0,21081,11145,5.74% ↗
409,410,München,0,37536,23047,22.80% ↗
410,411,Hamburg,0,54597,32890,20.48% ↗
