,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Emden,0,22,16,45.45% ↗
2,3,Zweibrücken,0,27,15,11.11% ↗
3,4,Pirmasens,0,45,39,73.33% ↗
4,5,Brandenburg a.d.Havel,0,46,29,26.09% ↗
6,7,Neustadt a.d.Weinstraße,0,49,34,38.78% ↗
9,10,Frankfurt (Oder),0,59,23,-22.03% ↘
10,11,Hof,0,61,41,34.43% ↗
11,12,Weiden i.d.OPf.,1,62,38,22.58% ↗
12,13,Wilhelmshaven,0,67,38,13.43% ↗
15,16,Bayreuth,0,68,31,-8.82% ↘
20,21,Landau i.d.Pfalz,0,74,31,-16.22% ↘
22,23,Trier,0,75,45,20.00% ↗
26,27,Coburg,0,77,45,16.88% ↗
27,28,Ansbach,0,78,48,23.08% ↗
31,32,Dessau-Roßlau,1,84,64,52.38% ↗
32,33,Aschaffenburg,0,84,38,-9.52% ↘
38,39,Flensburg,0,92,51,10.87% ↗
39,40,Schwerin,0,94,55,17.02% ↗
40,41,Delmenhorst,0,95,51,7.37% ↗
41,42,Neumünster,0,96,61,27.08% ↗
42,43,Suhl,1,97,69,42.27% ↗
43,44,Frankenthal,1,98,44,-10.20% ↘
44,45,Koblenz,0,98,61,24.49% ↗
45,46,Oldenburg,0,98,37,-24.49% ↘
49,50,Kaufbeuren,0,100,70,40.00% ↗
51,52,Remscheid,0,101,66,30.69% ↗
61,62,Kaiserslautern,0,107,45,-15.89% ↘
63,64,Schwabach,0,109,64,17.43% ↗
65,66,Bamberg,0,114,65,14.04% ↗
66,67,Passau,0,114,70,22.81% ↗
86,87,Memmingen,0,137,90,31.39% ↗
88,89,Amberg,0,141,77,9.22% ↗
91,92,Salzgitter,0,143,66,-7.69% ↘
96,97,Bottrop,0,150,57,-24.00% ↘
101,102,Erlangen,0,156,95,21.79% ↗
108,109,Speyer,0,168,88,4.76% ↗
109,110,Osnabrück,0,170,95,11.76% ↗
111,112,Oberhausen,0,171,101,18.13% ↗
115,116,Mülheim a.d.Ruhr,0,175,99,13.14% ↗
116,117,Worms,0,175,97,10.86% ↗
120,121,Herne,0,184,118,28.26% ↗
125,126,Kassel,0,187,107,14.44% ↗
126,127,Landshut,0,187,125,33.69% ↗
129,130,Solingen,0,188,112,19.15% ↗
131,132,Baden-Baden,0,190,114,20.00% ↗
134,135,Hamm,0,192,104,8.33% ↗
135,136,Lübeck,0,192,141,46.88% ↗
137,138,Wolfsburg,0,196,102,4.08% ↗
139,140,Heidelberg,0,197,135,37.06% ↗
146,147,Schweinfurt,1,216,136,25.93% ↗
148,149,Braunschweig,0,217,121,11.52% ↗
151,152,Darmstadt,0,219,145,32.42% ↗
167,168,Halle,0,243,139,14.40% ↗
169,170,Leverkusen,0,247,164,32.79% ↗
