,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
5,6,Suhl,0,11,9,63.64% ↗
7,8,Weimar,0,13,11,69.23% ↗
11,12,Pirmasens,0,17,12,41.18% ↗
13,14,Frankfurt (Oder),0,18,4,-55.56% ↘
17,18,Coburg,0,19,9,-5.26% ↘
21,22,Brandenburg a.d.Havel,0,21,15,42.86% ↗
27,28,Dessau-Roßlau,0,24,15,25.00% ↗
28,29,Eisenach,0,24,14,16.67% ↗
35,36,Hof,0,26,13,0.00% →
36,37,Jena,0,26,11,-15.38% ↘
37,38,Zweibrücken,0,26,12,-7.69% ↘
39,40,Kaufbeuren,3,29,17,17.24% ↗
48,49,Ansbach,0,32,16,0.00% →
49,50,Schwabach,0,32,24,50.00% ↗
62,63,Wilhelmshaven,0,38,16,-15.79% ↘
64,65,Landau i.d.Pfalz,0,39,23,17.95% ↗
66,67,Bayreuth,0,40,21,5.00% ↗
67,68,Emden,0,40,30,50.00% ↗
71,72,Passau,0,41,30,46.34% ↗
72,73,Straubing,0,41,32,56.10% ↗
82,83,Neustadt a.d.Weinstraße,0,49,32,30.61% ↗
88,89,Gera,0,51,26,1.96% ↗
96,97,Amberg,0,56,29,3.57% ↗
101,102,Frankenthal,0,59,23,-22.03% ↘
107,108,Kempten,0,65,41,26.15% ↗
108,109,Memmingen,0,65,48,47.69% ↗
110,111,Erlangen,0,66,35,6.06% ↗
113,114,Speyer,0,68,34,0.00% →
115,116,Delmenhorst,0,69,46,33.33% ↗
116,117,Weiden i.d.OPf.,0,69,26,-24.64% ↘
118,119,Erfurt,0,71,37,4.23% ↗
121,122,Aschaffenburg,0,73,43,17.81% ↗
127,128,Landshut,0,76,53,39.47% ↗
129,130,Baden-Baden,0,77,44,14.29% ↗
140,141,Chemnitz,0,82,55,34.15% ↗
144,145,Schwerin,0,83,29,-30.12% ↘
147,148,Bamberg,0,84,39,-7.14% ↘
153,154,Magdeburg,0,86,53,23.26% ↗
158,159,Schweinfurt,0,90,59,31.11% ↗
163,164,Kaiserslautern,0,95,53,11.58% ↗
173,174,Cottbus,0,102,47,-7.84% ↘
184,185,Halle,0,109,52,-4.59% ↘
185,186,Trier,0,110,66,20.00% ↗
188,189,Salzgitter,0,112,75,33.93% ↗
192,193,Potsdam,0,114,50,-12.28% ↘
207,208,Fürth,0,126,87,38.10% ↗
210,211,Heidelberg,0,127,72,13.39% ↗
217,218,Ulm,0,133,86,29.32% ↗
227,228,Neumünster,0,139,84,20.86% ↗
