,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Emden,1,114,65,14.04% ↗
3,4,Pirmasens,1,115,69,20.00% ↗
4,5,Zweibrücken,1,124,94,51.61% ↗
8,9,Wilhelmshaven,0,198,119,20.20% ↗
10,11,Trier,0,209,117,11.96% ↗
12,13,Flensburg,0,233,130,11.59% ↗
16,17,Amberg,0,265,122,-7.92% ↘
22,23,Hof,0,290,149,2.76% ↗
26,27,Koblenz,0,305,177,16.07% ↗
27,28,Frankenthal,0,311,186,19.61% ↗
29,30,Coburg,0,313,137,-12.46% ↘
31,32,Neustadt a.d.Weinstraße,1,322,201,24.84% ↗
32,33,Neumünster,0,322,190,18.01% ↗
35,36,Bremerhaven,0,333,186,11.71% ↗
37,38,Speyer,0,336,193,14.88% ↗
39,40,Kaiserslautern,2,341,226,32.55% ↗
43,44,Delmenhorst,1,355,166,-6.48% ↘
50,51,Weiden i.d.OPf.,0,375,212,13.07% ↗
51,52,Osnabrück,0,375,173,-7.73% ↘
54,55,Brandenburg a.d.Havel,2,396,249,25.76% ↗
55,56,Schwerin,0,396,277,39.90% ↗
59,60,Ansbach,0,411,260,26.52% ↗
61,62,Landau i.d.Pfalz,0,415,260,25.30% ↗
62,63,Remscheid,0,417,233,11.75% ↗
63,64,Bottrop,0,417,212,1.68% ↗
67,68,Baden-Baden,0,444,269,21.17% ↗
68,69,Oldenburg,0,446,273,22.42% ↗
72,73,Suhl,0,468,279,19.23% ↗
78,79,Schwabach,0,493,261,5.88% ↗
82,83,Schweinfurt,0,512,264,3.12% ↗
85,86,Frankfurt (Oder),0,526,325,23.57% ↗
88,89,Kaufbeuren,0,534,327,22.47% ↗
89,90,Weimar,1,535,260,-2.80% ↘
94,95,Mülheim a.d.Ruhr,1,549,330,20.22% ↗
96,97,Bayreuth,0,551,319,15.79% ↗
99,100,Wolfsburg,0,554,338,22.02% ↗
102,103,Worms,0,565,298,5.49% ↗
105,106,Memmingen,0,579,278,-3.97% ↘
107,108,Salzgitter,2,595,369,24.03% ↗
108,109,Aschaffenburg,0,595,341,14.62% ↗
113,114,Oberhausen,0,614,370,20.52% ↗
116,117,Darmstadt,0,626,378,20.77% ↗
117,118,Straubing,0,630,335,6.35% ↗
120,121,Lübeck,1,635,367,15.59% ↗
123,124,Bamberg,0,639,335,4.85% ↗
126,127,Kiel,0,645,339,5.12% ↗
127,128,Herne,0,652,382,17.18% ↗
130,131,Kassel,0,668,404,20.96% ↗
132,133,Braunschweig,0,694,412,18.73% ↗
135,136,Erlangen,0,696,365,4.89% ↗
139,140,Hamm,0,720,447,24.17% ↗
143,144,Passau,0,732,403,10.11% ↗
145,146,Heidelberg,0,736,391,6.25% ↗
149,150,Dessau-Roßlau,2,760,395,3.95% ↗
150,151,Solingen,2,761,443,16.43% ↗
153,154,Würzburg,0,794,459,15.62% ↗
154,155,Mainz,0,794,457,15.11% ↗
156,157,Hagen,0,830,464,11.81% ↗
162,163,Offenbach,0,870,429,-1.38% ↘
167,168,Landshut,0,887,538,21.31% ↗
168,169,Gera,2,894,504,12.75% ↗
170,171,Rosenheim,0,917,549,19.74% ↗
173,174,Münster,0,928,485,4.53% ↗
181,182,Cottbus,0,971,654,34.71% ↗
183,184,Wiesbaden,0,985,536,8.83% ↗
186,187,Leverkusen,0,991,582,17.46% ↗
189,190,Jena,0,996,574,15.26% ↗
192,193,Kempten,0,1005,493,-1.89% ↘
195,196,Mönchengladbach,0,1035,540,4.35% ↗
196,197,Ludwigshafen,0,1052,604,14.83% ↗
199,200,Krefeld,0,1065,626,17.56% ↗
203,204,Berlin Marzahn-Hellersdorf,2,1095,487,-11.05% ↘
204,205,Rostock,0,1096,552,0.73% ↗
208,209,Gelsenkirchen,0,1126,678,20.43% ↗
224,225,Ulm,0,1188,649,9.26% ↗
226,227,Potsdam,1,1217,673,10.60% ↗
228,229,Bonn,1,1221,789,29.24% ↗
253,254,Pforzheim,0,1414,823,16.41% ↗
256,257,Heilbronn,0,1429,754,5.53% ↗
258,259,Fürth,0,1438,754,4.87% ↗
265,266,Bochum,0,1487,836,12.44% ↗
266,267,Freiburg i.Breisgau,0,1493,767,2.75% ↗
270,271,Wuppertal,0,1501,841,12.06% ↗
277,278,Ingolstadt,0,1550,889,14.71% ↗
279,280,Magdeburg,0,1552,933,20.23% ↗
284,285,Berlin Steglitz-Zehlendorf,1,1605,681,-15.14% ↘
288,289,Bremen,0,1634,1025,25.46% ↗
293,294,Berlin Lichtenberg,2,1682,1077,28.06% ↗
295,296,Regensburg,0,1692,823,-2.72% ↘
296,297,Berlin Spandau,0,1703,946,11.10% ↗
308,309,Bielefeld,0,1804,1052,16.63% ↗
309,310,Duisburg,0,1810,1014,12.04% ↗
316,317,Berlin Treptow-Köpenick,2,1852,1049,13.28% ↗
325,326,Berlin Charlottenburg-Wilmersdorf,1,1965,1032,5.04% ↗
327,328,Halle,0,2003,1224,22.22% ↗
328,329,Essen,0,2004,1172,16.97% ↗
332,333,Berlin Reinickendorf,0,2034,1145,12.59% ↗
342,343,Erfurt,1,2190,1109,1.28% ↗
344,345,Berlin Tempelhof-Schöneberg,0,2200,1093,-0.64% ↘
348,349,Karlsruhe,0,2284,1215,6.39% ↗
358,359,Berlin Neukölln,0,2514,1251,-0.48% ↘
361,362,Dortmund,0,2585,1525,17.99% ↗
364,365,Berlin Friedrichshain-Kreuzberg,0,2662,1301,-2.25% ↘
365,366,Berlin Mitte,0,2667,1402,5.14% ↗
369,370,Mannheim,0,2786,1540,10.55% ↗
372,373,Augsburg,0,3064,1457,-4.90% ↘
373,374,Düsseldorf,0,3144,1830,16.41% ↗
374,375,Berlin Pankow,1,3193,1650,3.35% ↗
386,387,Chemnitz,0,3828,2257,17.92% ↗
391,392,Stuttgart,0,4415,1977,-10.44% ↘
395,396,Frankfurt am Main,0,4691,2653,13.11% ↗
400,401,Nürnberg,0,5505,3026,9.94% ↗
402,403,Köln,0,6156,3470,12.74% ↗
404,405,Leipzig,0,6961,4189,20.36% ↗
407,408,Hamburg,0,7553,4087,8.22% ↗
409,410,Dresden,0,9051,3376,-25.40% ↘
410,411,München,0,17188,10914,27.00% ↗
