,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Zweibrücken,0,13,6,-7.69% ↘
5,6,Emden,0,24,10,-16.67% ↘
11,12,Coburg,0,39,22,12.82% ↗
16,17,Suhl,0,44,37,68.18% ↗
20,21,Dessau-Roßlau,0,47,23,-2.13% ↘
21,22,Weiden i.d.OPf.,0,48,32,33.33% ↗
22,23,Pirmasens,0,49,17,-30.61% ↘
23,24,Wilhelmshaven,0,49,17,-30.61% ↘
24,25,Frankfurt (Oder),0,50,30,20.00% ↗
26,27,Ansbach,0,52,21,-19.23% ↘
27,28,Kaufbeuren,0,52,20,-23.08% ↘
30,31,Hof,0,56,23,-17.86% ↘
33,34,Flensburg,0,59,24,-18.64% ↘
39,40,Bamberg,0,65,28,-13.85% ↘
45,46,Brandenburg a.d.Havel,0,68,31,-8.82% ↘
46,47,Memmingen,0,68,38,11.76% ↗
47,48,Landau i.d.Pfalz,0,70,35,0.00% →
48,49,Straubing,0,71,49,38.03% ↗
49,50,Schwabach,0,72,31,-13.89% ↘
56,57,Remscheid,0,77,41,6.49% ↗
58,59,Passau,0,78,35,-10.26% ↘
64,65,Baden-Baden,0,80,48,20.00% ↗
65,66,Neumünster,0,81,42,3.70% ↗
66,67,Weimar,0,81,42,3.70% ↗
72,73,Heidelberg,0,85,40,-5.88% ↘
74,75,Trier,0,86,43,0.00% →
79,80,Lübeck,0,89,45,1.12% ↗
83,84,Koblenz,0,91,54,18.68% ↗
86,87,Neustadt a.d.Weinstraße,0,92,44,-4.35% ↘
92,93,Schwerin,0,98,56,14.29% ↗
96,97,Speyer,0,100,52,4.00% ↗
102,103,Kempten,0,105,54,2.86% ↗
105,106,Wolfsburg,0,108,64,18.52% ↗
110,111,Bottrop,0,112,52,-7.14% ↘
113,114,Amberg,0,113,48,-15.04% ↘
114,115,Delmenhorst,0,114,73,28.07% ↗
120,121,Halle,0,116,38,-34.48% ↘
122,123,Osnabrück,0,118,84,42.37% ↗
126,127,Rostock,0,121,74,22.31% ↗
133,134,Cottbus,0,128,67,4.69% ↗
135,136,Braunschweig,0,129,66,2.33% ↗
138,139,Bayreuth,0,132,60,-9.09% ↘
139,140,Frankenthal,0,132,58,-12.12% ↘
140,141,Aschaffenburg,0,133,72,8.27% ↗
141,142,Salzgitter,0,133,59,-11.28% ↘
143,144,Erlangen,0,135,78,15.56% ↗
144,145,Gera,0,135,68,0.74% ↗
151,152,Magdeburg,0,144,65,-9.72% ↘
157,158,Landshut,0,147,76,3.40% ↗
168,169,Worms,0,154,64,-16.88% ↘
171,172,Jena,0,157,73,-7.01% ↘
182,183,Schweinfurt,0,167,81,-2.99% ↘
191,192,Rosenheim,0,175,99,13.14% ↗
192,193,Würzburg,0,177,74,-16.38% ↘
198,199,Herne,0,184,77,-16.30% ↘
206,207,Oldenburg,0,192,91,-5.21% ↘
207,208,Hamm,0,193,97,0.52% ↗
210,211,Solingen,0,196,104,6.12% ↗
216,217,Kaiserslautern,0,200,87,-13.00% ↘
218,219,Leverkusen,0,204,81,-20.59% ↘
226,227,Mülheim a.d.Ruhr,0,209,91,-12.92% ↘
229,230,Krefeld,0,212,98,-7.55% ↘
230,231,Kiel,0,214,93,-13.08% ↘
243,244,Ulm,0,223,124,11.21% ↗
245,246,Münster,0,228,80,-29.82% ↘
246,247,Chemnitz,0,231,142,22.94% ↗
253,254,Potsdam,0,237,130,9.70% ↗
255,256,Ingolstadt,0,240,119,-0.83% ↘
262,263,Darmstadt,0,245,109,-11.02% ↘
266,267,Kassel,0,246,122,-0.81% ↘
267,268,Regensburg,0,249,121,-2.81% ↘
290,291,Oberhausen,0,289,126,-12.80% ↘
302,303,Berlin Steglitz-Zehlendorf,0,301,153,1.66% ↗
303,304,Bochum,0,301,153,1.66% ↗
304,305,Ludwigshafen,0,307,122,-20.52% ↘
309,310,Mainz,0,322,136,-15.53% ↘
310,311,Fürth,0,323,153,-5.26% ↘
314,315,Bonn,0,327,140,-14.37% ↘
315,316,Berlin Lichtenberg,0,328,178,8.54% ↗
318,319,Berlin Treptow-Köpenick,0,335,174,3.88% ↗
322,323,Erfurt,0,343,143,-16.62% ↘
324,325,Freiburg i.Breisgau,0,346,174,0.58% ↗
325,326,Berlin Marzahn-Hellersdorf,0,348,192,10.34% ↗
337,338,Heilbronn,0,374,209,11.76% ↗
342,343,Wiesbaden,0,396,189,-4.55% ↘
343,344,Karlsruhe,0,406,173,-14.78% ↘
345,346,Berlin Charlottenburg-Wilmersdorf,0,411,221,7.54% ↗
346,347,Offenbach,0,412,178,-13.59% ↘
347,348,Bielefeld,0,413,192,-7.02% ↘
348,349,Berlin Spandau,0,423,241,13.95% ↗
352,353,Wuppertal,0,436,177,-18.81% ↘
354,355,Mönchengladbach,0,446,213,-4.48% ↘
356,357,Gelsenkirchen,0,457,211,-7.66% ↘
365,366,Leipzig,0,529,287,8.51% ↗
366,367,Berlin Pankow,0,534,283,5.99% ↗
368,369,Pforzheim,0,547,306,11.88% ↗
369,370,Hagen,0,557,276,-0.90% ↘
370,371,Duisburg,0,558,247,-11.47% ↘
371,372,Bremerhaven,0,559,258,-7.69% ↘
372,373,Berlin Tempelhof-Schöneberg,0,564,293,3.90% ↗
374,375,Berlin Reinickendorf,0,567,282,-0.53% ↘
377,378,Berlin Friedrichshain-Kreuzberg,0,608,298,-1.97% ↘
382,383,Augsburg,0,675,299,-11.41% ↘
383,384,Mannheim,0,680,354,4.12% ↗
384,385,Berlin Mitte,0,690,345,0.00% →
386,387,Berlin Neukölln,0,704,390,10.80% ↗
390,391,Dortmund,0,751,363,-3.33% ↘
393,394,Essen,0,786,324,-17.56% ↘
395,396,Dresden,0,827,476,15.11% ↗
