,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Wilhelmshaven,0,186,79,-15.05% ↘
3,4,Emden,0,189,84,-11.11% ↘
4,5,Zweibrücken,0,231,117,1.30% ↗
6,7,Flensburg,0,249,121,-2.81% ↘
7,8,Neumünster,0,262,109,-16.79% ↘
8,9,Pirmasens,0,274,156,13.87% ↗
10,11,Hof,0,309,169,9.39% ↗
17,18,Coburg,0,353,160,-9.35% ↘
19,20,Delmenhorst,0,361,185,2.49% ↗
23,24,Weiden i.d.OPf.,0,391,151,-22.76% ↘
29,30,Landau i.d.Pfalz,0,419,164,-21.72% ↘
32,33,Schwabach,0,439,169,-23.01% ↘
33,34,Trier,0,445,288,29.44% ↗
35,36,Ansbach,0,457,217,-5.03% ↘
41,42,Frankenthal,0,496,265,6.85% ↗
42,43,Straubing,0,497,245,-1.41% ↘
45,46,Amberg,0,501,232,-7.39% ↘
52,53,Bremerhaven,0,535,267,-0.19% ↘
53,54,Baden-Baden,0,536,253,-5.60% ↘
56,57,Koblenz,0,541,289,6.84% ↗
61,62,Passau,0,568,223,-21.48% ↘
62,63,Bayreuth,0,571,246,-13.84% ↘
64,65,Bottrop,0,582,307,5.50% ↗
67,68,Brandenburg a.d.Havel,0,589,280,-4.92% ↘
68,69,Remscheid,0,599,315,5.18% ↗
70,71,Neustadt a.d.Weinstraße,0,614,344,12.05% ↗
71,72,Schweinfurt,0,629,314,-0.16% ↘
72,73,Schwerin,0,640,272,-15.00% ↘
74,75,Osnabrück,0,656,336,2.44% ↗
75,76,Memmingen,0,659,307,-6.83% ↘
78,79,Speyer,0,675,333,-1.33% ↘
79,80,Aschaffenburg,0,680,319,-6.18% ↘
80,81,Bamberg,0,683,328,-3.95% ↘
81,82,Kiel,0,684,372,8.77% ↗
84,85,Oldenburg,0,692,333,-3.76% ↘
88,89,Kaiserslautern,0,716,461,28.77% ↗
89,90,Kaufbeuren,0,719,354,-1.53% ↘
92,93,Suhl,0,736,397,7.88% ↗
93,94,Wolfsburg,0,736,339,-7.88% ↘
95,96,Worms,0,753,371,-1.46% ↘
104,105,Mülheim a.d.Ruhr,0,807,434,7.56% ↗
107,108,Erlangen,0,837,421,0.60% ↗
108,109,Salzgitter,0,840,417,-0.71% ↘
109,110,Lübeck,0,848,448,5.66% ↗
112,113,Heidelberg,0,862,484,12.30% ↗
115,116,Frankfurt (Oder),0,889,421,-5.29% ↘
124,125,Landshut,0,913,426,-6.68% ↘
126,127,Weimar,0,921,583,26.60% ↗
128,129,Herne,0,942,440,-6.58% ↘
131,132,Offenbach,0,956,450,-5.86% ↘
133,134,Kempten,0,979,426,-12.97% ↘
136,137,Darmstadt,0,989,510,3.13% ↗
140,141,Solingen,0,1009,509,0.89% ↗
141,142,Kassel,0,1023,506,-1.08% ↘
144,145,Mainz,0,1041,536,2.98% ↗
149,150,Würzburg,0,1055,502,-4.83% ↘
150,151,Oberhausen,0,1062,538,1.32% ↗
151,152,Münster,0,1063,517,-2.73% ↘
155,156,Hamm,0,1080,533,-1.30% ↘
160,161,Hagen,0,1111,483,-13.05% ↘
170,171,Braunschweig,0,1189,662,11.35% ↗
171,172,Leverkusen,0,1195,536,-10.29% ↘
174,175,Ulm,0,1200,566,-5.67% ↘
179,180,Wiesbaden,0,1221,565,-7.45% ↘
185,186,Rosenheim,0,1255,498,-20.64% ↘
198,199,Dessau-Roßlau,0,1393,670,-3.80% ↘
200,201,Rostock,0,1420,867,22.11% ↗
203,204,Fürth,0,1446,630,-12.86% ↘
212,213,Mönchengladbach,0,1488,622,-16.40% ↘
216,217,Berlin Marzahn-Hellersdorf,0,1509,964,27.77% ↗
217,218,Ludwigshafen,0,1518,711,-6.32% ↘
222,223,Regensburg,0,1558,766,-1.67% ↘
223,224,Jena,0,1564,830,6.14% ↗
225,226,Gera,0,1580,877,11.01% ↗
228,229,Krefeld,0,1599,886,10.82% ↗
230,231,Gelsenkirchen,0,1649,827,0.30% ↗
231,232,Potsdam,0,1649,794,-3.70% ↘
239,240,Ingolstadt,0,1703,852,0.06% ↗
245,246,Heilbronn,0,1750,945,8.00% ↗
249,250,Berlin Spandau,0,1768,1067,20.70% ↗
264,265,Cottbus,0,1908,1130,18.45% ↗
265,266,Freiburg i.Breisgau,0,1912,1034,8.16% ↗
266,267,Pforzheim,0,1914,1100,14.94% ↗
271,272,Berlin Steglitz-Zehlendorf,0,1964,882,-10.18% ↘
274,275,Bochum,0,1984,965,-2.72% ↘
275,276,Bonn,0,1992,1013,1.71% ↗
279,280,Berlin Lichtenberg,0,2006,1114,11.07% ↗
294,295,Berlin Reinickendorf,0,2208,946,-14.31% ↘
300,301,Berlin Friedrichshain-Kreuzberg,0,2255,1100,-2.44% ↘
302,303,Berlin Charlottenburg-Wilmersdorf,0,2311,1034,-10.51% ↘
303,304,Karlsruhe,0,2317,1148,-0.91% ↘
304,305,Bremen,0,2329,1107,-4.94% ↘
305,306,Berlin Treptow-Köpenick,0,2339,1234,5.52% ↗
306,307,Wuppertal,0,2349,1263,7.54% ↗
323,324,Bielefeld,0,2527,1119,-11.44% ↘
330,331,Berlin Tempelhof-Schöneberg,0,2644,1269,-4.01% ↘
333,334,Duisburg,0,2680,1386,3.43% ↗
339,340,Berlin Mitte,0,2727,1183,-13.24% ↘
350,351,Berlin Neukölln,0,2913,1548,6.28% ↗
351,352,Essen,0,2920,1500,2.74% ↗
358,359,Magdeburg,0,3157,1740,10.23% ↗
360,361,Erfurt,0,3159,1706,8.01% ↗
362,363,Halle,0,3205,1700,6.08% ↗
364,365,Berlin Pankow,0,3235,1479,-8.56% ↘
365,366,Dortmund,0,3282,1708,4.08% ↗
366,367,Mannheim,0,3302,1674,1.39% ↗
369,370,Augsburg,0,3419,1622,-5.12% ↘
378,379,Düsseldorf,0,4004,1939,-3.15% ↘
386,387,Stuttgart,0,4408,2206,0.09% ↗
393,394,Frankfurt am Main,0,5529,2662,-3.71% ↘
395,396,Chemnitz,0,5821,2964,1.84% ↗
396,397,Nürnberg,0,5911,2786,-5.74% ↘
401,402,Köln,0,8363,5024,20.15% ↗
403,404,Hamburg,0,9068,4461,-1.61% ↘
404,405,Leipzig,0,9429,4296,-8.88% ↘
409,410,Dresden,0,14334,6219,-13.23% ↘
410,411,München,0,14503,6577,-9.30% ↘
