,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Weiden i.d.OPf.,5,2,1,0.00% →
4,5,Pirmasens,8,4,0,-100.00% ↘
5,6,Schwerin,2,4,1,-50.00% ↘
7,8,Neumünster,8,5,0,-100.00% ↘
8,9,Bayreuth,7,5,0,-100.00% ↘
11,12,Brandenburg a.d.Havel,2,6,2,-33.33% ↘
15,16,Straubing,3,7,3,-14.29% ↘
19,20,Landau i.d.Pfalz,3,9,3,-33.33% ↘
21,22,Flensburg,7,10,0,-100.00% ↘
23,24,Wilhelmshaven,2,10,5,0.00% →
26,27,Neustadt a.d.Weinstraße,7,11,0,-100.00% ↘
30,31,Suhl,2,12,3,-50.00% ↘
31,32,Passau,0,12,8,33.33% ↗
34,35,Weimar,1,13,5,-23.08% ↘
40,41,Baden-Baden,2,15,4,-46.67% ↘
43,44,Rostock,2,16,5,-37.50% ↘
45,46,Dessau-Roßlau,2,16,4,-50.00% ↘
49,50,Frankfurt (Oder),0,17,7,-17.65% ↘
50,51,Amberg,2,18,9,0.00% →
58,59,Schwabach,2,20,5,-50.00% ↘
59,60,Kaufbeuren,1,20,10,0.00% →
69,70,Eisenach,1,23,19,65.22% ↗
73,74,Bamberg,0,23,11,-4.35% ↘
75,76,Coburg,2,24,9,-25.00% ↘
79,80,Hof,1,25,18,44.00% ↗
82,83,Cottbus,0,25,16,28.00% ↗
93,94,Frankenthal,0,27,16,18.52% ↗
96,97,Ansbach,0,28,22,57.14% ↗
100,101,Kempten,0,30,11,-26.67% ↘
102,103,Braunschweig,0,30,7,-53.33% ↘
106,107,Jena,1,32,9,-43.75% ↘
112,113,Memmingen,1,34,16,-5.88% ↘
113,114,Heidelberg,1,34,18,5.88% ↗
117,118,Worms,1,35,16,-8.57% ↘
118,119,Gera,0,35,7,-60.00% ↘
120,121,Bremerhaven,0,35,14,-20.00% ↘
121,122,Landshut,2,36,21,16.67% ↗
122,123,Speyer,1,36,10,-44.44% ↘
125,126,Rosenheim,0,36,18,0.00% →
127,128,Potsdam,4,37,5,-72.97% ↘
131,132,Koblenz,0,37,16,-13.51% ↘
137,138,Salzgitter,2,40,11,-45.00% ↘
142,143,Emden,1,41,9,-56.10% ↘
152,153,Trier,1,43,13,-39.53% ↘
155,156,Wolfsburg,3,44,6,-72.73% ↘
160,161,Aschaffenburg,0,44,10,-54.55% ↘
162,163,Münster,0,45,22,-2.22% ↘
169,170,Osnabrück,0,46,19,-17.39% ↘
170,171,Kiel,0,47,20,-14.89% ↘
173,174,Bottrop,0,47,20,-14.89% ↘
175,176,Magdeburg,0,48,13,-45.83% ↘
176,177,Oldenburg,0,49,18,-26.53% ↘
177,178,Mülheim a.d.Ruhr,0,49,26,6.12% ↗
178,179,Zweibrücken,0,49,22,-10.20% ↘
188,189,Remscheid,0,52,22,-15.38% ↘
189,190,Kaiserslautern,2,53,17,-35.85% ↘
198,199,Lübeck,0,55,24,-12.73% ↘
199,200,Delmenhorst,0,55,31,12.73% ↗
200,201,Darmstadt,0,56,22,-21.43% ↘
209,210,Berlin Treptow-Köpenick,1,60,24,-20.00% ↘
221,222,Erlangen,0,64,27,-15.62% ↘
222,223,Würzburg,1,65,40,23.08% ↗
230,231,Herne,0,68,30,-11.76% ↘
233,234,Fürth,0,69,32,-7.25% ↘
235,236,Schweinfurt,0,70,46,31.43% ↗
244,245,Erfurt,0,74,30,-18.92% ↘
253,254,Regensburg,0,78,38,-2.56% ↘
254,255,Freiburg i.Breisgau,0,78,35,-10.26% ↘
258,259,Solingen,0,79,35,-11.39% ↘
260,261,Karlsruhe,0,80,24,-40.00% ↘
262,263,Berlin Steglitz-Zehlendorf,1,82,39,-4.88% ↘
263,264,Offenbach,0,82,33,-19.51% ↘
264,265,Halle,0,82,25,-39.02% ↘
268,269,Hamm,0,83,29,-30.12% ↘
274,275,Chemnitz,0,86,29,-32.56% ↘
278,279,Oberhausen,0,89,41,-7.87% ↘
282,283,Ulm,0,92,42,-8.70% ↘
283,284,Berlin Pankow,1,93,34,-26.88% ↘
284,285,Berlin Lichtenberg,1,93,27,-41.94% ↘
286,287,Mönchengladbach,1,95,41,-13.68% ↘
302,303,Berlin Reinickendorf,0,107,52,-2.80% ↘
303,304,Berlin Friedrichshain-Kreuzberg,1,110,29,-47.27% ↘
304,305,Ingolstadt,0,110,42,-23.64% ↘
305,306,Kassel,0,111,48,-13.51% ↘
308,309,Berlin Tempelhof-Schöneberg,0,113,43,-23.89% ↘
317,318,Berlin Marzahn-Hellersdorf,1,122,42,-31.15% ↘
318,319,Leverkusen,0,122,47,-22.95% ↘
326,327,Krefeld,0,130,48,-26.15% ↘
334,335,Berlin Charlottenburg-Wilmersdorf,0,136,64,-5.88% ↘
336,337,Mannheim,0,140,71,1.43% ↗
345,346,Leipzig,2,145,45,-37.93% ↘
