,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Eisenach,25,0,0,0.00% →
2,3,Schwabach,14,0,0,0.00% →
9,10,Straubing,2,3,3,100.00% ↗
15,16,Zweibrücken,5,4,1,-50.00% ↘
20,21,Dessau-Roßlau,1,4,2,0.00% →
21,22,Jena,7,5,0,-100.00% ↘
23,24,Hof,3,5,4,60.00% ↗
25,26,Ansbach,2,5,3,20.00% ↗
26,27,Weimar,2,5,4,60.00% ↗
27,28,Brandenburg a.d.Havel,1,5,3,20.00% ↗
38,39,Passau,0,6,2,-33.33% ↘
39,40,Neustadt a.d.Weinstraße,0,6,5,66.67% ↗
41,42,Suhl,1,7,2,-42.86% ↘
44,45,Memmingen,8,8,0,-100.00% ↘
56,57,Coburg,1,10,7,40.00% ↗
64,65,Kempten,0,10,6,20.00% ↗
65,66,Weiden i.d.OPf.,0,11,8,45.45% ↗
67,68,Emden,1,12,4,-33.33% ↘
72,73,Bayreuth,0,12,10,66.67% ↗
74,75,Magdeburg,0,12,9,50.00% ↗
75,76,Speyer,1,13,5,-23.08% ↘
78,79,Kaufbeuren,0,13,8,23.08% ↗
79,80,Schweinfurt,2,14,5,-28.57% ↘
83,84,Rosenheim,0,14,8,14.29% ↗
87,88,Pirmasens,2,15,8,6.67% ↗
94,95,Frankenthal,0,15,11,46.67% ↗
95,96,Worms,0,15,8,6.67% ↗
96,97,Frankfurt (Oder),1,16,10,25.00% ↗
107,108,Amberg,1,18,7,-22.22% ↘
109,110,Landau i.d.Pfalz,0,18,9,0.00% →
116,117,Gera,1,20,9,-10.00% ↘
118,119,Erfurt,1,21,11,4.76% ↗
119,120,Chemnitz,0,21,16,52.38% ↗
126,127,Cottbus,1,23,14,21.74% ↗
132,133,Landshut,0,23,16,39.13% ↗
137,138,Fürth,1,25,14,12.00% ↗
145,146,Wilhelmshaven,1,26,13,0.00% →
153,154,Baden-Baden,0,27,14,3.70% ↗
159,160,Remscheid,0,28,21,50.00% ↗
162,163,Bottrop,0,28,10,-28.57% ↘
166,167,Rostock,0,29,15,3.45% ↗
169,170,Schwerin,0,30,11,-26.67% ↘
175,176,Koblenz,1,31,14,-9.68% ↘
180,181,Delmenhorst,0,32,17,6.25% ↗
191,192,Halle,0,34,22,29.41% ↗
197,198,Erlangen,0,36,20,11.11% ↗
198,199,Aschaffenburg,0,36,28,55.56% ↗
199,200,Potsdam,1,37,16,-13.51% ↘
224,225,Trier,0,42,21,0.00% →
225,226,Neumünster,0,42,26,23.81% ↗
230,231,Flensburg,0,44,25,13.64% ↗
231,232,Bamberg,0,44,18,-18.18% ↘
240,241,Würzburg,0,45,19,-15.56% ↘
242,243,Kassel,0,46,31,34.78% ↗
244,245,Pforzheim,0,46,34,47.83% ↗
249,250,Oldenburg,0,48,29,20.83% ↗
252,253,Ingolstadt,0,50,22,-12.00% ↘
255,256,Bremerhaven,0,50,37,48.00% ↗
257,258,Ulm,0,51,17,-33.33% ↘
258,259,Mülheim a.d.Ruhr,0,51,29,13.73% ↗
259,260,Berlin Treptow-Köpenick,1,52,24,-7.69% ↘
269,270,Heidelberg,0,56,30,7.14% ↗
272,273,Oberhausen,0,56,32,14.29% ↗
278,279,Herne,0,59,42,42.37% ↗
284,285,Ludwigshafen,0,62,33,6.45% ↗
288,289,Berlin Marzahn-Hellersdorf,1,66,26,-21.21% ↘
290,291,Offenbach,0,66,30,-9.09% ↘
292,293,Hagen,0,67,43,28.36% ↗
295,296,Karlsruhe,0,71,37,4.23% ↗
299,300,Regensburg,0,74,42,13.51% ↗
301,302,Heilbronn,0,75,52,38.67% ↗
305,306,Hamm,0,76,34,-10.53% ↘
306,307,Braunschweig,0,77,43,11.69% ↗
307,308,Kaiserslautern,1,78,27,-30.77% ↘
312,313,Gelsenkirchen,1,81,57,40.74% ↗
317,318,Leverkusen,0,85,47,10.59% ↗
322,323,Osnabrück,0,89,53,19.10% ↗
323,324,Mainz,1,91,34,-25.27% ↘
324,325,Darmstadt,0,91,41,-9.89% ↘
332,333,Freiburg i.Breisgau,0,95,44,-7.37% ↘
333,334,Berlin Lichtenberg,1,98,51,4.08% ↗
334,335,Salzgitter,1,100,71,42.00% ↗
337,338,Wolfsburg,0,106,63,18.87% ↗
340,341,Krefeld,0,110,70,27.27% ↗
341,342,Münster,0,112,59,5.36% ↗
346,347,Mönchengladbach,0,115,71,23.48% ↗
350,351,Lübeck,0,119,73,22.69% ↗
355,356,Dresden,0,124,57,-8.06% ↘
356,357,Berlin Reinickendorf,0,126,65,3.17% ↗
358,359,Leipzig,0,126,76,20.63% ↗
365,366,Augsburg,0,133,71,6.77% ↗
367,368,Berlin Steglitz-Zehlendorf,0,135,74,9.63% ↗
369,370,Kiel,0,141,86,21.99% ↗
371,372,Wiesbaden,0,144,72,0.00% →
372,373,Berlin Spandau,1,145,97,33.79% ↗
373,374,Bielefeld,0,147,93,26.53% ↗
378,379,Mannheim,0,153,108,41.18% ↗
379,380,Nürnberg,0,158,77,-2.53% ↘
380,381,Berlin Tempelhof-Schöneberg,1,161,88,9.32% ↗
381,382,Berlin Neukölln,2,167,94,12.57% ↗
385,386,Bochum,0,173,116,34.10% ↗
386,387,Solingen,0,178,72,-19.10% ↘
390,391,Wuppertal,1,198,109,10.10% ↗
391,392,Bonn,0,205,119,16.10% ↗
393,394,Berlin Pankow,1,212,111,4.72% ↗
394,395,Duisburg,0,212,131,23.58% ↗
396,397,Bremen,0,225,128,13.78% ↗
397,398,Berlin Charlottenburg-Wilmersdorf,1,229,115,0.44% ↗
399,400,Essen,0,233,155,33.05% ↗
400,401,Dortmund,0,241,152,26.14% ↗
401,402,Stuttgart,0,255,129,1.18% ↗
402,403,Berlin Friedrichshain-Kreuzberg,1,265,130,-1.89% ↘
403,404,Berlin Mitte,1,265,124,-6.42% ↘
406,407,Düsseldorf,0,514,251,-2.33% ↘
407,408,Frankfurt am Main,0,545,252,-7.52% ↘
409,410,Köln,0,745,389,4.43% ↗
410,411,München,0,777,406,4.50% ↗
411,412,Hamburg,0,1224,684,11.76% ↗
