,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
5,6,Eisenach,13,1,0,-100.00% ↘
9,10,Coburg,4,1,1,100.00% ↗
12,13,Weimar,13,2,0,-100.00% ↘
15,16,Brandenburg a.d.Havel,7,2,0,-100.00% ↘
21,22,Weiden i.d.OPf.,4,2,2,100.00% ↗
28,29,Straubing,3,3,3,100.00% ↗
36,37,Suhl,0,3,3,100.00% ↗
44,45,Bremerhaven,3,4,3,50.00% ↗
46,47,Dessau-Roßlau,2,4,4,100.00% ↗
47,48,Neustadt a.d.Weinstraße,2,4,1,-50.00% ↘
49,50,Gera,0,4,3,50.00% ↗
54,55,Frankenthal,3,5,2,-20.00% ↘
56,57,Kaufbeuren,3,5,4,60.00% ↗
58,59,Ansbach,2,5,3,20.00% ↗
61,62,Passau,1,5,3,20.00% ↗
67,68,Chemnitz,6,6,2,-33.33% ↘
68,69,Jena,5,6,1,-66.67% ↘
71,72,Schwabach,2,6,4,33.33% ↗
74,75,Kempten,0,6,6,100.00% ↗
83,84,Emden,0,7,6,71.43% ↗
84,85,Memmingen,0,7,3,-14.29% ↘
88,89,Flensburg,1,8,4,0.00% →
92,93,Zweibrücken,0,8,5,25.00% ↗
93,94,Pirmasens,0,8,6,50.00% ↗
96,97,Bayreuth,2,9,6,33.33% ↗
101,102,Erfurt,0,9,6,33.33% ↗
102,103,Rosenheim,0,9,7,55.56% ↗
105,106,Hof,9,10,0,-100.00% ↘
122,123,Pforzheim,0,11,3,-45.45% ↘
123,124,Frankfurt (Oder),5,12,10,66.67% ↗
132,133,Baden-Baden,2,13,7,7.69% ↗
133,134,Schweinfurt,2,13,5,-23.08% ↘
134,135,Wilhelmshaven,2,13,11,69.23% ↗
136,137,Remscheid,1,13,7,7.69% ↗
141,142,Schwerin,2,14,11,57.14% ↗
147,148,Landau i.d.Pfalz,0,14,12,71.43% ↗
149,150,Fürth,2,15,8,6.67% ↗
150,151,Landshut,2,15,14,86.67% ↗
152,153,Aschaffenburg,1,15,9,20.00% ↗
153,154,Bottrop,0,15,8,6.67% ↗
162,163,Amberg,3,17,13,52.94% ↗
163,164,Heilbronn,1,17,13,52.94% ↗
172,173,Mülheim a.d.Ruhr,0,17,10,17.65% ↗
175,176,Halle,0,18,11,22.22% ↗
176,177,Herne,0,18,10,11.11% ↗
180,181,Worms,0,18,14,55.56% ↗
190,191,Delmenhorst,0,20,14,40.00% ↗
191,192,Erlangen,0,20,17,70.00% ↗
199,200,Magdeburg,2,21,10,-4.76% ↘
203,204,Cottbus,1,21,13,23.81% ↗
207,208,Rostock,0,21,15,42.86% ↗
209,210,Potsdam,0,21,10,-4.76% ↘
216,217,Speyer,0,22,14,27.27% ↗
217,218,Berlin Marzahn-Hellersdorf,0,22,16,45.45% ↗
243,244,Koblenz,0,26,15,15.38% ↗
246,247,Kassel,0,27,13,-3.70% ↘
257,258,Oldenburg,0,31,28,80.65% ↗
265,266,Mönchengladbach,0,32,17,6.25% ↗
273,274,Salzgitter,2,34,19,11.76% ↗
274,275,Heidelberg,1,34,17,0.00% →
278,279,Ludwigshafen,0,34,17,0.00% →
280,281,Neumünster,1,35,17,-2.86% ↘
282,283,Kaiserslautern,0,35,29,65.71% ↗
283,284,Leverkusen,0,35,28,60.00% ↗
285,286,Gelsenkirchen,0,36,24,33.33% ↗
286,287,Hagen,0,36,23,27.78% ↗
290,291,Osnabrück,0,37,22,18.92% ↗
295,296,Kiel,0,39,27,38.46% ↗
298,299,Offenbach,0,40,26,30.00% ↗
299,300,Bamberg,0,40,29,45.00% ↗
301,302,Regensburg,0,42,28,33.33% ↗
304,305,Lübeck,0,42,29,38.10% ↗
309,310,Ingolstadt,0,43,25,16.28% ↗
312,313,Berlin Treptow-Köpenick,0,44,30,36.36% ↗
315,316,Braunschweig,0,45,27,20.00% ↗
319,320,Hamm,0,47,20,-14.89% ↘
320,321,Mannheim,0,47,24,2.13% ↗
321,322,Wolfsburg,0,48,21,-12.50% ↘
324,325,Würzburg,0,49,19,-22.45% ↘
328,329,Berlin Reinickendorf,0,52,37,42.31% ↗
329,330,Oberhausen,1,53,28,5.66% ↗
333,334,Berlin Spandau,0,54,30,11.11% ↗
337,338,Bielefeld,0,55,38,38.18% ↗
339,340,Berlin Lichtenberg,0,55,39,41.82% ↗
342,343,Ulm,0,58,30,3.45% ↗
343,344,Berlin Steglitz-Zehlendorf,0,59,38,28.81% ↗
347,348,Leipzig,0,61,39,27.87% ↗
350,351,Bonn,0,65,45,38.46% ↗
351,352,Krefeld,0,65,46,41.54% ↗
355,356,Trier,0,66,45,36.36% ↗
356,357,Solingen,0,67,51,52.24% ↗
359,360,Mainz,0,70,49,40.00% ↗
363,364,Bochum,0,73,44,20.55% ↗
370,371,Duisburg,0,78,48,23.08% ↗
371,372,Dortmund,0,81,45,11.11% ↗
373,374,Freiburg i.Breisgau,0,83,50,20.48% ↗
377,378,Berlin Tempelhof-Schöneberg,0,89,69,55.06% ↗
378,379,Wuppertal,0,89,65,46.07% ↗
379,380,Darmstadt,0,91,60,31.87% ↗
381,382,Münster,0,91,51,12.09% ↗
384,385,Dresden,0,95,58,22.11% ↗
389,390,Nürnberg,0,100,53,6.00% ↗
392,393,Augsburg,0,104,54,3.85% ↗
393,394,Berlin Neukölln,0,107,71,32.71% ↗
395,396,Essen,0,116,65,12.07% ↗
396,397,Karlsruhe,0,117,58,-0.85% ↘
398,399,Wiesbaden,0,121,83,37.19% ↗
399,400,Berlin Charlottenburg-Wilmersdorf,0,127,81,27.56% ↗
400,401,Berlin Pankow,0,133,94,41.35% ↗
402,403,Bremen,0,156,91,16.67% ↗
403,404,Berlin Friedrichshain-Kreuzberg,0,158,114,44.30% ↗
404,405,Berlin Mitte,0,176,120,36.36% ↗
405,406,Stuttgart,0,208,135,29.81% ↗
406,407,Düsseldorf,0,332,184,10.84% ↗
407,408,Frankfurt am Main,0,409,246,20.29% ↗
409,410,Köln,0,466,271,16.31% ↗
410,411,München,0,498,292,17.27% ↗
411,412,Hamburg,0,539,325,20.59% ↗
