,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Suhl,6,2,1,0.00% →
3,4,Eisenach,0,2,2,100.00% ↗
4,5,Schwabach,0,2,2,100.00% ↗
7,8,Passau,1,3,2,33.33% ↗
12,13,Dessau-Roßlau,1,4,3,50.00% ↗
16,17,Zweibrücken,0,4,3,50.00% ↗
17,18,Ansbach,3,5,2,-20.00% ↘
18,19,Weimar,2,5,1,-60.00% ↘
22,23,Hof,4,6,1,-66.67% ↘
23,24,Brandenburg a.d.Havel,3,6,3,0.00% →
27,28,Straubing,0,6,3,0.00% →
29,30,Schweinfurt,7,7,0,-100.00% ↘
40,41,Memmingen,0,8,6,50.00% ↗
42,43,Coburg,6,9,2,-55.56% ↘
52,53,Jena,0,9,4,-11.11% ↘
53,54,Pirmasens,1,10,2,-60.00% ↘
54,55,Weiden i.d.OPf.,1,10,4,-20.00% ↘
56,57,Rosenheim,4,11,4,-27.27% ↘
65,66,Neustadt a.d.Weinstraße,0,12,7,16.67% ↗
70,71,Speyer,0,14,10,42.86% ↗
71,72,Amberg,0,14,5,-28.57% ↘
78,79,Frankfurt (Oder),1,17,6,-29.41% ↘
87,88,Kaufbeuren,0,19,13,36.84% ↗
91,92,Kempten,0,20,18,80.00% ↗
92,93,Magdeburg,0,20,17,70.00% ↗
94,95,Gera,0,20,10,0.00% →
100,101,Landau i.d.Pfalz,0,21,13,23.81% ↗
101,102,Bayreuth,0,21,13,23.81% ↗
108,109,Emden,0,22,21,90.91% ↗
110,111,Landshut,0,22,7,-36.36% ↘
111,112,Wilhelmshaven,0,22,10,-9.09% ↘
136,137,Worms,0,28,24,71.43% ↗
137,138,Frankenthal,0,28,18,28.57% ↗
138,139,Fürth,0,28,13,-7.14% ↘
146,147,Erlangen,0,29,10,-31.03% ↘
148,149,Baden-Baden,0,29,13,-10.34% ↘
149,150,Cottbus,1,30,18,20.00% ↗
151,152,Erfurt,0,30,17,13.33% ↗
161,162,Koblenz,0,32,19,18.75% ↗
162,163,Chemnitz,0,33,16,-3.03% ↘
163,164,Delmenhorst,0,33,16,-3.03% ↘
168,169,Ulm,0,34,8,-52.94% ↘
180,181,Pforzheim,3,38,5,-73.68% ↘
183,184,Schwerin,0,38,18,-5.26% ↘
190,191,Würzburg,0,39,18,-7.69% ↘
195,196,Remscheid,0,40,22,10.00% ↗
