,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Zweibrücken,0,13,7,7.69% ↗
6,7,Emden,0,33,19,15.15% ↗
8,9,Kaufbeuren,0,34,12,-29.41% ↘
13,14,Ansbach,2,41,23,12.20% ↗
15,16,Coburg,0,45,28,24.44% ↗
17,18,Landau i.d.Pfalz,1,46,23,0.00% →
18,19,Wilhelmshaven,1,47,22,-6.38% ↘
19,20,Dessau-Roßlau,1,47,20,-14.89% ↘
21,22,Pirmasens,0,47,19,-19.15% ↘
25,26,Frankfurt (Oder),1,51,23,-9.80% ↘
28,29,Flensburg,0,53,28,5.66% ↗
30,31,Suhl,0,54,33,22.22% ↗
31,32,Weiden i.d.OPf.,0,54,30,11.11% ↗
32,33,Bamberg,0,55,25,-9.09% ↘
33,34,Hof,0,56,22,-21.43% ↘
37,38,Brandenburg a.d.Havel,1,62,22,-29.03% ↘
46,47,Memmingen,0,66,23,-30.30% ↘
59,60,Neustadt a.d.Weinstraße,0,78,35,-10.26% ↘
61,62,Schwabach,0,80,41,2.50% ↗
62,63,Passau,0,80,35,-12.50% ↘
65,66,Remscheid,0,82,42,2.44% ↗
66,67,Trier,0,84,42,0.00% →
67,68,Neumünster,0,84,39,-7.14% ↘
70,71,Koblenz,1,87,34,-21.84% ↘
74,75,Speyer,0,94,38,-19.15% ↘
79,80,Straubing,0,97,65,34.02% ↗
80,81,Baden-Baden,0,99,49,-1.01% ↘
81,82,Lübeck,0,100,54,8.00% ↗
83,84,Heidelberg,0,101,57,12.87% ↗
85,86,Weimar,0,101,63,24.75% ↗
89,90,Schwerin,0,107,43,-19.63% ↘
90,91,Braunschweig,0,107,49,-8.41% ↘
93,94,Halle,0,109,72,32.11% ↗
101,102,Bayreuth,0,112,48,-14.29% ↘
102,103,Kempten,0,114,75,31.58% ↗
103,104,Delmenhorst,1,115,45,-21.74% ↘
110,111,Cottbus,0,119,57,-4.20% ↘
113,114,Amberg,1,121,60,-0.83% ↘
129,130,Aschaffenburg,0,131,58,-11.45% ↘
130,131,Bottrop,0,131,71,8.40% ↗
131,132,Erlangen,0,131,59,-9.92% ↘
136,137,Salzgitter,1,135,69,2.22% ↗
138,139,Wolfsburg,0,135,99,46.67% ↗
140,141,Frankenthal,0,137,71,3.65% ↗
141,142,Magdeburg,0,139,71,2.16% ↗
149,150,Jena,0,145,71,-2.07% ↘
150,151,Landshut,0,145,76,4.83% ↗
151,152,Herne,1,146,59,-19.18% ↘
154,155,Schweinfurt,0,149,63,-15.44% ↘
155,156,Gera,1,150,84,12.00% ↗
160,161,Rostock,0,155,85,9.68% ↗
165,166,Kaiserslautern,1,158,63,-20.25% ↘
169,170,Osnabrück,0,162,93,14.81% ↗
171,172,Worms,0,164,69,-15.85% ↘
173,174,Würzburg,0,165,89,7.88% ↗
178,179,Leverkusen,0,171,70,-18.13% ↘
185,186,Mülheim a.d.Ruhr,0,176,83,-5.68% ↘
186,187,Solingen,1,179,91,1.68% ↗
191,192,Kiel,1,184,86,-6.52% ↘
194,195,Hamm,0,186,97,4.30% ↗
197,198,Münster,0,186,101,8.60% ↗
207,208,Darmstadt,0,201,91,-9.45% ↘
208,209,Oldenburg,0,201,103,2.49% ↗
212,213,Kassel,0,206,91,-11.65% ↘
220,221,Krefeld,0,211,106,0.47% ↗
230,231,Rosenheim,0,221,128,15.84% ↗
245,246,Potsdam,0,240,115,-4.17% ↘
250,251,Oberhausen,0,245,107,-12.65% ↘
253,254,Ulm,0,250,136,8.80% ↗
256,257,Regensburg,0,252,132,4.76% ↗
267,268,Ingolstadt,0,262,137,4.58% ↗
288,289,Bonn,0,290,115,-20.69% ↘
292,293,Mainz,0,295,135,-8.47% ↘
301,302,Chemnitz,0,309,177,14.56% ↗
302,303,Ludwigshafen,0,310,156,0.65% ↗
