,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Zweibrücken,0,152,84,10.53% ↗
2,3,Pirmasens,0,162,104,28.40% ↗
4,5,Coburg,0,173,97,12.14% ↗
5,6,Schwabach,0,177,105,18.64% ↗
6,7,Weiden i.d.OPf.,0,183,116,26.78% ↗
7,8,Straubing,0,192,131,36.46% ↗
8,9,Ansbach,0,198,117,18.18% ↗
9,10,Suhl,1,227,102,-10.13% ↘
11,12,Amberg,0,235,123,4.68% ↗
13,14,Hof,0,244,129,5.74% ↗
15,16,Emden,0,249,176,41.37% ↗
16,17,Kaufbeuren,0,249,143,14.86% ↗
18,19,Memmingen,0,252,149,18.25% ↗
21,22,Passau,0,265,189,42.64% ↗
22,23,Neustadt a.d.Weinstraße,0,270,167,23.70% ↗
23,24,Frankenthal,0,280,164,17.14% ↗
26,27,Landau i.d.Pfalz,0,305,199,30.49% ↗
30,31,Wilhelmshaven,0,318,183,15.09% ↗
35,36,Speyer,0,341,218,27.86% ↗
42,43,Bamberg,0,365,217,18.90% ↗
43,44,Baden-Baden,0,366,194,6.01% ↗
45,46,Dessau-Roßlau,0,372,194,4.30% ↗
51,52,Landshut,0,384,263,36.98% ↗
55,56,Frankfurt (Oder),0,390,247,26.67% ↗
56,57,Aschaffenburg,0,397,252,26.95% ↗
58,59,Rosenheim,0,408,272,33.33% ↗
60,61,Schweinfurt,0,422,242,14.69% ↗
65,66,Weimar,0,436,208,-4.59% ↘
66,67,Worms,0,437,326,49.20% ↗
68,69,Bayreuth,0,455,288,26.59% ↗
69,70,Kempten,0,457,259,13.35% ↗
82,83,Schwerin,0,491,328,33.60% ↗
84,85,Gera,0,495,240,-3.03% ↘
92,93,Erlangen,0,537,375,39.66% ↗
109,110,Bottrop,0,581,376,29.43% ↗
112,113,Fürth,0,585,382,30.60% ↗
123,124,Brandenburg a.d.Havel,0,628,312,-0.64% ↘
132,133,Trier,0,661,483,46.14% ↗
135,136,Neumünster,0,675,431,27.70% ↗
136,137,Salzgitter,0,681,430,26.28% ↗
144,145,Jena,0,707,359,1.56% ↗
147,148,Koblenz,0,721,476,32.04% ↗
148,149,Ulm,0,724,470,29.83% ↗
153,154,Remscheid,0,737,462,25.37% ↗
166,167,Wolfsburg,0,783,507,29.50% ↗
185,186,Hagen,0,862,554,28.54% ↗
187,188,Heilbronn,0,873,474,8.59% ↗
190,191,Hamm,0,878,526,19.82% ↗
201,202,Delmenhorst,0,944,680,44.07% ↗
202,203,Regensburg,0,949,660,39.09% ↗
203,204,Pforzheim,0,953,445,-6.61% ↘
206,207,Osnabrück,0,955,607,27.12% ↗
212,213,Herne,0,971,646,33.06% ↗
213,214,Ingolstadt,0,975,613,25.74% ↗
214,215,Flensburg,0,976,635,30.12% ↗
232,233,Cottbus,0,1081,546,1.02% ↗
235,236,Ludwigshafen,0,1093,670,22.60% ↗
236,237,Würzburg,0,1093,755,38.15% ↗
238,239,Heidelberg,0,1128,759,34.57% ↗
242,243,Kaiserslautern,0,1154,696,20.62% ↗
243,244,Offenbach,0,1154,723,25.30% ↗
247,248,Kassel,0,1168,736,26.03% ↗
248,249,Mülheim a.d.Ruhr,0,1170,805,37.61% ↗
252,253,Bremerhaven,0,1190,915,53.78% ↗
263,264,Oldenburg,0,1275,848,33.02% ↗
264,265,Leverkusen,0,1278,845,32.24% ↗
266,267,Gelsenkirchen,0,1305,840,28.74% ↗
269,270,Chemnitz,0,1331,549,-17.51% ↘
272,273,Magdeburg,0,1353,747,10.42% ↗
276,277,Darmstadt,0,1392,854,22.70% ↗
277,278,Mönchengladbach,0,1400,930,32.86% ↗
281,282,Braunschweig,0,1424,870,22.19% ↗
282,283,Oberhausen,0,1435,933,30.03% ↗
285,286,Rostock,0,1444,836,15.79% ↗
292,293,Potsdam,0,1500,932,24.27% ↗
293,294,Halle,0,1522,774,1.71% ↗
294,295,Solingen,0,1528,999,30.76% ↗
301,302,Berlin Marzahn-Hellersdorf,2,1596,1019,27.69% ↗
309,310,Krefeld,0,1712,1137,32.83% ↗
313,314,Bielefeld,0,1771,1131,27.72% ↗
317,318,Mainz,0,1793,1168,30.28% ↗
326,327,Erfurt,0,1868,674,-27.84% ↘
330,331,Freiburg i.Breisgau,0,1889,1215,28.64% ↗
335,336,Augsburg,0,1921,1249,30.04% ↗
348,349,Mannheim,0,2056,1257,22.28% ↗
350,351,Bochum,0,2124,1365,28.53% ↗
351,352,Bonn,0,2177,1290,18.51% ↗
354,355,Karlsruhe,0,2260,1373,21.50% ↗
357,358,Wiesbaden,0,2321,1455,25.38% ↗
365,366,Münster,0,2519,1527,21.24% ↗
367,368,Berlin Treptow-Köpenick,0,2595,1756,35.34% ↗
368,369,Lübeck,0,2598,2202,69.52% ↗
371,372,Berlin Spandau,0,2706,1995,47.45% ↗
373,374,Duisburg,0,2821,1870,32.58% ↗
379,380,Kiel,0,2882,1903,32.06% ↗
381,382,Berlin Lichtenberg,0,2919,2088,43.06% ↗
386,387,Nürnberg,0,3182,2109,32.56% ↗
387,388,Berlin Reinickendorf,0,3208,2108,31.42% ↗
388,389,Berlin Charlottenburg-Wilmersdorf,0,3283,2545,55.04% ↗
389,390,Berlin Steglitz-Zehlendorf,0,3327,2053,23.41% ↗
392,393,Wuppertal,0,3607,2315,28.36% ↗
393,394,Leipzig,0,3611,2243,24.23% ↗
394,395,Stuttgart,0,3731,1817,-2.60% ↘
395,396,Essen,0,4105,2595,26.43% ↗
396,397,Berlin Tempelhof-Schöneberg,0,4142,3100,49.69% ↗
397,398,Dresden,0,4172,1966,-5.75% ↘
399,400,Dortmund,0,4537,3185,40.40% ↗
400,401,Berlin Friedrichshain-Kreuzberg,0,4590,3266,42.31% ↗
401,402,Berlin Mitte,0,4991,3377,35.32% ↗
402,403,Berlin Pankow,0,5050,3316,31.33% ↗
403,404,Berlin Neukölln,0,5167,3726,44.22% ↗
405,406,Düsseldorf,0,6444,4250,31.91% ↗
406,407,Frankfurt am Main,0,7799,5239,34.35% ↗
407,408,Köln,0,8810,5464,24.04% ↗
408,409,Bremen,0,10850,7491,38.08% ↗
409,410,München,0,12355,8540,38.24% ↗
410,411,Hamburg,0,21830,12786,17.14% ↗
