,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Weiden i.d.OPf.,2,7,2,-42.86% ↘
1,2,Amberg,2,10,2,-60.00% ↘
2,3,Flensburg,0,19,14,47.37% ↗
6,7,Schwabach,0,22,9,-18.18% ↘
7,8,Passau,0,25,7,-44.00% ↘
11,12,Bayreuth,1,27,9,-33.33% ↘
14,15,Schwerin,2,30,6,-60.00% ↘
15,16,Ansbach,1,30,13,-13.33% ↘
17,18,Speyer,3,33,14,-15.15% ↘
20,21,Hof,3,34,10,-41.18% ↘
21,22,Zweibrücken,0,34,17,0.00% →
22,23,Landau i.d.Pfalz,0,36,9,-50.00% ↘
23,24,Neustadt a.d.Weinstraße,1,37,18,-2.70% ↘
25,26,Eisenach,1,40,13,-35.00% ↘
27,28,Neumünster,1,42,8,-61.90% ↘
29,30,Pirmasens,1,44,13,-40.91% ↘
32,33,Bamberg,0,45,10,-55.56% ↘
33,34,Frankenthal,1,46,13,-43.48% ↘
34,35,Frankfurt (Oder),1,47,14,-40.43% ↘
38,39,Wilhelmshaven,1,49,29,18.37% ↗
43,44,Suhl,0,51,14,-45.10% ↘
44,45,Gera,1,53,17,-35.85% ↘
47,48,Straubing,0,54,15,-44.44% ↘
50,51,Koblenz,0,57,15,-47.37% ↘
51,52,Rosenheim,0,58,27,-6.90% ↘
63,64,Aschaffenburg,0,65,27,-16.92% ↘
64,65,Kaufbeuren,1,67,21,-37.31% ↘
71,72,Trier,0,69,33,-4.35% ↘
72,73,Weimar,1,70,20,-42.86% ↘
78,79,Brandenburg a.d.Havel,1,73,27,-26.03% ↘
80,81,Cottbus,0,73,24,-34.25% ↘
81,82,Heidelberg,0,73,22,-39.73% ↘
82,83,Erlangen,0,73,24,-34.25% ↘
90,91,Dessau-Roßlau,1,78,31,-20.51% ↘
102,103,Landshut,1,82,24,-41.46% ↘
107,108,Baden-Baden,0,84,48,14.29% ↗
114,115,Jena,0,87,22,-49.43% ↘
116,117,Coburg,0,88,22,-50.00% ↘
136,137,Delmenhorst,1,101,32,-36.63% ↘
142,143,Rostock,0,105,29,-44.76% ↘
147,148,Münster,0,113,52,-7.96% ↘
148,149,Würzburg,0,114,36,-36.84% ↘
154,155,Potsdam,0,116,31,-46.55% ↘
160,161,Regensburg,0,119,51,-14.29% ↘
165,166,Schweinfurt,1,122,48,-21.31% ↘
167,168,Osnabrück,1,123,44,-28.46% ↘
168,169,Bremerhaven,0,123,42,-31.71% ↘
186,187,Oldenburg,1,131,51,-22.14% ↘
187,188,Bottrop,0,131,41,-37.40% ↘
191,192,Kempten,0,134,55,-17.91% ↘
195,196,Wolfsburg,2,137,37,-45.99% ↘
203,204,Darmstadt,0,140,29,-58.57% ↘
207,208,Lübeck,0,144,49,-31.94% ↘
209,210,Salzgitter,1,146,45,-38.36% ↘
212,213,Emden,2,148,56,-24.32% ↘
213,214,Memmingen,1,148,43,-41.89% ↘
217,218,Kaiserslautern,1,151,52,-31.13% ↘
219,220,Fürth,0,154,53,-31.17% ↘
225,226,Worms,0,161,58,-27.95% ↘
226,227,Magdeburg,0,162,57,-29.63% ↘
228,229,Kiel,0,163,51,-37.42% ↘
236,237,Herne,1,168,59,-29.76% ↘
238,239,Freiburg i.Breisgau,0,168,62,-26.19% ↘
239,240,Braunschweig,1,171,55,-35.67% ↘
241,242,Berlin Treptow-Köpenick,2,172,76,-11.63% ↘
243,244,Halle,0,172,69,-19.77% ↘
245,246,Oberhausen,0,172,44,-48.84% ↘
250,251,Berlin Steglitz-Zehlendorf,1,176,47,-46.59% ↘
252,253,Solingen,0,178,79,-11.24% ↘
257,258,Remscheid,0,184,67,-27.17% ↘
261,262,Erfurt,1,187,62,-33.69% ↘
270,271,Ulm,0,197,54,-45.18% ↘
271,272,Mülheim a.d.Ruhr,1,198,70,-29.29% ↘
272,273,Hamm,0,199,82,-17.59% ↘
274,275,Ingolstadt,0,201,81,-19.40% ↘
277,278,Berlin Reinickendorf,0,205,50,-51.22% ↘
288,289,Berlin Charlottenburg-Wilmersdorf,1,221,81,-26.70% ↘
294,295,Berlin Friedrichshain-Kreuzberg,1,227,91,-19.82% ↘
296,297,Pforzheim,0,228,81,-28.95% ↘
298,299,Leverkusen,0,229,75,-34.50% ↘
302,303,Offenbach,0,231,95,-17.75% ↘
307,308,Berlin Marzahn-Hellersdorf,1,239,80,-33.05% ↘
308,309,Chemnitz,0,240,79,-34.17% ↘
313,314,Berlin Pankow,2,247,75,-39.27% ↘
320,321,Mainz,0,256,115,-10.16% ↘
321,322,Heilbronn,1,258,75,-41.86% ↘
322,323,Berlin Spandau,1,259,137,5.79% ↗
326,327,Karlsruhe,0,261,75,-42.53% ↘
332,333,Berlin Lichtenberg,2,289,83,-42.56% ↘
333,334,Berlin Tempelhof-Schöneberg,0,292,112,-23.29% ↘
339,340,Mönchengladbach,0,311,126,-18.97% ↘
341,342,Krefeld,0,313,126,-19.49% ↘
348,349,Ludwigshafen,0,342,148,-13.45% ↘
351,352,Kassel,0,351,121,-31.05% ↘
359,360,Augsburg,0,373,123,-34.05% ↘
361,362,Gelsenkirchen,2,392,118,-39.80% ↘
362,363,Mannheim,0,392,130,-33.67% ↘
364,365,Hagen,0,400,162,-19.00% ↘
366,367,Berlin Neukölln,2,412,183,-11.17% ↘
368,369,Wuppertal,0,421,188,-10.69% ↘
375,376,Bremen,0,447,176,-21.25% ↘
376,377,Leipzig,0,457,137,-40.04% ↘
385,386,Essen,0,512,195,-23.83% ↘
386,387,Bochum,0,514,189,-26.46% ↘
387,388,Berlin Mitte,2,517,172,-33.46% ↘
388,389,Bonn,0,518,264,1.93% ↗
390,391,Wiesbaden,0,541,190,-29.76% ↘
391,392,Bielefeld,0,546,176,-35.53% ↘
392,393,Duisburg,0,551,218,-20.87% ↘
394,395,Dresden,0,576,177,-38.54% ↘
398,399,Düsseldorf,0,650,256,-21.23% ↘
401,402,Dortmund,0,714,301,-15.69% ↘
403,404,Stuttgart,0,803,272,-32.25% ↘
405,406,Nürnberg,0,849,359,-15.43% ↘
408,409,Frankfurt am Main,0,931,375,-19.44% ↘
409,410,Hamburg,0,1124,414,-26.33% ↘
410,411,Köln,0,1198,445,-25.71% ↘
411,412,München,0,1230,464,-24.55% ↘
