,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Weiden i.d.OPf.,4,2,1,0.00% →
3,4,Schwerin,1,4,1,-50.00% ↘
6,7,Neumünster,7,6,0,-100.00% ↘
8,9,Bayreuth,6,6,1,-66.67% ↘
13,14,Straubing,2,7,4,14.29% ↗
15,16,Brandenburg a.d.Havel,1,8,2,-50.00% ↘
18,19,Pirmasens,7,9,0,-100.00% ↘
19,20,Landau i.d.Pfalz,2,10,3,-40.00% ↘
20,21,Wilhelmshaven,1,10,4,-20.00% ↘
22,23,Flensburg,6,11,2,-63.64% ↘
23,24,Passau,0,11,7,27.27% ↗
24,25,Suhl,1,12,4,-33.33% ↘
30,31,Neustadt a.d.Weinstraße,6,14,1,-85.71% ↘
37,38,Frankfurt (Oder),2,16,5,-37.50% ↘
44,45,Amberg,1,18,10,11.11% ↗
45,46,Weimar,0,18,6,-33.33% ↘
47,48,Eisenach,0,19,13,36.84% ↗
49,50,Schwabach,1,20,8,-20.00% ↘
50,51,Rostock,1,20,6,-40.00% ↘
58,59,Kaufbeuren,0,21,14,33.33% ↗
59,60,Bamberg,0,21,9,-14.29% ↘
65,66,Cottbus,0,22,11,0.00% →
70,71,Dessau-Roßlau,1,24,4,-66.67% ↘
74,75,Coburg,1,25,11,-12.00% ↘
76,77,Hof,0,25,21,68.00% ↗
79,80,Frankenthal,0,26,14,7.69% ↗
83,84,Baden-Baden,1,27,6,-55.56% ↘
84,85,Ansbach,0,27,20,48.15% ↗
95,96,Kempten,1,31,10,-35.48% ↘
106,107,Memmingen,1,34,17,0.00% →
107,108,Jena,0,34,10,-41.18% ↘
113,114,Heidelberg,0,36,19,5.56% ↗
114,115,Gera,0,36,11,-38.89% ↘
118,119,Speyer,0,36,12,-33.33% ↘
123,124,Koblenz,0,37,15,-18.92% ↘
124,125,Rosenheim,0,38,21,10.53% ↗
126,127,Potsdam,3,40,9,-55.00% ↘
128,129,Emden,0,40,8,-60.00% ↘
131,132,Worms,0,40,17,-15.00% ↘
136,137,Braunschweig,0,41,9,-56.10% ↘
144,145,Wolfsburg,2,44,6,-72.73% ↘
146,147,Bremerhaven,1,44,14,-36.36% ↘
147,148,Trier,1,44,14,-36.36% ↘
148,149,Landshut,1,44,23,4.55% ↗
154,155,Aschaffenburg,0,45,8,-64.44% ↘
162,163,Osnabrück,0,47,15,-36.17% ↘
163,164,Zweibrücken,0,47,22,-6.38% ↘
169,170,Magdeburg,0,50,11,-56.00% ↘
170,171,Oldenburg,0,50,17,-32.00% ↘
173,174,Münster,0,51,22,-13.73% ↘
180,181,Salzgitter,1,54,18,-33.33% ↘
182,183,Bottrop,0,54,18,-33.33% ↘
186,187,Darmstadt,0,56,26,-7.14% ↘
189,190,Kiel,0,56,21,-25.00% ↘
190,191,Lübeck,0,56,28,0.00% →
196,197,Delmenhorst,0,59,29,-1.69% ↘
199,200,Berlin Treptow-Köpenick,0,60,24,-20.00% ↘
200,201,Mülheim a.d.Ruhr,0,60,25,-16.67% ↘
202,203,Remscheid,0,61,25,-18.03% ↘
203,204,Kaiserslautern,1,62,21,-32.26% ↘
212,213,Erlangen,0,64,24,-25.00% ↘
227,228,Würzburg,0,68,44,29.41% ↗
231,232,Fürth,0,71,28,-21.13% ↘
234,235,Schweinfurt,0,72,39,8.33% ↗
238,239,Herne,0,74,28,-24.32% ↘
243,244,Freiburg i.Breisgau,0,76,33,-13.16% ↘
244,245,Erfurt,0,76,33,-13.16% ↘
255,256,Regensburg,0,82,40,-2.44% ↘
257,258,Berlin Steglitz-Zehlendorf,0,83,41,-1.20% ↘
265,266,Solingen,0,87,43,-1.15% ↘
266,267,Offenbach,0,87,30,-31.03% ↘
271,272,Chemnitz,0,89,33,-25.84% ↘
273,274,Berlin Pankow,0,90,31,-31.11% ↘
274,275,Karlsruhe,0,90,27,-40.00% ↘
276,277,Oberhausen,0,93,38,-18.28% ↘
277,278,Berlin Lichtenberg,0,93,29,-37.63% ↘
279,280,Halle,0,95,33,-30.53% ↘
283,284,Ulm,0,96,44,-8.33% ↘
287,288,Hamm,0,100,34,-32.00% ↘
294,295,Mönchengladbach,0,107,45,-15.89% ↘
296,297,Berlin Reinickendorf,0,109,47,-13.76% ↘
300,301,Kassel,0,114,49,-14.04% ↘
304,305,Berlin Tempelhof-Schöneberg,0,117,43,-26.50% ↘
305,306,Ingolstadt,0,117,43,-26.50% ↘
308,309,Berlin Friedrichshain-Kreuzberg,1,123,31,-49.59% ↘
314,315,Leverkusen,0,126,50,-20.63% ↘
322,323,Berlin Marzahn-Hellersdorf,0,134,42,-37.31% ↘
329,330,Krefeld,0,139,49,-29.50% ↘
330,331,Mannheim,0,139,71,2.16% ↗
331,332,Berlin Charlottenburg-Wilmersdorf,0,140,65,-7.14% ↘
340,341,Heilbronn,0,145,75,3.45% ↗
345,346,Pforzheim,0,149,67,-10.07% ↘
348,349,Leipzig,1,154,53,-31.17% ↘
350,351,Gelsenkirchen,0,161,67,-16.77% ↘
357,358,Dresden,0,176,56,-36.36% ↘
358,359,Bielefeld,1,179,61,-31.84% ↘
364,365,Mainz,0,189,85,-10.05% ↘
367,368,Augsburg,0,194,112,15.46% ↗
369,370,Hagen,0,199,85,-14.57% ↘
370,371,Ludwigshafen,0,199,71,-28.64% ↘
371,372,Wiesbaden,1,201,80,-20.40% ↘
376,377,Berlin Spandau,0,215,94,-12.56% ↘
378,379,Berlin Mitte,0,217,79,-27.19% ↘
382,383,Bochum,0,226,62,-45.13% ↘
384,385,Berlin Neukölln,0,230,45,-60.87% ↘
389,390,Bremen,0,261,98,-24.90% ↘
390,391,Wuppertal,0,269,123,-8.55% ↘
393,394,Essen,0,291,110,-24.40% ↘
398,399,Duisburg,0,326,147,-9.82% ↘
399,400,Düsseldorf,0,327,123,-24.77% ↘
402,403,Dortmund,0,351,127,-27.64% ↘
403,404,Bonn,0,357,134,-24.93% ↘
406,407,Nürnberg,0,452,200,-11.50% ↘
407,408,Stuttgart,0,458,232,1.31% ↗
408,409,Frankfurt am Main,0,476,202,-15.13% ↘
409,410,Köln,0,598,246,-17.73% ↘
410,411,München,0,651,296,-9.06% ↘
411,412,Hamburg,0,660,261,-20.91% ↘
