,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Wilhelmshaven,0,171,96,12.28% ↗
3,4,Emden,0,184,94,2.17% ↗
4,5,Zweibrücken,0,227,114,0.44% ↗
6,7,Flensburg,0,244,104,-14.75% ↘
7,8,Neumünster,0,245,115,-6.12% ↘
9,10,Pirmasens,0,300,153,2.00% ↗
11,12,Hof,0,313,159,1.60% ↗
15,16,Weiden i.d.OPf.,0,331,144,-12.99% ↘
19,20,Delmenhorst,0,362,170,-6.08% ↘
23,24,Schwabach,0,388,169,-12.89% ↘
25,26,Coburg,0,392,192,-2.04% ↘
32,33,Landau i.d.Pfalz,0,437,182,-16.70% ↘
33,34,Trier,0,437,225,2.97% ↗
35,36,Ansbach,0,452,241,6.64% ↗
37,38,Amberg,0,469,234,-0.21% ↘
41,42,Straubing,0,475,214,-9.89% ↘
44,45,Baden-Baden,0,488,211,-13.52% ↘
46,47,Frankenthal,0,493,244,-1.01% ↘
47,48,Passau,0,501,212,-15.37% ↘
54,55,Koblenz,0,535,264,-1.31% ↘
58,59,Bottrop,0,560,272,-2.86% ↘
60,61,Schwerin,0,564,231,-18.09% ↘
61,62,Bayreuth,0,572,273,-4.55% ↘
64,65,Bremerhaven,0,577,304,5.37% ↗
67,68,Oldenburg,0,604,264,-12.58% ↘
70,71,Memmingen,0,615,287,-6.67% ↘
72,73,Remscheid,0,648,371,14.51% ↗
73,74,Kaufbeuren,0,651,308,-5.38% ↘
74,75,Osnabrück,0,657,291,-11.42% ↘
76,77,Aschaffenburg,0,658,292,-11.25% ↘
77,78,Schweinfurt,0,659,366,11.08% ↗
78,79,Speyer,0,669,359,7.32% ↗
80,81,Neustadt a.d.Weinstraße,0,697,363,4.16% ↗
82,83,Bamberg,0,707,385,8.91% ↗
83,84,Wolfsburg,0,707,331,-6.36% ↘
90,91,Suhl,0,732,368,0.55% ↗
91,92,Kiel,0,733,428,16.78% ↗
92,93,Brandenburg a.d.Havel,0,734,406,10.63% ↗
97,98,Salzgitter,0,789,371,-5.96% ↘
104,105,Erlangen,0,813,406,-0.12% ↘
106,107,Kaiserslautern,0,833,470,12.85% ↗
108,109,Landshut,0,835,405,-2.99% ↘
112,113,Kempten,0,842,404,-4.04% ↘
118,119,Mülheim a.d.Ruhr,0,871,393,-9.76% ↘
119,120,Lübeck,0,885,422,-4.63% ↘
120,121,Frankfurt (Oder),0,894,422,-5.59% ↘
121,122,Worms,0,899,528,17.46% ↗
