,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Eisenach,24,0,0,0.00% →
7,8,Schwabach,13,3,0,-100.00% ↘
11,12,Straubing,1,3,3,100.00% ↗
15,16,Zweibrücken,4,4,1,-50.00% ↘
21,22,Jena,6,5,2,-20.00% ↘
24,25,Passau,3,5,1,-60.00% ↘
25,26,Hof,2,5,4,60.00% ↗
26,27,Weimar,1,5,4,60.00% ↗
29,30,Brandenburg a.d.Havel,0,5,3,20.00% ↗
30,31,Dessau-Roßlau,0,5,2,-20.00% ↘
36,37,Ansbach,1,6,3,0.00% →
39,40,Kempten,0,6,2,-33.33% ↘
40,41,Neustadt a.d.Weinstraße,0,6,5,66.67% ↗
46,47,Suhl,0,7,2,-42.86% ↘
53,54,Memmingen,7,9,0,-100.00% ↘
61,62,Weiden i.d.OPf.,0,10,7,40.00% ↗
62,63,Kaufbeuren,0,10,6,20.00% ↗
63,64,Coburg,0,10,7,40.00% ↗
66,67,Magdeburg,0,10,5,0.00% →
76,77,Bayreuth,0,12,10,66.67% ↗
77,78,Emden,0,12,4,-33.33% ↘
79,80,Frankenthal,0,13,10,53.85% ↗
84,85,Rosenheim,0,13,8,23.08% ↗
85,86,Speyer,0,13,3,-53.85% ↘
87,88,Worms,0,14,7,0.00% →
90,91,Pirmasens,1,15,8,6.67% ↗
91,92,Landau i.d.Pfalz,1,15,8,6.67% ↗
100,101,Frankfurt (Oder),0,16,10,25.00% ↗
102,103,Schweinfurt,1,17,6,-29.41% ↘
113,114,Amberg,0,18,7,-22.22% ↘
116,117,Gera,0,20,9,-10.00% ↘
122,123,Chemnitz,0,20,15,50.00% ↗
130,131,Erfurt,0,21,11,4.76% ↗
133,134,Landshut,0,22,17,54.55% ↗
142,143,Remscheid,0,24,18,50.00% ↗
153,154,Fürth,0,27,16,18.52% ↗
156,157,Wilhelmshaven,0,27,13,-3.70% ↘
162,163,Cottbus,0,28,15,7.14% ↗
169,170,Baden-Baden,0,29,14,-3.45% ↘
170,171,Bottrop,0,29,13,-10.34% ↘
174,175,Halle,0,30,21,40.00% ↗
175,176,Rostock,0,30,14,-6.67% ↘
185,186,Aschaffenburg,0,33,25,51.52% ↗
186,187,Schwerin,0,33,12,-27.27% ↘
187,188,Koblenz,0,33,14,-15.15% ↘
194,195,Delmenhorst,0,34,16,-5.88% ↘
202,203,Erlangen,0,37,20,8.11% ↗
205,206,Potsdam,0,37,16,-13.51% ↘
219,220,Bremerhaven,0,39,27,38.46% ↗
223,224,Neumünster,0,40,29,45.00% ↗
226,227,Flensburg,0,41,29,41.46% ↗
235,236,Pforzheim,0,43,31,44.19% ↗
236,237,Kassel,0,43,28,30.23% ↗
245,246,Trier,0,45,22,-2.22% ↘
247,248,Mülheim a.d.Ruhr,0,45,26,15.56% ↗
248,249,Bamberg,0,46,20,-13.04% ↘
249,250,Oldenburg,0,46,30,30.43% ↗
254,255,Würzburg,0,47,20,-14.89% ↘
257,258,Ingolstadt,1,50,22,-12.00% ↘
262,263,Heidelberg,0,52,28,7.69% ↗
264,265,Berlin Treptow-Köpenick,0,52,24,-7.69% ↘
