,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,1,29,16,10.34% ↗
3,4,Zweibrücken,1,47,35,48.94% ↗
4,5,Pirmasens,1,57,23,-19.30% ↘
7,8,Landau i.d.Pfalz,1,68,35,2.94% ↗
8,9,Hof,0,68,33,-2.94% ↘
11,12,Frankfurt (Oder),0,72,49,36.11% ↗
12,13,Brandenburg a.d.Havel,1,78,57,46.15% ↗
13,14,Bayreuth,0,81,41,1.23% ↗
14,15,Neustadt a.d.Weinstraße,0,82,49,19.51% ↗
16,17,Coburg,0,88,42,-4.55% ↘
20,21,Ansbach,1,98,64,30.61% ↗
22,23,Kaiserslautern,1,102,47,-7.84% ↘
26,27,Weiden i.d.OPf.,0,105,68,29.52% ↗
27,28,Wilhelmshaven,1,106,60,13.21% ↗
29,30,Delmenhorst,1,108,61,12.96% ↗
33,34,Frankenthal,0,115,66,14.78% ↗
36,37,Trier,0,116,72,24.14% ↗
40,41,Flensburg,0,124,74,19.35% ↗
42,43,Oldenburg,0,126,87,38.10% ↗
43,44,Aschaffenburg,0,128,88,37.50% ↗
47,48,Schwerin,1,131,71,8.40% ↗
49,50,Neumünster,0,131,73,11.45% ↗
50,51,Suhl,0,135,68,0.74% ↗
52,53,Amberg,0,136,59,-13.24% ↘
54,55,Koblenz,1,138,84,21.74% ↗
59,60,Schwabach,0,146,90,23.29% ↗
66,67,Dessau-Roßlau,1,165,103,24.85% ↗
67,68,Salzgitter,1,167,100,19.76% ↗
71,72,Remscheid,0,170,111,30.59% ↗
80,81,Kaufbeuren,0,188,125,32.98% ↗
82,83,Osnabrück,0,190,115,21.05% ↗
85,86,Memmingen,0,191,102,6.81% ↗
86,87,Bamberg,0,191,127,32.98% ↗
89,90,Passau,0,193,133,37.82% ↗
90,91,Bottrop,0,193,134,38.86% ↗
92,93,Speyer,0,196,99,1.02% ↗
96,97,Wolfsburg,0,201,90,-10.45% ↘
101,102,Erlangen,0,214,122,14.02% ↗
112,113,Solingen,1,235,139,18.30% ↗
113,114,Worms,0,236,138,16.95% ↗
115,116,Mülheim a.d.Ruhr,0,243,159,30.86% ↗
118,119,Lübeck,0,249,143,14.86% ↗
119,120,Hamm,0,251,153,21.91% ↗
123,124,Baden-Baden,0,260,147,13.08% ↗
127,128,Braunschweig,0,269,155,15.24% ↗
128,129,Herne,0,272,166,22.06% ↗
129,130,Heidelberg,0,274,150,9.49% ↗
139,140,Kassel,0,286,185,29.37% ↗
141,142,Bremerhaven,0,289,153,5.88% ↗
142,143,Oberhausen,0,289,195,34.95% ↗
143,144,Schweinfurt,0,295,152,3.05% ↗
149,150,Landshut,0,305,184,20.66% ↗
151,152,Darmstadt,0,311,180,15.76% ↗
168,169,Cottbus,0,330,171,3.64% ↗
169,170,Straubing,0,337,170,0.89% ↗
180,181,Halle,0,362,234,29.28% ↗
193,194,Kempten,0,390,260,33.33% ↗
194,195,Mainz,0,390,208,6.67% ↗
198,199,Kiel,0,394,229,16.24% ↗
199,200,Würzburg,0,394,262,32.99% ↗
200,201,Ludwigshafen,0,394,233,18.27% ↗
203,204,Jena,0,403,221,9.68% ↗
207,208,Magdeburg,0,406,207,1.97% ↗
212,213,Gera,1,412,248,20.39% ↗
213,214,Weimar,0,415,235,13.25% ↗
215,216,Potsdam,0,417,224,7.43% ↗
225,226,Rostock,0,444,241,8.56% ↗
227,228,Rosenheim,0,446,233,4.48% ↗
228,229,Krefeld,0,449,245,9.13% ↗
232,233,Leverkusen,0,459,311,35.51% ↗
233,234,Hagen,0,460,253,10.00% ↗
238,239,Offenbach,0,466,277,18.88% ↗
240,241,Fürth,0,468,286,22.22% ↗
241,242,Münster,0,468,292,24.79% ↗
244,245,Bonn,0,472,302,27.97% ↗
245,246,Wiesbaden,0,473,327,38.27% ↗
255,256,Gelsenkirchen,1,494,282,14.17% ↗
257,258,Berlin Marzahn-Hellersdorf,1,498,267,7.23% ↗
272,273,Berlin Treptow-Köpenick,0,534,317,18.73% ↗
278,279,Ulm,0,551,290,5.26% ↗
280,281,Mönchengladbach,0,553,325,17.54% ↗
285,286,Heilbronn,0,590,332,12.54% ↗
291,292,Berlin Steglitz-Zehlendorf,1,629,332,5.56% ↗
294,295,Berlin Lichtenberg,1,645,364,12.87% ↗
295,296,Wuppertal,0,649,391,20.49% ↗
297,298,Ingolstadt,0,651,376,15.51% ↗
298,299,Bochum,0,654,368,12.54% ↗
302,303,Berlin Pankow,3,665,277,-16.69% ↘
309,310,Berlin Spandau,1,695,395,13.67% ↗
321,322,Bremen,0,760,423,11.32% ↗
322,323,Bielefeld,0,764,432,13.09% ↗
323,324,Freiburg i.Breisgau,0,769,407,5.85% ↗
327,328,Essen,0,785,468,19.24% ↗
328,329,Pforzheim,0,786,476,21.12% ↗
333,334,Berlin Charlottenburg-Wilmersdorf,0,823,455,10.57% ↗
341,342,Duisburg,0,852,501,17.61% ↗
344,345,Berlin Reinickendorf,1,875,462,5.60% ↗
349,350,Mannheim,0,923,524,13.54% ↗
350,351,Karlsruhe,0,933,535,14.68% ↗
351,352,Berlin Friedrichshain-Kreuzberg,0,938,480,2.35% ↗
