,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Suhl,30,0,0,0.00% →
11,12,Eisenach,9,1,0,-100.00% ↘
20,21,Coburg,0,1,1,100.00% ↗
26,27,Passau,5,2,2,100.00% ↗
32,33,Straubing,1,2,2,100.00% ↗
33,34,Weiden i.d.OPf.,0,2,2,100.00% ↗
34,35,Emden,0,2,2,100.00% ↗
36,37,Weimar,9,3,0,-100.00% ↘
38,39,Brandenburg a.d.Havel,3,3,2,33.33% ↗
41,42,Gera,1,3,2,33.33% ↗
43,44,Schwabach,1,3,2,33.33% ↗
46,47,Dessau-Roßlau,0,3,3,100.00% ↗
52,53,Neustadt a.d.Weinstraße,5,4,2,0.00% →
53,54,Memmingen,4,4,2,0.00% →
56,57,Frankenthal,3,4,1,-50.00% ↘
58,59,Bremerhaven,2,4,1,-50.00% ↘
69,70,Kempten,0,4,4,100.00% ↗
70,71,Ansbach,0,4,1,-50.00% ↘
86,87,Erfurt,0,6,5,66.67% ↗
90,91,Kaufbeuren,0,6,4,33.33% ↗
91,92,Pirmasens,0,6,4,33.33% ↗
103,104,Zweibrücken,0,7,6,71.43% ↗
109,110,Jena,1,8,2,-50.00% ↘
112,113,Rosenheim,0,8,5,25.00% ↗
115,116,Flensburg,2,9,5,11.11% ↗
117,118,Bayreuth,1,9,6,33.33% ↗
120,121,Landau i.d.Pfalz,0,9,7,55.56% ↗
121,122,Wilhelmshaven,0,9,8,77.78% ↗
123,124,Chemnitz,2,10,2,-60.00% ↘
124,125,Remscheid,2,10,8,60.00% ↗
134,135,Mülheim a.d.Ruhr,1,11,9,63.64% ↗
135,136,Pforzheim,1,11,4,-27.27% ↘
140,141,Amberg,0,11,8,45.45% ↗
147,148,Erlangen,0,12,8,33.33% ↗
153,154,Hof,0,12,2,-66.67% ↘
154,155,Landshut,0,12,10,66.67% ↗
155,156,Bottrop,0,12,7,16.67% ↗
158,159,Halle,1,13,9,38.46% ↗
159,160,Frankfurt (Oder),1,13,11,69.23% ↗
168,169,Schweinfurt,1,14,7,0.00% →
174,175,Delmenhorst,0,14,11,57.14% ↗
175,176,Cottbus,0,14,8,14.29% ↗
176,177,Berlin Marzahn-Hellersdorf,0,14,9,28.57% ↗
183,184,Herne,0,14,10,42.86% ↗
184,185,Kaiserslautern,0,14,10,42.86% ↗
185,186,Schwerin,0,14,10,42.86% ↗
187,188,Rostock,1,15,9,20.00% ↗
188,189,Speyer,0,15,8,6.67% ↗
189,190,Aschaffenburg,0,15,4,-46.67% ↘
197,198,Potsdam,0,16,9,12.50% ↗
199,200,Worms,0,16,13,62.50% ↗
202,203,Baden-Baden,1,17,6,-29.41% ↘
204,205,Fürth,0,17,9,5.88% ↗
216,217,Magdeburg,0,18,10,11.11% ↗
228,229,Oldenburg,0,19,16,68.42% ↗
239,240,Heilbronn,0,20,11,10.00% ↗
244,245,Koblenz,0,21,12,14.29% ↗
260,261,Kassel,0,25,13,4.00% ↗
268,269,Mönchengladbach,0,28,18,28.57% ↗
269,270,Solingen,0,28,19,35.71% ↗
272,273,Hagen,0,29,20,37.93% ↗
275,276,Salzgitter,0,29,19,31.03% ↗
282,283,Heidelberg,0,30,17,13.33% ↗
287,288,Berlin Treptow-Köpenick,0,31,19,22.58% ↗
289,290,Kiel,0,32,20,25.00% ↗
290,291,Leverkusen,0,32,24,50.00% ↗
291,292,Neumünster,0,32,17,6.25% ↗
293,294,Osnabrück,0,33,22,33.33% ↗
294,295,Bamberg,0,33,23,39.39% ↗
296,297,Ingolstadt,1,34,25,47.06% ↗
297,298,Gelsenkirchen,0,34,22,29.41% ↗
298,299,Lübeck,0,34,19,11.76% ↗
307,308,Bielefeld,0,37,20,8.11% ↗
310,311,Mannheim,0,39,29,48.72% ↗
313,314,Berlin Reinickendorf,0,41,27,31.71% ↗
316,317,Ludwigshafen,0,41,18,-12.20% ↘
317,318,Wolfsburg,0,41,27,31.71% ↗
319,320,Berlin Lichtenberg,0,42,35,66.67% ↗
320,321,Offenbach,0,42,25,19.05% ↗
321,322,Regensburg,0,42,19,-9.52% ↘
326,327,Würzburg,0,43,21,-2.33% ↘
331,332,Berlin Steglitz-Zehlendorf,0,45,32,42.22% ↗
334,335,Oberhausen,0,46,29,26.09% ↗
338,339,Hamm,0,47,20,-14.89% ↘
342,343,Berlin Spandau,0,49,29,18.37% ↗
343,344,Krefeld,0,49,29,18.37% ↗
344,345,Mainz,0,49,31,26.53% ↗
348,349,Braunschweig,0,51,26,1.96% ↗
352,353,Ulm,0,52,34,30.77% ↗
354,355,Bonn,0,53,35,32.08% ↗
355,356,Leipzig,0,53,29,9.43% ↗
356,357,Bochum,0,53,36,35.85% ↗
360,361,Wuppertal,0,56,31,10.71% ↗
364,365,Freiburg i.Breisgau,0,58,35,20.69% ↗
368,369,Trier,0,60,49,63.33% ↗
369,370,Darmstadt,0,61,42,37.70% ↗
370,371,Duisburg,0,61,35,14.75% ↗
371,372,Berlin Tempelhof-Schöneberg,0,63,48,52.38% ↗
375,376,Dresden,0,67,44,31.34% ↗
382,383,Münster,0,73,48,31.51% ↗
388,389,Dortmund,0,80,39,-2.50% ↘
390,391,Berlin Neukölln,0,84,54,28.57% ↗
392,393,Wiesbaden,0,91,68,49.45% ↗
394,395,Augsburg,0,94,59,25.53% ↗
395,396,Essen,0,96,49,2.08% ↗
398,399,Berlin Charlottenburg-Wilmersdorf,0,97,66,36.08% ↗
399,400,Berlin Pankow,0,98,68,38.78% ↗
400,401,Berlin Friedrichshain-Kreuzberg,0,105,72,37.14% ↗
401,402,Karlsruhe,0,107,64,19.63% ↗
402,403,Nürnberg,0,110,55,0.00% →
403,404,Bremen,0,135,77,14.07% ↗
404,405,Berlin Mitte,0,138,81,17.39% ↗
405,406,Stuttgart,0,156,95,21.79% ↗
406,407,Düsseldorf,0,276,184,33.33% ↗
408,409,Frankfurt am Main,0,334,171,2.40% ↗
409,410,Köln,0,358,216,20.67% ↗
410,411,München,0,438,250,14.16% ↗
411,412,Hamburg,0,451,263,16.63% ↗
