,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Straubing,30,0,0,0.00% →
1,2,Dessau-Roßlau,29,0,0,0.00% →
4,5,Suhl,24,0,0,0.00% →
13,14,Weiden i.d.OPf.,12,1,0,-100.00% ↘
21,22,Wilhelmshaven,5,1,1,100.00% ↗
27,28,Passau,0,1,1,100.00% ↗
30,31,Kempten,13,2,0,-100.00% ↘
32,33,Emden,10,2,0,-100.00% ↘
39,40,Kaufbeuren,5,2,2,100.00% ↗
50,51,Coburg,9,3,0,-100.00% ↘
52,53,Gera,7,3,0,-100.00% ↘
58,59,Eisenach,3,3,1,-33.33% ↘
59,60,Landau i.d.Pfalz,3,3,2,33.33% ↗
62,63,Bayreuth,1,3,2,33.33% ↗
65,66,Mülheim a.d.Ruhr,0,3,2,33.33% ↗
66,67,Brandenburg a.d.Havel,0,3,2,33.33% ↗
67,68,Frankfurt (Oder),0,3,3,100.00% ↗
69,70,Flensburg,5,4,4,100.00% ↗
78,79,Frankenthal,1,4,3,50.00% ↗
82,83,Memmingen,0,4,3,50.00% ↗
83,84,Pirmasens,0,4,3,50.00% ↗
84,85,Zweibrücken,0,4,3,50.00% ↗
85,86,Schwabach,0,4,2,0.00% →
91,92,Amberg,0,4,4,100.00% ↗
97,98,Weimar,3,5,3,20.00% ↗
101,102,Speyer,1,5,5,100.00% ↗
102,103,Schwerin,1,5,3,20.00% ↗
105,106,Remscheid,0,5,3,20.00% ↗
115,116,Neustadt a.d.Weinstraße,2,6,2,-33.33% ↘
119,120,Rosenheim,1,6,4,33.33% ↗
125,126,Erfurt,0,6,3,0.00% →
126,127,Oldenburg,3,7,2,-42.86% ↘
138,139,Landshut,3,8,2,-50.00% ↘
143,144,Potsdam,1,8,6,50.00% ↗
144,145,Jena,1,8,6,50.00% ↗
154,155,Ansbach,1,9,2,-55.56% ↘
155,156,Magdeburg,0,9,9,100.00% ↗
158,159,Erlangen,0,9,4,-11.11% ↘
161,162,Bremerhaven,1,10,2,-60.00% ↘
162,163,Cottbus,1,10,5,0.00% →
165,166,Halle,0,10,4,-20.00% ↘
166,167,Worms,0,10,3,-40.00% ↘
167,168,Rostock,0,10,6,20.00% ↗
175,176,Delmenhorst,0,10,3,-40.00% ↘
182,183,Hof,1,11,10,81.82% ↗
187,188,Salzgitter,0,11,8,45.45% ↗
194,195,Pforzheim,2,12,5,-16.67% ↘
196,197,Leverkusen,1,12,6,0.00% →
201,202,Herne,0,12,5,-16.67% ↘
202,203,Schweinfurt,0,12,7,16.67% ↗
217,218,Mönchengladbach,1,14,8,14.29% ↗
218,219,Kaiserslautern,1,14,3,-57.14% ↘
221,222,Bamberg,0,14,11,57.14% ↗
224,225,Chemnitz,1,15,8,6.67% ↗
229,230,Bottrop,2,16,4,-50.00% ↘
231,232,Ingolstadt,0,16,11,37.50% ↗
242,243,Neumünster,0,17,16,88.24% ↗
249,250,Aschaffenburg,1,18,10,11.11% ↗
256,257,Berlin Marzahn-Hellersdorf,0,18,7,-22.22% ↘
258,259,Baden-Baden,1,19,8,-15.79% ↘
261,262,Berlin Lichtenberg,0,19,7,-26.32% ↘
266,267,Trier,0,20,12,20.00% ↗
269,270,Koblenz,1,21,7,-33.33% ↘
272,273,Osnabrück,0,21,10,-4.76% ↘
282,283,Berlin Treptow-Köpenick,1,23,9,-21.74% ↘
284,285,Lübeck,1,24,13,8.33% ↗
285,286,Kiel,0,24,14,16.67% ↗
290,291,Mannheim,0,25,14,12.00% ↗
291,292,Berlin Tempelhof-Schöneberg,0,25,16,28.00% ↗
292,293,Solingen,0,25,13,4.00% ↗
294,295,Fürth,0,25,9,-28.00% ↘
299,300,Kassel,0,27,17,25.93% ↗
300,301,Hagen,0,27,11,-18.52% ↘
303,304,Bielefeld,0,28,17,21.43% ↗
306,307,Heidelberg,1,29,13,-10.34% ↘
308,309,Berlin Spandau,0,29,20,37.93% ↗
309,310,Wolfsburg,0,29,17,17.24% ↗
312,313,Krefeld,0,30,16,6.67% ↗
315,316,Gelsenkirchen,0,30,11,-26.67% ↘
316,317,Heilbronn,3,31,5,-67.74% ↘
318,319,Mainz,0,31,19,22.58% ↗
321,322,Berlin Steglitz-Zehlendorf,0,31,18,16.13% ↗
325,326,Oberhausen,0,32,17,6.25% ↗
329,330,Ulm,0,33,22,33.33% ↗
336,337,Regensburg,1,35,21,20.00% ↗
337,338,Bochum,0,35,21,20.00% ↗
338,339,Berlin Reinickendorf,0,35,16,-8.57% ↘
342,343,Hamm,1,37,24,29.73% ↗
347,348,Darmstadt,0,37,24,29.73% ↗
348,349,Freiburg i.Breisgau,0,37,27,45.95% ↗
349,350,Braunschweig,0,38,25,31.58% ↗
354,355,Bonn,0,39,23,17.95% ↗
355,356,Leipzig,0,40,22,10.00% ↗
357,358,Würzburg,0,41,28,36.59% ↗
358,359,Offenbach,0,41,17,-17.07% ↘
360,361,Ludwigshafen,0,42,15,-28.57% ↘
362,363,Berlin Neukölln,0,42,28,33.33% ↗
363,364,Wiesbaden,0,43,22,2.33% ↗
364,365,Münster,0,44,32,45.45% ↗
368,369,Berlin Pankow,0,45,33,46.67% ↗
369,370,Wuppertal,0,47,24,2.13% ↗
373,374,Duisburg,0,47,29,23.40% ↗
377,378,Dresden,0,53,22,-16.98% ↘
383,384,Berlin Friedrichshain-Kreuzberg,0,57,28,-1.75% ↘
386,387,Berlin Charlottenburg-Wilmersdorf,0,60,37,23.33% ↗
394,395,Dortmund,0,69,37,7.25% ↗
395,396,Karlsruhe,0,70,45,28.57% ↗
400,401,Augsburg,0,83,46,10.84% ↗
401,402,Berlin Mitte,0,84,50,19.05% ↗
402,403,Essen,0,90,48,6.67% ↗
403,404,Bremen,0,100,64,28.00% ↗
404,405,Stuttgart,0,107,70,30.84% ↗
405,406,Nürnberg,0,109,47,-13.76% ↘
406,407,Düsseldorf,0,174,106,21.84% ↗
408,409,Köln,0,271,162,19.56% ↗
409,410,Frankfurt am Main,0,310,148,-4.52% ↘
410,411,Hamburg,0,370,202,9.19% ↗
411,412,München,0,371,184,-0.81% ↘
