,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Straubing,13,1,0,-100.00% ↘
2,3,Dessau-Roßlau,12,1,0,-100.00% ↘
5,6,Weiden i.d.OPf.,7,1,0,-100.00% ↘
7,8,Brandenburg a.d.Havel,9,2,0,-100.00% ↘
8,9,Neustadt a.d.Weinstraße,7,2,0,-100.00% ↘
13,14,Bayreuth,0,2,1,0.00% →
16,17,Wilhelmshaven,9,3,0,-100.00% ↘
17,18,Landau i.d.Pfalz,7,3,0,-100.00% ↘
19,20,Schwabach,4,3,1,-33.33% ↘
23,24,Pirmasens,1,3,3,100.00% ↗
24,25,Flensburg,1,3,3,100.00% ↗
30,31,Schwerin,0,4,3,50.00% ↗
31,32,Suhl,7,5,0,-100.00% ↘
32,33,Weimar,7,5,0,-100.00% ↘
45,46,Frankfurt (Oder),4,6,1,-66.67% ↘
51,52,Potsdam,0,6,3,0.00% →
53,54,Wolfsburg,0,6,4,33.33% ↗
56,57,Neumünster,0,7,5,42.86% ↗
57,58,Salzgitter,0,7,2,-42.86% ↘
64,65,Ansbach,6,9,1,-77.78% ↘
65,66,Jena,6,9,2,-55.56% ↘
66,67,Coburg,5,9,3,-33.33% ↘
78,79,Emden,0,11,5,-9.09% ↘
80,81,Rostock,0,11,6,9.09% ↗
83,84,Kaufbeuren,3,12,3,-50.00% ↘
84,85,Magdeburg,3,12,4,-33.33% ↘
86,87,Bottrop,2,12,5,-16.67% ↘
94,95,Hof,0,12,3,-50.00% ↘
96,97,Bremerhaven,5,13,1,-84.62% ↘
98,99,Memmingen,4,13,2,-69.23% ↘
99,100,Amberg,3,13,5,-23.08% ↘
106,107,Kempten,2,14,4,-42.86% ↘
108,109,Trier,1,14,3,-57.14% ↘
111,112,Passau,0,14,6,-14.29% ↘
114,115,Rosenheim,0,14,4,-42.86% ↘
125,126,Frankenthal,5,16,3,-62.50% ↘
128,129,Speyer,2,16,6,-25.00% ↘
131,132,Koblenz,0,16,3,-62.50% ↘
136,137,Oldenburg,0,17,4,-52.94% ↘
142,143,Gera,0,17,6,-29.41% ↘
145,146,Eisenach,0,18,1,-88.89% ↘
149,150,Osnabrück,0,19,5,-47.37% ↘
157,158,Cottbus,0,20,6,-40.00% ↘
158,159,Baden-Baden,0,20,10,0.00% →
161,162,Halle,3,21,7,-33.33% ↘
162,163,Lübeck,0,21,6,-42.86% ↘
170,171,Remscheid,0,22,7,-36.36% ↘
171,172,Worms,0,22,5,-54.55% ↘
172,173,Hamm,0,22,7,-36.36% ↘
173,174,Erlangen,2,23,8,-30.43% ↘
176,177,Karlsruhe,1,23,7,-39.13% ↘
188,189,Braunschweig,0,25,18,44.00% ↗
189,190,Münster,0,25,8,-36.00% ↘
190,191,Herne,0,25,13,4.00% ↗
191,192,Aschaffenburg,0,25,9,-28.00% ↘
195,196,Erfurt,0,25,3,-76.00% ↘
206,207,Kaiserslautern,0,26,9,-30.77% ↘
211,212,Chemnitz,0,27,7,-48.15% ↘
212,213,Kiel,0,27,11,-18.52% ↘
218,219,Heidelberg,0,28,16,14.29% ↗
236,237,Zweibrücken,0,32,17,6.25% ↗
239,240,Regensburg,0,33,10,-39.39% ↘
240,241,Freiburg i.Breisgau,0,33,10,-39.39% ↘
243,244,Berlin Treptow-Köpenick,0,34,12,-29.41% ↘
244,245,Delmenhorst,0,34,8,-52.94% ↘
247,248,Landshut,0,35,19,8.57% ↗
253,254,Berlin Steglitz-Zehlendorf,0,36,11,-38.89% ↘
254,255,Berlin Pankow,0,37,16,-13.51% ↘
255,256,Offenbach,1,38,10,-47.37% ↘
260,261,Würzburg,0,38,17,-10.53% ↘
263,264,Ingolstadt,3,40,11,-45.00% ↘
266,267,Solingen,0,40,17,-15.00% ↘
270,271,Bamberg,0,41,19,-7.32% ↘
280,281,Mülheim a.d.Ruhr,0,43,12,-44.19% ↘
281,282,Darmstadt,0,43,25,16.28% ↗
284,285,Leverkusen,0,44,11,-50.00% ↘
287,288,Bielefeld,1,46,13,-43.48% ↘
294,295,Fürth,0,48,22,-8.33% ↘
296,297,Berlin Tempelhof-Schöneberg,0,50,19,-24.00% ↘
298,299,Kassel,0,50,14,-44.00% ↘
299,300,Berlin Marzahn-Hellersdorf,0,51,25,-1.96% ↘
300,301,Berlin Lichtenberg,0,51,20,-21.57% ↘
314,315,Berlin Charlottenburg-Wilmersdorf,0,58,16,-44.83% ↘
317,318,Berlin Neukölln,0,59,21,-28.81% ↘
319,320,Ludwigshafen,0,60,25,-16.67% ↘
321,322,Schweinfurt,0,60,15,-50.00% ↘
322,323,Ulm,0,60,24,-20.00% ↘
324,325,Berlin Friedrichshain-Kreuzberg,1,61,34,11.48% ↗
338,339,Krefeld,0,66,30,-9.09% ↘
340,341,Oberhausen,0,67,25,-25.37% ↘
342,343,Gelsenkirchen,0,68,20,-41.18% ↘
343,344,Mönchengladbach,1,69,16,-53.62% ↘
349,350,Pforzheim,0,73,20,-45.21% ↘
352,353,Leipzig,0,75,26,-30.67% ↘
353,354,Bochum,0,75,18,-52.00% ↘
354,355,Berlin Reinickendorf,0,75,23,-38.67% ↘
357,358,Dresden,0,82,40,-2.44% ↘
365,366,Heilbronn,0,93,26,-44.09% ↘
371,372,Wiesbaden,0,98,32,-34.69% ↘
374,375,Berlin Spandau,0,102,29,-43.14% ↘
375,376,Berlin Mitte,0,105,36,-31.43% ↘
379,380,Mannheim,0,106,48,-9.43% ↘
380,381,Hagen,1,107,47,-12.15% ↘
382,383,Mainz,0,111,27,-51.35% ↘
383,384,Bremen,0,111,48,-13.51% ↘
388,389,Bonn,0,123,27,-56.10% ↘
391,392,Düsseldorf,0,131,54,-17.56% ↘
392,393,Augsburg,0,133,40,-39.85% ↘
396,397,Essen,0,149,64,-14.09% ↘
398,399,Wuppertal,0,150,44,-41.33% ↘
400,401,Duisburg,0,158,45,-43.04% ↘
402,403,Dortmund,0,176,78,-11.36% ↘
406,407,Stuttgart,0,239,75,-37.24% ↘
407,408,Nürnberg,0,269,93,-30.86% ↘
408,409,Köln,0,303,100,-33.99% ↘
409,410,Frankfurt am Main,0,305,141,-7.54% ↘
410,411,München,0,398,150,-24.62% ↘
411,412,Hamburg,0,497,223,-10.26% ↘
