,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Eisenach,13,3,0,-100.00% ↘
1,2,Frankfurt (Oder),2,4,1,-50.00% ↘
3,4,Dessau-Roßlau,0,19,8,-15.79% ↘
8,9,Pirmasens,0,25,19,52.00% ↗
14,15,Weimar,0,32,16,0.00% →
15,16,Suhl,0,33,19,15.15% ↗
22,23,Hof,0,42,17,-19.05% ↘
23,24,Brandenburg a.d.Havel,0,42,19,-9.52% ↘
26,27,Zweibrücken,0,48,35,45.83% ↗
31,32,Coburg,0,51,29,13.73% ↗
35,36,Gera,0,55,31,12.73% ↗
55,56,Weiden i.d.OPf.,0,64,32,0.00% →
63,64,Jena,0,71,45,26.76% ↗
64,65,Wilhelmshaven,2,72,28,-22.22% ↘
66,67,Emden,0,73,42,15.07% ↗
72,73,Ansbach,1,77,44,14.29% ↗
79,80,Straubing,0,82,45,9.76% ↗
82,83,Schwerin,0,83,48,15.66% ↗
86,87,Amberg,0,86,51,18.60% ↗
87,88,Schwabach,1,87,50,14.94% ↗
88,89,Bayreuth,0,87,37,-14.94% ↘
93,94,Passau,0,91,33,-27.47% ↘
94,95,Bamberg,0,93,49,5.38% ↗
104,105,Aschaffenburg,0,101,52,2.97% ↗
105,106,Cottbus,2,104,59,13.46% ↗
109,110,Landau i.d.Pfalz,0,109,63,15.60% ↗
110,111,Magdeburg,0,109,75,37.61% ↗
115,116,Kaufbeuren,0,112,68,21.43% ↗
121,122,Kempten,0,120,68,13.33% ↗
123,124,Neumünster,0,121,42,-30.58% ↘
125,126,Chemnitz,0,123,52,-15.45% ↘
127,128,Flensburg,0,125,60,-4.00% ↘
128,129,Erlangen,0,125,66,5.60% ↗
137,138,Frankenthal,0,135,68,0.74% ↗
141,142,Memmingen,0,137,61,-10.95% ↘
143,144,Potsdam,0,138,71,2.90% ↗
147,148,Baden-Baden,0,142,72,1.41% ↗
148,149,Neustadt a.d.Weinstraße,0,142,80,12.68% ↗
158,159,Speyer,0,151,100,32.45% ↗
161,162,Kaiserslautern,0,152,83,9.21% ↗
162,163,Halle,0,153,100,30.72% ↗
167,168,Landshut,1,157,101,28.66% ↗
169,170,Schweinfurt,1,163,68,-16.56% ↘
181,182,Trier,0,181,100,10.50% ↗
186,187,Worms,0,187,119,27.27% ↗
188,189,Erfurt,0,188,103,9.57% ↗
200,201,Delmenhorst,0,205,121,18.05% ↗
203,204,Heidelberg,0,211,105,-0.47% ↘
204,205,Fürth,0,214,110,2.80% ↗
213,214,Oldenburg,0,228,113,-0.88% ↘
219,220,Ulm,0,236,130,10.17% ↗
233,234,Würzburg,0,255,123,-3.53% ↘
236,237,Rosenheim,0,259,122,-5.79% ↘
241,242,Berlin Treptow-Köpenick,0,269,125,-7.06% ↘
242,243,Wolfsburg,0,270,157,16.30% ↗
247,248,Rostock,0,277,145,4.69% ↗
254,255,Pforzheim,0,288,125,-13.19% ↘
257,258,Regensburg,0,292,137,-6.16% ↘
262,263,Braunschweig,0,308,157,1.95% ↗
267,268,Darmstadt,0,316,167,5.70% ↗
268,269,Ingolstadt,0,316,111,-29.75% ↘
270,271,Lübeck,0,325,156,-4.00% ↘
272,273,Freiburg i.Breisgau,0,332,171,3.01% ↗
274,275,Koblenz,0,336,176,4.76% ↗
276,277,Berlin Marzahn-Hellersdorf,0,343,195,13.70% ↗
277,278,Bottrop,0,343,145,-15.45% ↘
279,280,Osnabrück,0,344,172,0.00% →
280,281,Salzgitter,0,347,211,21.61% ↗
282,283,Leipzig,0,350,221,26.29% ↗
288,289,Heilbronn,0,355,168,-5.35% ↘
293,294,Remscheid,0,363,181,-0.28% ↘
298,299,Karlsruhe,0,371,223,20.22% ↗
301,302,Berlin Steglitz-Zehlendorf,0,375,184,-1.87% ↘
304,305,Berlin Lichtenberg,0,379,224,18.21% ↗
306,307,Herne,0,395,187,-5.32% ↘
309,310,Bremerhaven,0,406,256,26.11% ↗
312,313,Münster,0,420,192,-8.57% ↘
319,320,Kiel,0,435,240,10.34% ↗
320,321,Solingen,0,438,204,-6.85% ↘
323,324,Mülheim a.d.Ruhr,0,461,208,-9.76% ↘
324,325,Mainz,0,463,286,23.54% ↗
329,330,Berlin Pankow,0,485,267,10.10% ↗
330,331,Berlin Spandau,0,485,216,-10.93% ↘
331,332,Dresden,0,497,265,6.64% ↗
337,338,Berlin Charlottenburg-Wilmersdorf,0,521,272,4.41% ↗
338,339,Offenbach,0,522,323,23.75% ↗
339,340,Hagen,0,527,238,-9.68% ↘
346,347,Kassel,0,576,366,27.08% ↗
347,348,Hamm,0,578,271,-6.23% ↘
348,349,Berlin Friedrichshain-Kreuzberg,0,581,315,8.43% ↗
351,352,Berlin Tempelhof-Schöneberg,0,601,338,12.48% ↗
352,353,Oberhausen,0,609,311,2.13% ↗
353,354,Berlin Reinickendorf,0,610,321,5.25% ↗
354,355,Ludwigshafen,0,612,366,19.61% ↗
357,358,Wiesbaden,0,665,404,21.50% ↗
368,369,Leverkusen,0,752,398,5.85% ↗
370,371,Mönchengladbach,0,769,360,-6.37% ↘
371,372,Krefeld,0,774,339,-12.40% ↘
372,373,Mannheim,0,790,468,18.48% ↗
373,374,Bonn,0,792,365,-7.83% ↘
375,376,Berlin Neukölln,0,820,370,-9.76% ↘
379,380,Berlin Mitte,0,848,450,6.13% ↗
380,381,Gelsenkirchen,0,861,452,4.99% ↗
384,385,Augsburg,0,905,481,6.30% ↗
385,386,Nürnberg,0,910,506,11.21% ↗
387,388,Bremen,0,949,523,10.22% ↗
393,394,Bochum,0,1032,508,-1.55% ↘
395,396,Bielefeld,0,1106,506,-8.50% ↘
400,401,Stuttgart,0,1268,630,-0.63% ↘
402,403,Duisburg,0,1490,685,-8.05% ↘
403,404,Essen,0,1589,792,-0.31% ↘
404,405,Wuppertal,0,1657,767,-7.42% ↘
405,406,Dortmund,0,1723,799,-7.25% ↘
406,407,Düsseldorf,0,1971,945,-4.11% ↘
407,408,Frankfurt am Main,0,2038,1209,18.65% ↗
409,410,München,0,2585,1057,-18.22% ↘
410,411,Köln,0,3040,1316,-13.42% ↘
411,412,Hamburg,0,3456,1718,-0.58% ↘
