,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Eisenach,29,0,0,0.00% →
1,2,Frankfurt (Oder),0,11,9,63.64% ↗
6,7,Suhl,1,28,8,-42.86% ↘
7,8,Weiden i.d.OPf.,0,28,14,0.00% →
10,11,Dessau-Roßlau,0,36,21,16.67% ↗
15,16,Coburg,0,45,17,-24.44% ↘
16,17,Schwerin,0,46,21,-8.70% ↘
19,20,Zweibrücken,0,47,16,-31.91% ↘
22,23,Emden,0,52,14,-46.15% ↘
30,31,Pirmasens,0,59,17,-42.37% ↘
32,33,Bayreuth,0,60,41,36.67% ↗
39,40,Flensburg,0,65,32,-1.54% ↘
48,49,Ansbach,0,74,41,10.81% ↗
52,53,Weimar,0,76,34,-10.53% ↘
60,61,Schwabach,0,83,49,18.07% ↗
62,63,Amberg,0,84,33,-21.43% ↘
63,64,Hof,0,84,31,-26.19% ↘
71,72,Straubing,0,89,35,-21.35% ↘
77,78,Passau,0,92,49,6.52% ↗
81,82,Trier,0,96,42,-12.50% ↘
82,83,Kaufbeuren,0,98,52,6.12% ↗
85,86,Baden-Baden,0,99,44,-11.11% ↘
87,88,Memmingen,0,100,46,-8.00% ↘
90,91,Gera,0,101,51,0.99% ↗
91,92,Remscheid,0,102,37,-27.45% ↘
94,95,Koblenz,0,104,39,-25.00% ↘
98,99,Jena,0,105,52,-0.95% ↘
101,102,Delmenhorst,0,107,38,-28.97% ↘
105,106,Frankenthal,0,111,55,-0.90% ↘
107,108,Rostock,0,112,40,-28.57% ↘
108,109,Wilhelmshaven,0,112,37,-33.93% ↘
114,115,Kempten,0,121,59,-2.48% ↘
116,117,Bamberg,0,122,53,-13.11% ↘
117,118,Neumünster,0,122,60,-1.64% ↘
122,123,Brandenburg a.d.Havel,0,129,51,-20.93% ↘
123,124,Schweinfurt,0,132,72,9.09% ↗
126,127,Chemnitz,0,134,51,-23.88% ↘
127,128,Landau i.d.Pfalz,0,135,56,-17.04% ↘
128,129,Magdeburg,0,135,58,-14.07% ↘
131,132,Speyer,0,139,58,-16.55% ↘
145,146,Lübeck,0,148,64,-13.51% ↘
148,149,Kaiserslautern,0,152,74,-2.63% ↘
152,153,Landshut,0,157,84,7.01% ↗
158,159,Bottrop,0,164,65,-20.73% ↘
168,169,Solingen,0,174,68,-21.84% ↘
170,171,Wolfsburg,0,176,83,-5.68% ↘
175,176,Erlangen,0,181,78,-13.81% ↘
176,177,Cottbus,0,181,62,-31.49% ↘
182,183,Aschaffenburg,0,189,77,-18.52% ↘
195,196,Neustadt a.d.Weinstraße,0,200,86,-14.00% ↘
198,199,Heidelberg,0,204,79,-22.55% ↘
201,202,Potsdam,0,207,112,8.21% ↗
213,214,Osnabrück,0,217,95,-12.44% ↘
215,216,Ulm,0,218,103,-5.50% ↘
219,220,Worms,0,221,102,-7.69% ↘
221,222,Rosenheim,0,222,93,-16.22% ↘
232,233,Halle,0,232,114,-1.72% ↘
234,235,Oldenburg,0,235,121,2.98% ↗
235,236,Würzburg,0,237,128,8.02% ↗
241,242,Herne,0,246,77,-37.40% ↘
250,251,Fürth,0,255,126,-1.18% ↘
253,254,Erfurt,0,258,118,-8.53% ↘
255,256,Berlin Marzahn-Hellersdorf,0,259,146,12.74% ↗
259,260,Mülheim a.d.Ruhr,0,262,127,-3.05% ↘
266,267,Braunschweig,0,270,94,-30.37% ↘
271,272,Kiel,0,278,131,-5.76% ↘
281,282,Berlin Treptow-Köpenick,0,294,119,-19.05% ↘
283,284,Krefeld,0,298,121,-18.79% ↘
285,286,Salzgitter,0,303,107,-29.37% ↘
286,287,Berlin Steglitz-Zehlendorf,0,304,132,-13.16% ↘
287,288,Darmstadt,0,306,142,-7.19% ↘
290,291,Regensburg,0,317,133,-16.09% ↘
300,301,Ingolstadt,0,341,123,-27.86% ↘
301,302,Mainz,0,344,145,-15.70% ↘
302,303,Berlin Lichtenberg,0,353,152,-13.88% ↘
305,306,Heilbronn,0,358,138,-22.91% ↘
306,307,Hamm,0,363,154,-15.15% ↘
307,308,Münster,0,364,171,-6.04% ↘
312,313,Oberhausen,0,372,156,-16.13% ↘
315,316,Kassel,0,375,151,-19.47% ↘
328,329,Freiburg i.Breisgau,0,406,201,-0.99% ↘
332,333,Pforzheim,0,414,272,31.40% ↗
