,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Emden,1,22,13,18.18% ↗
2,3,Zweibrücken,1,23,12,4.35% ↗
4,5,Brandenburg a.d.Havel,2,41,21,2.44% ↗
5,6,Pirmasens,1,44,35,59.09% ↗
6,7,Ansbach,3,50,18,-28.00% ↘
7,8,Neustadt a.d.Weinstraße,1,50,33,32.00% ↗
11,12,Hof,0,56,35,25.00% ↗
12,13,Frankfurt (Oder),2,58,22,-24.14% ↘
13,14,Weiden i.d.OPf.,1,62,37,19.35% ↗
14,15,Landau i.d.Pfalz,1,63,23,-26.98% ↘
17,18,Wilhelmshaven,1,66,40,21.21% ↗
22,23,Bayreuth,1,70,40,14.29% ↗
27,28,Coburg,0,76,45,18.42% ↗
28,29,Trier,0,76,46,21.05% ↗
29,30,Dessau-Roßlau,2,77,56,45.45% ↗
33,34,Aschaffenburg,1,82,39,-4.88% ↘
36,37,Schwerin,2,85,51,20.00% ↗
37,38,Koblenz,2,85,47,10.59% ↗
42,43,Flensburg,0,90,47,4.44% ↗
44,45,Delmenhorst,2,95,47,-1.05% ↘
45,46,Kaufbeuren,0,96,66,37.50% ↗
47,48,Suhl,0,98,71,44.90% ↗
50,51,Frankenthal,0,100,47,-6.00% ↘
52,53,Neumünster,0,101,61,20.79% ↗
53,54,Remscheid,0,101,67,32.67% ↗
56,57,Passau,0,104,61,17.31% ↗
58,59,Oldenburg,1,106,39,-26.42% ↘
63,64,Kaiserslautern,2,112,55,-1.79% ↘
64,65,Bamberg,0,112,60,7.14% ↗
65,66,Schwabach,0,112,61,8.93% ↗
82,83,Amberg,1,129,64,-0.78% ↘
86,87,Bottrop,2,133,30,-54.89% ↘
89,90,Memmingen,0,136,88,29.41% ↗
93,94,Salzgitter,2,140,67,-4.29% ↘
98,99,Mülheim a.d.Ruhr,2,145,76,4.83% ↗
101,102,Osnabrück,0,150,75,0.00% →
104,105,Worms,1,153,97,26.80% ↗
105,106,Lübeck,1,153,106,38.56% ↗
106,107,Speyer,1,154,83,7.79% ↗
108,109,Erlangen,0,155,100,29.03% ↗
117,118,Herne,1,167,104,24.55% ↗
119,120,Oberhausen,1,169,94,11.24% ↗
126,127,Hamm,1,175,74,-15.43% ↘
129,130,Baden-Baden,1,180,114,26.67% ↗
130,131,Kassel,0,181,104,14.92% ↗
131,132,Landshut,0,182,123,35.16% ↗
