,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Frankfurt (Oder),4,6,2,-33.33% ↘
2,3,Eisenach,7,11,0,-100.00% ↘
6,7,Dessau-Roßlau,0,21,7,-33.33% ↘
13,14,Suhl,0,24,15,25.00% ↗
17,18,Pirmasens,0,27,15,11.11% ↗
18,19,Weimar,0,29,18,24.14% ↗
19,20,Zweibrücken,0,29,17,17.24% ↗
22,23,Hof,0,32,20,25.00% ↗
25,26,Coburg,0,34,25,47.06% ↗
26,27,Brandenburg a.d.Havel,0,35,20,14.29% ↗
32,33,Jena,0,36,25,38.89% ↗
60,61,Gera,0,50,24,-4.00% ↘
69,70,Emden,0,59,29,-1.69% ↘
71,72,Ansbach,0,60,42,40.00% ↗
73,74,Weiden i.d.OPf.,0,61,35,14.75% ↗
76,77,Wilhelmshaven,0,63,44,39.68% ↗
79,80,Schwerin,0,65,36,10.77% ↗
81,82,Landau i.d.Pfalz,0,67,42,25.37% ↗
86,87,Amberg,0,72,43,19.44% ↗
87,88,Straubing,0,72,40,11.11% ↗
88,89,Bayreuth,0,73,51,39.73% ↗
89,90,Kaufbeuren,0,73,48,31.51% ↗
90,91,Schwabach,0,73,49,34.25% ↗
97,98,Passau,0,79,49,24.05% ↗
98,99,Bamberg,0,81,42,3.70% ↗
107,108,Magdeburg,0,86,33,-23.26% ↘
110,111,Cottbus,0,87,40,-8.05% ↘
111,112,Aschaffenburg,0,88,44,0.00% →
115,116,Erlangen,0,90,56,24.44% ↗
116,117,Neustadt a.d.Weinstraße,0,92,60,30.43% ↗
123,124,Speyer,0,96,60,25.00% ↗
124,125,Kempten,0,97,54,11.34% ↗
128,129,Frankenthal,0,100,77,54.00% ↗
137,138,Baden-Baden,0,109,65,19.27% ↗
140,141,Halle,0,111,59,6.31% ↗
145,146,Memmingen,0,117,68,16.24% ↗
146,147,Potsdam,0,117,66,12.82% ↗
154,155,Flensburg,0,123,59,-4.07% ↘
159,160,Erfurt,0,125,88,40.80% ↗
160,161,Landshut,0,125,72,15.20% ↗
162,163,Chemnitz,0,127,71,11.81% ↗
167,168,Kaiserslautern,0,131,78,19.08% ↗
170,171,Delmenhorst,0,134,88,31.34% ↗
181,182,Schweinfurt,0,146,87,19.18% ↗
190,191,Trier,0,156,91,16.67% ↗
191,192,Worms,0,156,69,-11.54% ↘
194,195,Neumünster,0,160,75,-6.25% ↘
205,206,Heidelberg,0,173,103,19.08% ↗
216,217,Oldenburg,0,181,96,6.08% ↗
220,221,Ulm,0,183,95,3.83% ↗
227,228,Fürth,0,189,97,2.65% ↗
238,239,Salzgitter,0,209,134,28.23% ↗
241,242,Würzburg,0,215,121,12.56% ↗
251,252,Ingolstadt,0,224,120,7.14% ↗
255,256,Wolfsburg,0,236,135,14.41% ↗
258,259,Pforzheim,0,238,121,1.68% ↗
261,262,Darmstadt,0,250,148,18.40% ↗
262,263,Berlin Treptow-Köpenick,0,251,151,20.32% ↗
264,265,Rosenheim,0,252,127,0.79% ↗
265,266,Braunschweig,0,258,152,17.83% ↗
268,269,Rostock,0,261,141,8.05% ↗
269,270,Leipzig,0,261,134,2.68% ↗
271,272,Regensburg,0,268,137,2.24% ↗
274,275,Bremerhaven,0,273,184,34.80% ↗
282,283,Karlsruhe,0,289,143,-1.04% ↘
283,284,Lübeck,0,289,178,23.18% ↗
285,286,Osnabrück,0,290,175,20.69% ↗
291,292,Freiburg i.Breisgau,0,294,160,8.84% ↗
295,296,Berlin Marzahn-Hellersdorf,0,313,163,4.15% ↗
297,298,Heilbronn,0,315,194,23.17% ↗
303,304,Remscheid,0,322,178,10.56% ↗
306,307,Bottrop,0,323,160,-0.93% ↘
310,311,Koblenz,0,332,185,11.45% ↗
311,312,Mainz,0,334,194,16.17% ↗
315,316,Kassel,0,356,190,6.74% ↗
316,317,Berlin Steglitz-Zehlendorf,0,356,169,-5.06% ↘
317,318,Offenbach,0,357,216,21.01% ↗
318,319,Berlin Lichtenberg,0,365,186,1.92% ↗
320,321,Kiel,0,391,204,4.35% ↗
321,322,Dresden,0,395,200,1.27% ↗
323,324,Herne,0,401,199,-0.75% ↘
324,325,Berlin Pankow,0,403,220,9.18% ↗
331,332,Mülheim a.d.Ruhr,0,430,231,7.44% ↗
334,335,Ludwigshafen,0,438,243,10.96% ↗
339,340,Münster,0,460,219,-4.78% ↘
343,344,Berlin Charlottenburg-Wilmersdorf,0,490,256,4.49% ↗
344,345,Wiesbaden,0,490,306,24.90% ↗
347,348,Berlin Spandau,0,517,287,11.03% ↗
348,349,Solingen,0,528,232,-12.12% ↘
350,351,Mannheim,0,534,305,14.23% ↗
351,352,Berlin Friedrichshain-Kreuzberg,0,536,257,-4.10% ↘
352,353,Berlin Tempelhof-Schöneberg,0,537,272,1.30% ↗
353,354,Oberhausen,0,538,296,10.04% ↗
355,356,Berlin Reinickendorf,0,566,313,10.60% ↗
357,358,Hamm,0,578,278,-3.81% ↘
360,361,Hagen,0,586,266,-9.22% ↘
366,367,Augsburg,0,643,375,16.64% ↗
371,372,Leverkusen,0,694,314,-9.51% ↘
372,373,Nürnberg,0,702,373,6.27% ↗
378,379,Gelsenkirchen,0,774,421,8.79% ↗
382,383,Berlin Neukölln,0,790,410,3.80% ↗
383,384,Krefeld,0,790,425,7.59% ↗
384,385,Bremen,0,792,476,20.20% ↗
386,387,Berlin Mitte,0,807,457,13.26% ↗
389,390,Bonn,0,859,398,-7.33% ↘
390,391,Mönchengladbach,0,869,371,-14.61% ↘
392,393,Bochum,0,1048,526,0.38% ↗
395,396,Stuttgart,0,1102,662,20.15% ↗
397,398,Bielefeld,0,1176,559,-4.93% ↘
402,403,Essen,0,1481,837,13.03% ↗
403,404,Duisburg,0,1504,783,4.12% ↗
404,405,Wuppertal,0,1600,940,17.50% ↗
405,406,Frankfurt am Main,0,1608,935,16.29% ↗
407,408,Dortmund,0,1835,926,0.93% ↗
408,409,Düsseldorf,0,1975,1045,5.82% ↗
409,410,München,0,2235,1152,3.09% ↗
410,411,Hamburg,0,3229,1658,2.69% ↗
411,412,Köln,0,3377,1618,-4.18% ↘
