,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Eisenach,16,0,0,0.00% →
1,2,Frankfurt (Oder),1,3,2,33.33% ↗
4,5,Dessau-Roßlau,0,25,17,36.00% ↗
11,12,Suhl,1,34,10,-41.18% ↘
15,16,Weimar,0,39,25,28.21% ↗
17,18,Pirmasens,0,46,29,26.09% ↗
22,23,Coburg,0,50,25,0.00% →
26,27,Zweibrücken,0,55,24,-12.73% ↘
28,29,Weiden i.d.OPf.,0,59,22,-25.42% ↘
43,44,Hof,0,70,56,60.00% ↗
48,49,Brandenburg a.d.Havel,0,72,57,58.33% ↗
58,59,Schwerin,0,78,40,2.56% ↗
60,61,Gera,0,79,51,29.11% ↗
61,62,Passau,0,79,44,11.39% ↗
62,63,Emden,0,80,33,-17.50% ↘
68,69,Bayreuth,0,83,30,-27.71% ↘
76,77,Straubing,0,89,40,-10.11% ↘
77,78,Ansbach,0,92,46,0.00% →
80,81,Amberg,0,96,54,12.50% ↗
81,82,Jena,0,96,68,41.67% ↗
86,87,Schwabach,0,99,47,-5.05% ↘
93,94,Wilhelmshaven,0,106,54,1.89% ↗
94,95,Neumünster,0,107,51,-4.67% ↘
106,107,Memmingen,0,116,42,-27.59% ↘
112,113,Kaufbeuren,0,121,60,-0.83% ↘
113,114,Landau i.d.Pfalz,0,121,64,5.79% ↗
117,118,Flensburg,0,123,57,-7.32% ↘
121,122,Bamberg,0,128,83,29.69% ↗
122,123,Cottbus,0,128,76,18.75% ↗
125,126,Aschaffenburg,0,130,70,7.69% ↗
132,133,Baden-Baden,0,139,70,0.72% ↗
136,137,Chemnitz,0,141,81,14.89% ↗
137,138,Frankenthal,0,141,47,-33.33% ↘
139,140,Erlangen,0,143,82,14.69% ↗
142,143,Magdeburg,0,145,95,31.03% ↗
143,144,Kempten,0,146,88,20.55% ↗
147,148,Potsdam,0,153,89,16.34% ↗
154,155,Kaiserslautern,0,162,72,-11.11% ↘
161,162,Schweinfurt,0,168,73,-13.10% ↘
163,164,Speyer,0,169,85,0.59% ↗
167,168,Landshut,0,178,82,-7.87% ↘
168,169,Trier,0,179,74,-17.32% ↘
171,172,Neustadt a.d.Weinstraße,0,182,116,27.47% ↗
173,174,Halle,0,187,94,0.53% ↗
198,199,Worms,0,214,125,16.82% ↗
202,203,Delmenhorst,0,217,117,7.83% ↗
203,204,Fürth,0,219,118,7.76% ↗
204,205,Heidelberg,0,219,108,-1.37% ↘
205,206,Erfurt,0,225,133,18.22% ↗
211,212,Oldenburg,0,233,142,21.89% ↗
218,219,Ulm,0,248,130,4.84% ↗
226,227,Würzburg,0,258,123,-4.65% ↘
227,228,Regensburg,0,259,119,-8.11% ↘
232,233,Berlin Treptow-Köpenick,0,265,131,-1.13% ↘
235,236,Rosenheim,0,268,131,-2.24% ↘
237,238,Rostock,0,275,121,-12.00% ↘
242,243,Bottrop,0,285,117,-17.89% ↘
245,246,Pforzheim,0,290,150,3.45% ↗
