,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Suhl,29,0,0,0.00% →
10,11,Coburg,14,0,0,0.00% →
17,18,Emden,3,1,1,100.00% ↗
18,19,Weiden i.d.OPf.,1,1,1,100.00% ↗
27,28,Passau,4,2,2,100.00% ↗
36,37,Straubing,0,2,2,100.00% ↗
37,38,Dessau-Roßlau,0,2,2,100.00% ↗
38,39,Kempten,0,2,2,100.00% ↗
40,41,Weimar,8,3,0,-100.00% ↘
41,42,Eisenach,8,3,0,-100.00% ↘
43,44,Zweibrücken,5,3,3,100.00% ↗
53,54,Gera,0,3,2,33.33% ↗
57,58,Schwabach,0,3,1,-33.33% ↘
61,62,Ansbach,6,4,1,-50.00% ↘
62,63,Neustadt a.d.Weinstraße,4,4,2,0.00% →
64,65,Memmingen,3,4,2,0.00% →
65,66,Brandenburg a.d.Havel,2,4,2,0.00% →
68,69,Frankenthal,2,4,2,0.00% →
74,75,Bremerhaven,1,5,2,-20.00% ↘
75,76,Pirmasens,1,5,3,20.00% ↗
79,80,Wilhelmshaven,0,5,4,60.00% ↗
80,81,Kaufbeuren,0,5,3,20.00% ↗
100,101,Erfurt,1,7,4,14.29% ↗
108,109,Landau i.d.Pfalz,1,8,6,50.00% ↗
111,112,Jena,0,8,5,25.00% ↗
116,117,Flensburg,1,9,5,11.11% ↗
120,121,Herne,0,9,5,11.11% ↗
127,128,Chemnitz,1,10,5,0.00% →
130,131,Rosenheim,1,10,5,0.00% →
131,132,Remscheid,1,10,9,80.00% ↗
134,135,Erlangen,0,10,6,20.00% ↗
137,138,Amberg,0,10,7,40.00% ↗
138,139,Bayreuth,0,10,7,40.00% ↗
139,140,Hof,4,11,5,-9.09% ↘
150,151,Landshut,0,11,9,63.64% ↗
151,152,Mülheim a.d.Ruhr,0,11,9,63.64% ↗
153,154,Bottrop,1,12,6,0.00% →
160,161,Schwerin,0,12,9,50.00% ↗
161,162,Pforzheim,0,12,5,-16.67% ↘
168,169,Frankfurt (Oder),0,13,11,69.23% ↗
169,170,Halle,0,13,9,38.46% ↗
176,177,Worms,0,13,8,23.08% ↗
177,178,Delmenhorst,0,13,9,38.46% ↗
183,184,Potsdam,1,14,10,42.86% ↗
190,191,Schweinfurt,0,14,7,0.00% →
191,192,Speyer,0,14,11,57.14% ↗
192,193,Oldenburg,0,14,9,28.57% ↗
193,194,Cottbus,0,14,9,28.57% ↗
197,198,Kaiserslautern,0,15,8,6.67% ↗
220,221,Baden-Baden,0,17,7,-17.65% ↘
221,222,Rostock,0,17,10,17.65% ↗
222,223,Aschaffenburg,0,17,7,-17.65% ↘
223,224,Magdeburg,0,17,13,52.94% ↗
226,227,Berlin Marzahn-Hellersdorf,1,18,8,-11.11% ↘
231,232,Heilbronn,0,19,9,-5.26% ↘
242,243,Fürth,0,20,10,0.00% →
252,253,Salzgitter,1,23,20,73.91% ↗
269,270,Solingen,0,24,18,50.00% ↗
270,271,Koblenz,0,24,11,-8.33% ↘
272,273,Kassel,0,25,12,-4.00% ↘
275,276,Berlin Treptow-Köpenick,0,26,15,15.38% ↗
276,277,Neumünster,0,26,11,-15.38% ↘
277,278,Hagen,0,27,19,40.74% ↗
281,282,Bamberg,0,28,18,28.57% ↗
282,283,Kiel,0,28,17,21.43% ↗
285,286,Osnabrück,0,29,17,17.24% ↗
286,287,Leverkusen,0,29,20,37.93% ↗
288,289,Mönchengladbach,0,30,19,26.67% ↗
291,292,Offenbach,0,31,13,-16.13% ↘
292,293,Heidelberg,0,32,22,37.50% ↗
297,298,Ingolstadt,0,33,28,69.70% ↗
305,306,Gelsenkirchen,0,36,21,16.67% ↗
306,307,Bielefeld,0,36,20,11.11% ↗
307,308,Lübeck,0,36,20,11.11% ↗
308,309,Mannheim,0,36,30,66.67% ↗
313,314,Wolfsburg,0,38,27,42.11% ↗
316,317,Berlin Reinickendorf,0,39,20,2.56% ↗
317,318,Berlin Lichtenberg,0,39,33,69.23% ↗
319,320,Berlin Steglitz-Zehlendorf,0,39,25,28.21% ↗
