,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Eisenach,24,0,0,0.00% →
1,2,Frankfurt (Oder),0,6,4,33.33% ↗
3,4,Weiden i.d.OPf.,1,27,12,-11.11% ↘
7,8,Suhl,1,33,21,27.27% ↗
9,10,Dessau-Roßlau,0,37,19,2.70% ↗
16,17,Bayreuth,0,47,20,-14.89% ↘
18,19,Coburg,0,50,27,8.00% ↗
21,22,Zweibrücken,0,52,23,-11.54% ↘
25,26,Schwerin,0,55,25,-9.09% ↘
27,28,Emden,0,60,28,-6.67% ↘
35,36,Ansbach,1,70,28,-20.00% ↘
36,37,Flensburg,0,70,25,-28.57% ↘
41,42,Weimar,0,73,47,28.77% ↗
44,45,Schwabach,0,75,30,-20.00% ↘
45,46,Pirmasens,0,75,39,4.00% ↗
59,60,Passau,0,87,48,10.34% ↗
60,61,Amberg,0,89,45,1.12% ↗
66,67,Straubing,0,93,45,-3.23% ↘
70,71,Kaufbeuren,0,95,44,-7.37% ↘
71,72,Frankenthal,1,96,44,-8.33% ↘
78,79,Memmingen,0,100,53,6.00% ↗
85,86,Hof,0,103,42,-18.45% ↘
96,97,Gera,0,117,57,-2.56% ↘
97,98,Neumünster,0,117,71,21.37% ↗
102,103,Trier,0,120,41,-31.67% ↘
105,106,Wilhelmshaven,0,123,51,-17.07% ↘
110,111,Jena,0,126,63,0.00% →
112,113,Baden-Baden,0,127,60,-5.51% ↘
117,118,Brandenburg a.d.Havel,0,131,59,-9.92% ↘
118,119,Schweinfurt,0,132,63,-4.55% ↘
120,121,Landau i.d.Pfalz,0,139,73,5.04% ↗
123,124,Kaiserslautern,0,143,79,10.49% ↗
128,129,Bamberg,0,145,61,-15.86% ↘
137,138,Speyer,0,153,56,-26.80% ↘
140,141,Landshut,0,155,82,5.81% ↗
141,142,Koblenz,0,156,47,-39.74% ↘
143,144,Delmenhorst,0,157,49,-37.58% ↘
144,145,Kempten,0,158,68,-13.92% ↘
146,147,Magdeburg,0,159,71,-10.69% ↘
148,149,Chemnitz,0,160,62,-22.50% ↘
165,166,Erlangen,0,174,88,1.15% ↗
170,171,Rostock,0,183,59,-35.52% ↘
176,177,Aschaffenburg,0,187,100,6.95% ↗
177,178,Bottrop,0,187,70,-25.13% ↘
178,179,Potsdam,0,187,95,1.60% ↗
181,182,Cottbus,0,191,91,-4.71% ↘
186,187,Remscheid,0,197,63,-36.04% ↘
196,197,Lübeck,0,208,86,-17.31% ↘
208,209,Halle,0,224,120,7.14% ↗
213,214,Neustadt a.d.Weinstraße,0,230,99,-13.91% ↘
219,220,Oldenburg,0,238,109,-8.40% ↘
220,221,Wolfsburg,0,239,104,-12.97% ↘
221,222,Würzburg,0,244,115,-5.74% ↘
223,224,Heidelberg,0,245,135,10.20% ↗
224,225,Worms,0,246,111,-9.76% ↘
225,226,Ulm,0,247,120,-2.83% ↘
227,228,Fürth,0,249,131,5.22% ↗
228,229,Rosenheim,0,249,114,-8.43% ↘
229,230,Solingen,0,249,89,-28.51% ↘
237,238,Erfurt,0,265,125,-5.66% ↘
239,240,Osnabrück,0,267,112,-16.10% ↘
242,243,Berlin Marzahn-Hellersdorf,0,276,123,-10.87% ↘
253,254,Mülheim a.d.Ruhr,0,288,129,-10.42% ↘
259,260,Berlin Treptow-Köpenick,1,298,147,-1.34% ↘
267,268,Kiel,0,307,135,-12.05% ↘
270,271,Braunschweig,0,310,144,-7.10% ↘
271,272,Darmstadt,0,312,168,7.69% ↗
274,275,Herne,0,317,131,-17.35% ↘
276,277,Regensburg,0,321,164,2.18% ↗
280,281,Berlin Steglitz-Zehlendorf,0,330,168,1.82% ↗
287,288,Pforzheim,0,338,159,-5.92% ↘
296,297,Ingolstadt,0,367,146,-20.44% ↘
297,298,Berlin Lichtenberg,0,371,169,-8.89% ↘
302,303,Salzgitter,0,384,159,-17.19% ↘
304,305,Münster,0,386,153,-20.73% ↘
305,306,Heilbronn,0,392,201,2.55% ↗
309,310,Hamm,0,403,177,-12.16% ↘
313,314,Krefeld,0,419,153,-26.97% ↘
316,317,Freiburg i.Breisgau,0,426,225,5.63% ↗
