,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Frankfurt (Oder),3,7,3,-14.29% ↘
3,4,Eisenach,6,15,3,-60.00% ↘
6,7,Pirmasens,2,20,6,-40.00% ↘
9,10,Suhl,0,21,14,33.33% ↗
15,16,Dessau-Roßlau,0,23,11,-4.35% ↘
18,19,Weimar,0,26,16,23.08% ↗
19,20,Zweibrücken,3,27,13,-3.70% ↘
28,29,Hof,1,34,25,47.06% ↗
31,32,Brandenburg a.d.Havel,0,34,23,35.29% ↗
32,33,Coburg,0,34,22,29.41% ↗
37,38,Jena,0,37,26,40.54% ↗
60,61,Gera,0,48,24,0.00% →
63,64,Ansbach,0,52,35,34.62% ↗
65,66,Schwabach,1,54,37,37.04% ↗
68,69,Wilhelmshaven,0,54,32,18.52% ↗
72,73,Emden,0,57,31,8.77% ↗
81,82,Weiden i.d.OPf.,0,61,32,4.92% ↗
84,85,Amberg,0,65,35,7.69% ↗
86,87,Bayreuth,0,66,45,36.36% ↗
89,90,Landau i.d.Pfalz,0,68,45,32.35% ↗
91,92,Straubing,1,70,37,5.71% ↗
95,96,Kaufbeuren,0,72,44,22.22% ↗
97,98,Passau,0,75,56,49.33% ↗
98,99,Schwerin,1,77,35,-9.09% ↘
101,102,Speyer,0,79,44,11.39% ↗
105,106,Bamberg,0,81,44,8.64% ↗
111,112,Kempten,0,86,52,20.93% ↗
112,113,Magdeburg,0,86,34,-20.93% ↘
114,115,Neustadt a.d.Weinstraße,0,87,58,33.33% ↗
117,118,Aschaffenburg,0,89,47,5.62% ↗
118,119,Erlangen,0,89,61,37.08% ↗
119,120,Cottbus,1,90,45,0.00% →
121,122,Frankenthal,0,92,66,43.48% ↗
138,139,Landshut,0,105,57,8.57% ↗
147,148,Erfurt,0,111,85,53.15% ↗
150,151,Baden-Baden,0,113,69,22.12% ↗
151,152,Memmingen,0,113,75,32.74% ↗
152,153,Kaiserslautern,0,114,63,10.53% ↗
156,157,Halle,0,116,53,-8.62% ↘
157,158,Potsdam,0,116,65,12.07% ↗
165,166,Flensburg,0,125,65,4.00% ↗
169,170,Delmenhorst,0,127,84,32.28% ↗
171,172,Chemnitz,0,128,70,9.38% ↗
175,176,Trier,0,134,81,20.90% ↗
191,192,Schweinfurt,0,148,94,27.03% ↗
195,196,Neumünster,0,154,79,2.60% ↗
202,203,Worms,0,164,69,-15.85% ↘
211,212,Heidelberg,0,169,108,27.81% ↗
214,215,Ulm,0,174,104,19.54% ↗
215,216,Fürth,0,175,103,17.71% ↗
241,242,Salzgitter,0,201,136,35.32% ↗
242,243,Oldenburg,0,203,115,13.30% ↗
244,245,Wolfsburg,0,206,113,9.71% ↗
245,246,Würzburg,0,210,132,25.71% ↗
255,256,Leipzig,0,231,114,-1.30% ↘
257,258,Rosenheim,0,232,136,17.24% ↗
258,259,Bremerhaven,0,232,149,28.45% ↗
259,260,Pforzheim,0,232,136,17.24% ↗
262,263,Darmstadt,0,237,149,25.74% ↗
264,265,Ingolstadt,0,238,144,21.01% ↗
267,268,Berlin Treptow-Köpenick,0,241,143,18.67% ↗
272,273,Braunschweig,0,253,149,17.79% ↗
273,274,Rostock,0,256,132,3.12% ↗
274,275,Lübeck,0,256,167,30.47% ↗
276,277,Regensburg,0,258,151,17.05% ↗
287,288,Osnabrück,0,272,166,22.06% ↗
288,289,Freiburg i.Breisgau,0,273,157,15.02% ↗
291,292,Karlsruhe,0,277,145,4.69% ↗
292,293,Heilbronn,0,278,182,30.94% ↗
298,299,Koblenz,0,295,159,7.80% ↗
302,303,Mainz,0,304,179,17.76% ↗
304,305,Bottrop,0,305,188,23.28% ↗
308,309,Berlin Marzahn-Hellersdorf,0,314,148,-5.73% ↘
310,311,Offenbach,0,320,186,16.25% ↗
313,314,Remscheid,0,333,181,8.71% ↗
316,317,Berlin Lichtenberg,0,337,152,-9.79% ↘
320,321,Berlin Steglitz-Zehlendorf,0,355,184,3.66% ↗
321,322,Kassel,0,355,211,18.87% ↗
323,324,Berlin Pankow,0,385,219,13.77% ↗
326,327,Dresden,0,390,223,14.36% ↗
327,328,Herne,0,392,199,1.53% ↗
329,330,Kiel,0,395,197,-0.25% ↘
333,334,Ludwigshafen,0,402,221,9.95% ↗
338,339,Mülheim a.d.Ruhr,0,432,241,11.57% ↗
340,341,Münster,0,447,227,1.57% ↗
341,342,Wiesbaden,0,453,261,15.23% ↗
343,344,Berlin Spandau,0,477,242,1.47% ↗
345,346,Berlin Charlottenburg-Wilmersdorf,0,487,247,1.44% ↗
348,349,Mannheim,0,504,321,27.38% ↗
349,350,Berlin Friedrichshain-Kreuzberg,0,519,258,-0.58% ↘
351,352,Berlin Reinickendorf,0,521,269,3.26% ↗
352,353,Oberhausen,0,521,297,14.01% ↗
353,354,Solingen,0,522,233,-10.73% ↘
354,355,Berlin Tempelhof-Schöneberg,0,523,267,2.10% ↗
361,362,Hagen,0,571,281,-1.58% ↘
364,365,Hamm,0,582,291,0.00% →
373,374,Augsburg,0,672,427,27.08% ↗
374,375,Nürnberg,0,685,402,17.37% ↗
375,376,Leverkusen,0,692,355,2.60% ↗
377,378,Gelsenkirchen,0,713,399,11.92% ↗
378,379,Bremen,0,713,430,20.62% ↗
383,384,Berlin Neukölln,0,747,404,8.17% ↗
384,385,Berlin Mitte,0,749,402,7.34% ↗
385,386,Krefeld,0,757,435,14.93% ↗
389,390,Mönchengladbach,0,820,405,-1.22% ↘
390,391,Bonn,0,852,421,-1.17% ↘
392,393,Bochum,0,1030,517,0.39% ↗
394,395,Stuttgart,0,1085,638,17.60% ↗
398,399,Bielefeld,0,1180,597,1.19% ↗
402,403,Duisburg,0,1464,794,8.47% ↗
403,404,Essen,0,1482,801,8.10% ↗
404,405,Frankfurt am Main,0,1483,843,13.69% ↗
405,406,Wuppertal,0,1540,895,16.23% ↗
407,408,Dortmund,0,1765,924,4.70% ↗
408,409,Düsseldorf,0,1893,1028,8.61% ↗
409,410,München,0,2317,1352,16.70% ↗
410,411,Hamburg,0,3224,1714,6.33% ↗
411,412,Köln,0,3327,1651,-0.75% ↘
