,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Zweibrücken,0,153,79,3.27% ↗
2,3,Pirmasens,0,168,99,17.86% ↗
3,4,Coburg,0,183,110,20.22% ↗
4,5,Suhl,0,199,74,-25.63% ↘
6,7,Ansbach,0,207,111,7.25% ↗
8,9,Schwabach,0,235,156,32.77% ↗
9,10,Hof,0,241,135,12.03% ↗
10,11,Weiden i.d.OPf.,0,241,161,33.61% ↗
12,13,Amberg,0,265,146,10.19% ↗
14,15,Straubing,0,272,184,35.29% ↗
15,16,Neustadt a.d.Weinstraße,0,273,138,1.10% ↗
18,19,Memmingen,0,281,171,21.71% ↗
19,20,Kaufbeuren,0,297,191,28.62% ↗
20,21,Emden,0,302,172,13.91% ↗
22,23,Frankenthal,0,323,180,11.46% ↗
27,28,Passau,0,354,231,30.51% ↗
30,31,Landau i.d.Pfalz,0,363,199,9.64% ↗
35,36,Dessau-Roßlau,0,378,199,5.29% ↗
37,38,Wilhelmshaven,0,390,198,1.54% ↗
39,40,Weimar,0,398,199,0.00% →
41,42,Speyer,0,409,255,24.69% ↗
43,44,Gera,0,412,177,-14.08% ↘
44,45,Frankfurt (Oder),0,413,217,5.08% ↗
45,46,Aschaffenburg,0,424,274,29.25% ↗
48,49,Bamberg,0,439,242,10.25% ↗
58,59,Landshut,0,468,281,20.09% ↗
63,64,Baden-Baden,0,473,291,23.04% ↗
68,69,Schweinfurt,0,504,266,5.56% ↗
70,71,Kempten,0,509,313,22.99% ↗
74,75,Worms,0,525,378,44.00% ↗
79,80,Bayreuth,0,556,348,25.18% ↗
86,87,Rosenheim,0,579,402,38.86% ↗
89,90,Brandenburg a.d.Havel,0,582,272,-6.53% ↘
108,109,Schwerin,0,646,400,23.84% ↗
110,111,Jena,0,648,336,3.70% ↗
121,122,Fürth,0,692,452,30.64% ↗
132,133,Neumünster,0,739,467,26.39% ↗
139,140,Bottrop,0,764,490,28.27% ↗
143,144,Erlangen,0,784,555,41.58% ↗
144,145,Salzgitter,0,789,522,32.32% ↗
151,152,Trier,0,810,505,24.69% ↗
163,164,Koblenz,0,850,518,21.88% ↗
167,168,Remscheid,0,872,529,21.33% ↗
177,178,Wolfsburg,0,908,577,27.09% ↗
190,191,Heilbronn,0,978,565,15.54% ↗
193,194,Ulm,0,1000,665,33.00% ↗
200,201,Cottbus,0,1045,500,-4.31% ↘
201,202,Pforzheim,0,1045,553,5.84% ↗
209,210,Hagen,0,1086,653,20.26% ↗
213,214,Osnabrück,0,1111,663,19.35% ↗
220,221,Flensburg,0,1154,677,17.33% ↗
221,222,Herne,0,1164,745,28.01% ↗
223,224,Chemnitz,0,1168,392,-32.88% ↘
226,227,Kaiserslautern,0,1188,722,21.55% ↗
227,228,Delmenhorst,0,1191,776,30.31% ↗
228,229,Hamm,0,1197,748,24.98% ↗
230,231,Ludwigshafen,0,1217,644,5.83% ↗
231,232,Würzburg,0,1229,713,16.03% ↗
238,239,Mülheim a.d.Ruhr,0,1294,818,26.43% ↗
239,240,Berlin Marzahn-Hellersdorf,4,1299,563,-13.32% ↘
240,241,Regensburg,0,1301,915,40.66% ↗
241,242,Ingolstadt,0,1320,894,35.45% ↗
243,244,Offenbach,0,1326,772,16.44% ↗
244,245,Heidelberg,0,1327,789,18.91% ↗
255,256,Magdeburg,0,1434,762,6.28% ↗
258,259,Kassel,0,1462,940,28.59% ↗
263,264,Oldenburg,0,1497,919,22.78% ↗
268,269,Rostock,0,1537,866,12.69% ↗
271,272,Bremerhaven,0,1553,1022,31.62% ↗
274,275,Leverkusen,0,1567,962,22.78% ↗
276,277,Braunschweig,0,1576,981,24.49% ↗
282,283,Halle,0,1590,791,-0.50% ↘
284,285,Darmstadt,0,1632,964,18.14% ↗
289,290,Mönchengladbach,0,1649,1017,23.35% ↗
294,295,Gelsenkirchen,0,1677,1139,35.84% ↗
298,299,Solingen,0,1752,1051,19.98% ↗
299,300,Oberhausen,0,1754,1039,18.47% ↗
303,304,Erfurt,0,1793,535,-40.32% ↘
316,317,Potsdam,0,1944,1203,23.77% ↗
323,324,Krefeld,0,2077,1253,20.65% ↗
325,326,Mainz,0,2082,1214,16.62% ↗
331,332,Bielefeld,0,2146,1323,23.30% ↗
346,347,Bonn,0,2400,1345,12.08% ↗
347,348,Freiburg i.Breisgau,0,2428,1516,24.88% ↗
349,350,Mannheim,0,2517,1552,23.32% ↗
351,352,Augsburg,0,2525,1654,31.01% ↗
353,354,Bochum,0,2565,1580,23.20% ↗
358,359,Karlsruhe,0,2738,1598,16.73% ↗
360,361,Wiesbaden,0,2811,1734,23.37% ↗
362,363,Münster,0,2857,1734,21.39% ↗
367,368,Berlin Treptow-Köpenick,0,3085,1917,24.28% ↗
370,371,Lübeck,0,3217,2188,36.03% ↗
371,372,Berlin Spandau,0,3240,2274,40.37% ↗
376,377,Duisburg,0,3454,2273,31.62% ↗
377,378,Kiel,0,3475,2039,17.35% ↗
383,384,Berlin Lichtenberg,0,3817,2415,26.54% ↗
385,386,Nürnberg,0,3972,2592,30.51% ↗
387,388,Leipzig,0,4012,2021,0.75% ↗
388,389,Dresden,0,4040,1786,-11.58% ↘
389,390,Berlin Steglitz-Zehlendorf,0,4041,2257,11.71% ↗
390,391,Wuppertal,0,4059,2468,21.61% ↗
391,392,Berlin Reinickendorf,0,4069,2919,43.48% ↗
393,394,Stuttgart,0,4240,2374,11.98% ↗
394,395,Berlin Charlottenburg-Wilmersdorf,0,4262,3167,48.62% ↗
396,397,Essen,0,4798,2947,22.84% ↗
397,398,Berlin Tempelhof-Schöneberg,0,5074,3398,33.94% ↗
399,400,Dortmund,0,5488,3478,26.75% ↗
400,401,Berlin Pankow,0,6017,3712,23.38% ↗
401,402,Berlin Friedrichshain-Kreuzberg,0,6312,4555,44.33% ↗
402,403,Berlin Mitte,0,6386,4380,37.18% ↗
403,404,Berlin Neukölln,0,6515,4250,30.47% ↗
405,406,Düsseldorf,0,7181,4298,19.70% ↗
406,407,Köln,0,9272,4938,6.51% ↗
407,408,Frankfurt am Main,0,9448,6119,29.53% ↗
408,409,Bremen,0,13253,8653,30.58% ↗
409,410,München,0,15716,10725,36.49% ↗
410,411,Hamburg,0,25091,14400,14.78% ↗
