,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Emden,0,24,14,16.67% ↗
3,4,Zweibrücken,0,42,28,33.33% ↗
5,6,Neustadt a.d.Weinstraße,0,56,33,17.86% ↗
6,7,Pirmasens,0,59,36,22.03% ↗
7,8,Brandenburg a.d.Havel,0,60,42,40.00% ↗
8,9,Frankfurt (Oder),0,60,29,-3.33% ↘
10,11,Hof,0,70,39,11.43% ↗
12,13,Weiden i.d.OPf.,0,74,45,21.62% ↗
16,17,Bayreuth,0,77,39,1.30% ↗
17,18,Landau i.d.Pfalz,0,77,34,-11.69% ↘
21,22,Trier,0,83,48,15.66% ↗
23,24,Coburg,0,87,47,8.05% ↗
24,25,Wilhelmshaven,0,89,63,41.57% ↗
31,32,Delmenhorst,0,101,54,6.93% ↗
33,34,Aschaffenburg,0,103,64,24.27% ↗
34,35,Ansbach,0,104,72,38.46% ↗
35,36,Neumünster,0,106,60,13.21% ↗
38,39,Kaiserslautern,0,108,39,-27.78% ↘
39,40,Suhl,0,109,67,22.94% ↗
43,44,Flensburg,0,111,62,11.71% ↗
45,46,Frankenthal,0,113,67,18.58% ↗
46,47,Oldenburg,0,113,61,7.96% ↗
49,50,Schwabach,0,116,73,25.86% ↗
50,51,Schwerin,0,118,63,6.78% ↗
51,52,Dessau-Roßlau,0,119,78,31.09% ↗
53,54,Amberg,1,125,50,-20.00% ↘
57,58,Remscheid,0,127,84,32.28% ↗
59,60,Koblenz,0,128,81,26.56% ↗
63,64,Kaufbeuren,0,138,112,62.32% ↗
67,68,Passau,0,143,101,41.26% ↗
74,75,Memmingen,0,147,94,27.89% ↗
78,79,Bamberg,0,159,97,22.01% ↗
84,85,Salzgitter,0,165,91,10.30% ↗
85,86,Erlangen,0,166,104,25.30% ↗
87,88,Bottrop,0,171,91,6.43% ↗
98,99,Osnabrück,0,182,105,15.38% ↗
105,106,Wolfsburg,0,189,89,-5.82% ↘
114,115,Speyer,0,199,104,4.52% ↗
117,118,Mülheim a.d.Ruhr,0,207,122,17.87% ↗
118,119,Worms,0,211,127,20.38% ↗
120,121,Lübeck,0,214,130,21.50% ↗
121,122,Oberhausen,0,215,139,29.30% ↗
122,123,Solingen,0,218,122,11.93% ↗
128,129,Kassel,0,227,134,18.06% ↗
129,130,Baden-Baden,0,231,134,16.02% ↗
130,131,Hamm,0,233,143,22.75% ↗
133,134,Herne,0,236,154,30.51% ↗
134,135,Heidelberg,0,237,147,24.05% ↗
142,143,Landshut,0,245,169,37.96% ↗
148,149,Braunschweig,0,257,149,15.95% ↗
154,155,Darmstadt,0,263,169,28.52% ↗
155,156,Schweinfurt,0,266,156,17.29% ↗
156,157,Straubing,0,268,153,14.18% ↗
159,160,Halle,0,272,185,36.03% ↗
173,174,Bremerhaven,0,295,136,-7.80% ↘
180,181,Kempten,0,309,171,10.68% ↗
182,183,Cottbus,0,312,180,15.38% ↗
183,184,Würzburg,0,313,197,25.88% ↗
