,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,0,110,61,10.91% ↗
3,4,Weiden i.d.OPf.,0,146,84,15.07% ↗
6,7,Zweibrücken,0,193,98,1.55% ↗
7,8,Wilhelmshaven,1,198,48,-51.52% ↘
9,10,Pirmasens,0,217,75,-30.88% ↘
10,11,Amberg,0,220,79,-28.18% ↘
11,12,Passau,0,222,96,-13.51% ↘
12,13,Schwabach,0,223,97,-13.00% ↘
17,18,Delmenhorst,0,259,139,7.34% ↗
18,19,Straubing,0,265,132,-0.38% ↘
19,20,Aschaffenburg,0,266,112,-15.79% ↘
22,23,Neumünster,0,270,143,5.93% ↗
25,26,Memmingen,0,278,128,-7.91% ↘
29,30,Kaufbeuren,0,286,120,-16.08% ↘
30,31,Hof,0,287,133,-7.32% ↘
31,32,Landau i.d.Pfalz,0,293,107,-26.96% ↘
32,33,Ansbach,0,295,136,-7.80% ↘
34,35,Landshut,0,303,120,-20.79% ↘
35,36,Baden-Baden,0,308,140,-9.09% ↘
37,38,Bayreuth,0,314,127,-19.11% ↘
38,39,Trier,0,316,164,3.80% ↗
42,43,Neustadt a.d.Weinstraße,0,335,121,-27.76% ↘
47,48,Erlangen,0,348,150,-13.79% ↘
48,49,Frankenthal,0,349,149,-14.61% ↘
54,55,Flensburg,0,376,198,5.32% ↗
56,57,Speyer,0,387,123,-36.43% ↘
62,63,Rosenheim,0,402,175,-12.94% ↘
64,65,Oldenburg,0,406,219,7.88% ↗
67,68,Bremerhaven,0,409,195,-4.65% ↘
70,71,Bottrop,0,427,221,3.51% ↗
78,79,Kempten,0,447,207,-7.38% ↘
80,81,Worms,0,448,207,-7.59% ↘
83,84,Schwerin,0,458,213,-6.99% ↘
84,85,Coburg,0,459,211,-8.06% ↘
87,88,Koblenz,0,470,213,-9.36% ↘
89,90,Salzgitter,0,477,221,-7.34% ↘
95,96,Bamberg,0,519,196,-24.47% ↘
105,106,Schweinfurt,0,574,237,-17.42% ↘
106,107,Würzburg,0,580,267,-7.93% ↘
