,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Emden,0,119,50,-15.97% ↘
2,3,Weiden i.d.OPf.,0,161,78,-3.11% ↘
5,6,Wilhelmshaven,1,215,113,5.12% ↗
6,7,Zweibrücken,1,225,122,8.44% ↗
10,11,Schwabach,0,259,109,-15.83% ↘
12,13,Neumünster,0,267,151,13.11% ↗
13,14,Passau,0,269,119,-11.52% ↘
14,15,Delmenhorst,1,270,127,-5.93% ↘
15,16,Straubing,0,273,129,-5.49% ↘
17,18,Pirmasens,1,286,131,-8.39% ↘
22,23,Amberg,1,296,109,-26.35% ↘
26,27,Hof,0,320,157,-1.88% ↘
29,30,Flensburg,0,330,185,12.12% ↗
30,31,Landau i.d.Pfalz,0,333,155,-6.91% ↘
31,32,Ansbach,0,336,169,0.60% ↗
32,33,Trier,0,336,183,8.93% ↗
34,35,Aschaffenburg,0,340,144,-15.29% ↘
36,37,Baden-Baden,0,341,155,-9.09% ↘
41,42,Kaufbeuren,0,370,165,-10.81% ↘
45,46,Oldenburg,0,391,196,0.26% ↗
47,48,Memmingen,0,393,146,-25.70% ↘
49,50,Landshut,0,400,167,-16.50% ↘
51,52,Erlangen,0,404,143,-29.21% ↘
52,53,Frankenthal,0,411,188,-8.52% ↘
53,54,Bayreuth,0,411,178,-13.38% ↘
57,58,Bremerhaven,0,439,204,-7.06% ↘
59,60,Neustadt a.d.Weinstraße,1,444,177,-20.27% ↘
63,64,Bottrop,0,473,192,-18.82% ↘
65,66,Coburg,0,474,282,18.99% ↗
66,67,Speyer,0,477,188,-21.17% ↘
67,68,Schwerin,0,479,238,-0.63% ↘
76,77,Koblenz,0,527,244,-7.40% ↘
84,85,Salzgitter,2,577,262,-9.19% ↘
86,87,Wolfsburg,0,579,315,8.81% ↗
87,88,Kempten,0,580,204,-29.66% ↘
88,89,Rosenheim,0,585,216,-26.15% ↘
92,93,Worms,1,591,230,-22.17% ↘
96,97,Bamberg,0,606,276,-8.91% ↘
97,98,Schweinfurt,0,616,295,-4.22% ↘
105,106,Mülheim a.d.Ruhr,1,653,272,-16.69% ↘
107,108,Osnabrück,0,654,304,-7.03% ↘
108,109,Suhl,0,667,317,-4.95% ↘
109,110,Würzburg,0,669,316,-5.53% ↘
116,117,Darmstadt,0,697,315,-9.61% ↘
122,123,Kaiserslautern,2,738,319,-13.55% ↘
134,135,Frankfurt (Oder),0,781,354,-9.35% ↘
135,136,Kiel,0,786,372,-5.34% ↘
144,145,Mainz,0,817,337,-17.50% ↘
149,150,Solingen,2,838,426,1.67% ↗
153,154,Remscheid,0,845,425,0.59% ↗
156,157,Leverkusen,0,855,399,-6.67% ↘
157,158,Ulm,0,858,386,-10.02% ↘
163,164,Münster,0,872,380,-12.84% ↘
170,171,Braunschweig,0,880,413,-6.14% ↘
171,172,Fürth,0,885,412,-6.89% ↘
176,177,Heidelberg,0,895,397,-11.28% ↘
185,186,Kassel,0,951,474,-0.32% ↘
187,188,Herne,1,967,437,-9.62% ↘
188,189,Hamm,0,969,433,-10.63% ↘
