,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,2,29,16,10.34% ↗
3,4,Zweibrücken,2,47,35,48.94% ↗
4,5,Pirmasens,2,57,23,-19.30% ↘
9,10,Hof,0,76,38,0.00% →
10,11,Frankfurt (Oder),0,77,54,40.26% ↗
11,12,Brandenburg a.d.Havel,2,78,57,46.15% ↗
12,13,Neustadt a.d.Weinstraße,1,82,49,19.51% ↗
13,14,Bayreuth,0,83,43,3.61% ↗
15,16,Coburg,0,90,45,0.00% →
16,17,Ansbach,2,96,53,10.42% ↗
20,21,Landau i.d.Pfalz,0,97,64,31.96% ↗
21,22,Kaiserslautern,2,102,47,-7.84% ↘
24,25,Wilhelmshaven,1,105,58,10.48% ↗
27,28,Delmenhorst,2,108,61,12.96% ↗
30,31,Weiden i.d.OPf.,0,112,74,32.14% ↗
33,34,Trier,0,116,72,24.14% ↗
37,38,Frankenthal,0,121,69,14.05% ↗
39,40,Oldenburg,0,127,87,37.01% ↗
41,42,Neumünster,0,129,66,2.33% ↗
44,45,Flensburg,0,131,84,28.24% ↗
46,47,Koblenz,2,133,84,26.32% ↗
47,48,Schwerin,0,138,78,13.04% ↗
48,49,Suhl,0,138,68,-1.45% ↘
55,56,Amberg,0,144,67,-6.94% ↘
56,57,Aschaffenburg,0,145,106,46.21% ↗
60,61,Schwabach,0,158,96,21.52% ↗
63,64,Salzgitter,2,167,100,19.76% ↗
67,68,Remscheid,0,173,106,22.54% ↗
73,74,Dessau-Roßlau,0,178,114,28.09% ↗
80,81,Bamberg,0,189,124,31.22% ↗
81,82,Bottrop,1,190,127,33.68% ↗
84,85,Kaufbeuren,0,193,127,31.61% ↗
85,86,Speyer,0,197,104,5.58% ↗
86,87,Wolfsburg,1,198,90,-9.09% ↘
88,89,Passau,0,198,137,38.38% ↗
89,90,Osnabrück,0,200,116,16.00% ↗
90,91,Memmingen,0,202,111,9.90% ↗
102,103,Erlangen,0,222,126,13.51% ↗
111,112,Solingen,2,235,139,18.30% ↗
112,113,Worms,1,236,138,16.95% ↗
114,115,Mülheim a.d.Ruhr,1,243,137,12.76% ↗
115,116,Hamm,1,245,144,17.55% ↗
116,117,Lübeck,1,249,143,14.86% ↗
121,122,Baden-Baden,1,260,147,13.08% ↗
124,125,Herne,0,272,167,22.79% ↗
125,126,Braunschweig,0,274,157,14.60% ↗
131,132,Bremerhaven,0,280,155,10.71% ↗
137,138,Kassel,0,291,188,29.21% ↗
138,139,Heidelberg,0,292,158,8.22% ↗
139,140,Oberhausen,0,292,198,35.62% ↗
140,141,Schweinfurt,0,299,152,1.67% ↗
149,150,Landshut,0,313,190,21.41% ↗
150,151,Darmstadt,0,314,186,18.47% ↗
164,165,Cottbus,0,340,173,1.76% ↗
168,169,Straubing,0,350,182,4.00% ↗
181,182,Halle,0,381,241,26.51% ↗
183,184,Kiel,1,383,218,13.84% ↗
185,186,Kempten,0,388,248,27.84% ↗
191,192,Mainz,0,397,199,0.25% ↗
198,199,Jena,0,406,221,8.87% ↗
200,201,Magdeburg,0,409,195,-4.65% ↘
202,203,Gera,2,412,248,20.39% ↗
204,205,Potsdam,1,414,221,6.76% ↗
205,206,Weimar,1,415,235,13.25% ↗
210,211,Ludwigshafen,0,421,248,17.81% ↗
214,215,Würzburg,0,425,277,30.35% ↗
217,218,Krefeld,0,435,245,12.64% ↗
223,224,Hagen,0,452,257,13.72% ↗
225,226,Rostock,0,457,260,13.79% ↗
226,227,Rosenheim,0,458,233,1.75% ↗
232,233,Offenbach,0,468,280,19.66% ↗
233,234,Leverkusen,0,468,302,29.06% ↗
235,236,Münster,0,470,282,20.00% ↗
237,238,Bonn,1,472,302,27.97% ↗
247,248,Wiesbaden,0,488,340,39.34% ↗
249,250,Gelsenkirchen,2,490,278,13.47% ↗
251,252,Fürth,0,492,297,20.73% ↗
270,271,Berlin Treptow-Köpenick,0,544,333,22.43% ↗
273,274,Berlin Marzahn-Hellersdorf,2,548,317,15.69% ↗
274,275,Mönchengladbach,0,556,318,14.39% ↗
275,276,Ulm,0,556,299,7.55% ↗
287,288,Heilbronn,0,609,351,15.27% ↗
291,292,Berlin Steglitz-Zehlendorf,0,639,343,7.36% ↗
292,293,Ingolstadt,0,644,369,14.60% ↗
293,294,Wuppertal,1,651,393,20.74% ↗
296,297,Berlin Lichtenberg,2,659,378,14.72% ↗
299,300,Bochum,0,664,376,13.25% ↗
305,306,Berlin Spandau,0,706,414,17.28% ↗
317,318,Bremen,0,748,424,13.37% ↗
320,321,Bielefeld,0,773,438,13.32% ↗
321,322,Pforzheim,0,778,458,17.74% ↗
322,323,Freiburg i.Breisgau,0,780,410,5.13% ↗
327,328,Essen,0,802,482,20.20% ↗
331,332,Berlin Charlottenburg-Wilmersdorf,1,820,452,10.24% ↗
339,340,Duisburg,0,877,515,17.45% ↗
344,345,Berlin Reinickendorf,0,907,493,8.71% ↗
347,348,Karlsruhe,0,932,537,15.24% ↗
349,350,Mannheim,0,957,542,13.27% ↗
351,352,Berlin Friedrichshain-Kreuzberg,1,964,506,4.98% ↗
