,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Suhl,0,152,68,-10.53% ↘
3,4,Zweibrücken,0,275,183,33.09% ↗
5,6,Pirmasens,0,291,198,36.08% ↗
9,10,Coburg,0,355,208,17.18% ↗
11,12,Gera,0,378,212,12.17% ↗
12,13,Neustadt a.d.Weinstraße,0,378,249,31.75% ↗
17,18,Weimar,0,411,247,20.19% ↗
18,19,Amberg,0,421,261,23.99% ↗
19,20,Ansbach,0,421,235,11.64% ↗
22,23,Landau i.d.Pfalz,0,442,232,4.98% ↗
24,25,Hof,0,445,247,11.01% ↗
28,29,Emden,0,498,326,30.92% ↗
30,31,Dessau-Roßlau,1,533,313,17.45% ↗
32,33,Straubing,0,570,351,23.16% ↗
34,35,Weiden i.d.OPf.,0,584,344,17.81% ↗
37,38,Memmingen,0,587,331,12.78% ↗
38,39,Frankenthal,0,592,302,2.03% ↗
42,43,Kaufbeuren,0,623,361,15.89% ↗
46,47,Schwabach,0,663,476,43.59% ↗
49,50,Wilhelmshaven,0,680,375,10.29% ↗
51,52,Passau,0,695,417,20.00% ↗
53,54,Aschaffenburg,0,719,332,-7.65% ↘
56,57,Speyer,0,734,378,3.00% ↗
64,65,Bamberg,0,788,501,27.16% ↗
67,68,Frankfurt (Oder),0,816,586,43.63% ↗
68,69,Jena,0,818,525,28.36% ↗
71,72,Brandenburg a.d.Havel,1,833,553,32.77% ↗
80,81,Schweinfurt,0,968,564,16.53% ↗
83,84,Bayreuth,0,999,608,21.72% ↗
84,85,Kempten,0,999,600,20.12% ↗
86,87,Worms,0,1002,610,21.76% ↗
89,90,Chemnitz,0,1012,620,22.53% ↗
93,94,Baden-Baden,0,1055,609,15.45% ↗
108,109,Rosenheim,0,1160,706,21.72% ↗
111,112,Landshut,0,1184,772,30.41% ↗
115,116,Neumünster,0,1197,715,19.47% ↗
119,120,Erfurt,1,1214,717,18.12% ↗
121,122,Cottbus,0,1229,768,24.98% ↗
146,147,Wolfsburg,0,1394,701,0.57% ↗
156,157,Koblenz,1,1447,833,15.13% ↗
158,159,Schwerin,0,1467,970,32.24% ↗
165,166,Trier,0,1508,944,25.20% ↗
169,170,Erlangen,0,1539,878,14.10% ↗
176,177,Heidelberg,0,1597,674,-15.59% ↘
177,178,Berlin Marzahn-Hellersdorf,0,1601,1494,86.63% ↗
189,190,Flensburg,0,1693,957,13.05% ↗
191,192,Kaiserslautern,1,1716,1031,20.16% ↗
195,196,Bottrop,0,1757,1046,19.07% ↗
197,198,Salzgitter,1,1799,1174,30.52% ↗
198,199,Pforzheim,0,1799,1030,14.51% ↗
209,210,Fürth,0,1964,1370,39.51% ↗
211,212,Osnabrück,0,1980,1055,6.57% ↗
214,215,Ulm,0,2020,1175,16.34% ↗
215,216,Ludwigshafen,0,2025,1070,5.68% ↗
217,218,Remscheid,0,2042,1418,38.88% ↗
224,225,Delmenhorst,0,2117,1152,8.83% ↗
225,226,Magdeburg,0,2119,1264,19.30% ↗
226,227,Würzburg,0,2138,1287,20.39% ↗
229,230,Heilbronn,0,2142,1336,24.74% ↗
240,241,Regensburg,0,2307,1275,10.53% ↗
253,254,Halle,0,2435,1531,25.75% ↗
256,257,Bremerhaven,0,2539,1508,18.79% ↗
260,261,Rostock,0,2565,1669,30.14% ↗
261,262,Hamm,0,2598,1491,14.78% ↗
263,264,Oldenburg,0,2646,1588,20.03% ↗
264,265,Hagen,0,2651,1751,32.10% ↗
267,268,Offenbach,0,2705,1693,25.18% ↗
268,269,Kassel,0,2709,1739,28.39% ↗
270,271,Herne,0,2761,1781,29.01% ↗
276,277,Leverkusen,0,2857,1644,15.09% ↗
282,283,Braunschweig,0,2949,1708,15.84% ↗
289,290,Oberhausen,0,3040,1780,17.11% ↗
290,291,Ingolstadt,0,3044,1875,23.19% ↗
297,298,Mülheim a.d.Ruhr,0,3156,1856,17.62% ↗
301,302,Solingen,1,3208,2026,26.31% ↗
309,310,Darmstadt,0,3492,2215,26.86% ↗
322,323,Gelsenkirchen,1,3754,2345,24.93% ↗
323,324,Mönchengladbach,0,3762,2025,7.66% ↗
326,327,Münster,0,3822,1964,2.77% ↗
327,328,Mainz,0,3827,2502,30.76% ↗
333,334,Bielefeld,0,3969,2105,6.07% ↗
336,337,Krefeld,0,4017,2518,25.37% ↗
339,340,Bochum,2,4123,1991,-3.42% ↘
341,342,Lübeck,0,4302,2289,6.42% ↗
342,343,Freiburg i.Breisgau,0,4380,2515,14.84% ↗
344,345,Mannheim,0,4421,2522,14.09% ↗
350,351,Potsdam,0,4650,2963,27.44% ↗
351,352,Karlsruhe,0,4698,2732,16.30% ↗
355,356,Berlin Steglitz-Zehlendorf,0,4842,1974,-18.46% ↘
361,362,Kiel,0,5007,2740,9.45% ↗
362,363,Augsburg,0,5101,3091,21.19% ↗
364,365,Berlin Treptow-Köpenick,1,5255,3016,14.79% ↗
366,367,Dresden,0,5526,3438,24.43% ↗
374,375,Berlin Reinickendorf,0,6330,3101,-2.02% ↘
378,379,Berlin Lichtenberg,0,6527,3873,18.68% ↗
379,380,Berlin Charlottenburg-Wilmersdorf,0,6538,3531,8.01% ↗
380,381,Wiesbaden,0,6580,4261,29.51% ↗
381,382,Leipzig,0,6584,4271,29.74% ↗
382,383,Berlin Spandau,0,6684,4287,28.28% ↗
383,384,Nürnberg,0,6745,3513,4.17% ↗
384,385,Wuppertal,0,6837,4046,18.36% ↗
387,388,Bonn,0,6966,4850,39.25% ↗
388,389,Berlin Tempelhof-Schöneberg,1,6997,4190,19.77% ↗
389,390,Düsseldorf,0,7146,2203,-38.34% ↘
395,396,Duisburg,0,7984,4933,23.57% ↗
397,398,Stuttgart,0,8188,4795,17.12% ↗
399,400,Essen,0,8862,5290,19.39% ↗
400,401,Berlin Friedrichshain-Kreuzberg,0,10268,5196,1.21% ↗
401,402,Dortmund,0,10380,6152,18.54% ↗
402,403,Berlin Neukölln,0,10565,5796,9.72% ↗
403,404,Berlin Pankow,1,11206,7568,35.07% ↗
405,406,Berlin Mitte,1,15875,10660,34.30% ↗
406,407,Frankfurt am Main,0,16488,8720,5.77% ↗
407,408,Bremen,0,16525,8026,-2.86% ↘
408,409,Köln,0,18473,9122,-1.24% ↘
409,410,München,0,34905,21175,21.33% ↗
410,411,Hamburg,0,51522,31277,21.41% ↗
