,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,0,177,93,5.08% ↗
2,3,Wilhelmshaven,0,190,68,-28.42% ↘
4,5,Pirmasens,0,205,125,21.95% ↗
5,6,Zweibrücken,0,228,124,8.77% ↗
8,9,Flensburg,0,280,141,0.71% ↗
9,10,Hof,0,298,168,12.75% ↗
11,12,Neumünster,0,310,128,-17.42% ↘
19,20,Coburg,0,371,193,4.04% ↗
21,22,Delmenhorst,0,373,194,4.02% ↗
24,25,Trier,0,386,226,17.10% ↗
29,30,Weiden i.d.OPf.,0,423,177,-16.31% ↘
37,38,Frankenthal,0,461,225,-2.39% ↘
38,39,Schwabach,0,462,207,-10.39% ↘
40,41,Ansbach,0,481,223,-7.28% ↘
41,42,Bremerhaven,0,488,254,4.10% ↗
42,43,Amberg,0,489,242,-1.02% ↘
43,44,Koblenz,0,490,266,8.57% ↗
45,46,Landau i.d.Pfalz,0,493,207,-16.02% ↘
56,57,Bottrop,0,529,289,9.26% ↗
58,59,Baden-Baden,0,553,269,-2.71% ↘
59,60,Neustadt a.d.Weinstraße,0,553,312,12.84% ↗
60,61,Remscheid,0,554,299,7.94% ↗
64,65,Schweinfurt,0,570,308,8.07% ↗
67,68,Brandenburg a.d.Havel,0,584,308,5.48% ↗
68,69,Schwerin,0,587,236,-19.59% ↘
69,70,Straubing,0,588,272,-7.48% ↘
71,72,Speyer,0,594,301,1.35% ↗
72,73,Bayreuth,0,604,244,-19.21% ↘
73,74,Osnabrück,0,615,343,11.54% ↗
74,75,Memmingen,0,620,285,-8.06% ↘
77,78,Passau,0,635,298,-6.14% ↘
79,80,Kaiserslautern,0,659,392,18.97% ↗
86,87,Suhl,0,683,362,6.00% ↗
87,88,Worms,0,683,349,2.20% ↗
88,89,Oldenburg,0,684,349,2.05% ↗
91,92,Aschaffenburg,0,692,339,-2.02% ↘
92,93,Kaufbeuren,0,693,332,-4.18% ↘
93,94,Bamberg,0,695,339,-2.45% ↘
94,95,Kiel,0,697,354,1.58% ↗
95,96,Wolfsburg,0,698,361,3.44% ↗
106,107,Erlangen,0,803,413,2.86% ↗
107,108,Mülheim a.d.Ruhr,0,808,446,10.40% ↗
108,109,Heidelberg,0,810,408,0.74% ↗
109,110,Salzgitter,0,823,414,0.61% ↗
111,112,Weimar,0,829,538,29.79% ↗
115,116,Lübeck,0,834,476,14.15% ↗
117,118,Frankfurt (Oder),0,837,447,6.81% ↗
125,126,Landshut,0,881,433,-1.70% ↘
129,130,Herne,0,910,469,3.08% ↗
130,131,Kassel,0,919,500,8.81% ↗
136,137,Oberhausen,0,935,540,15.51% ↗
138,139,Offenbach,0,938,484,3.20% ↗
142,143,Darmstadt,0,977,518,6.04% ↗
