,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Zweibrücken,1,135,77,14.07% ↗
3,4,Coburg,0,157,75,-4.46% ↘
4,5,Pirmasens,1,160,104,30.00% ↗
5,6,Schwabach,0,166,100,20.48% ↗
6,7,Weiden i.d.OPf.,0,169,102,20.71% ↗
7,8,Straubing,0,181,119,31.49% ↗
8,9,Ansbach,0,195,110,12.82% ↗
10,11,Hof,0,218,110,0.92% ↗
11,12,Amberg,0,236,133,12.71% ↗
12,13,Kaufbeuren,0,238,136,14.29% ↗
14,15,Emden,1,240,168,40.00% ↗
15,16,Suhl,0,240,109,-9.17% ↘
16,17,Passau,0,240,171,42.50% ↗
17,18,Memmingen,0,242,145,19.83% ↗
21,22,Frankenthal,0,272,172,26.47% ↗
25,26,Landau i.d.Pfalz,0,290,186,28.28% ↗
26,27,Neustadt a.d.Weinstraße,1,292,190,30.14% ↗
32,33,Wilhelmshaven,1,314,204,29.94% ↗
35,36,Speyer,0,321,208,29.60% ↗
38,39,Rosenheim,0,342,208,21.64% ↗
40,41,Landshut,0,349,236,35.24% ↗
44,45,Baden-Baden,1,355,191,7.61% ↗
46,47,Aschaffenburg,0,357,219,22.69% ↗
49,50,Bamberg,0,360,221,22.78% ↗
57,58,Frankfurt (Oder),1,389,242,24.42% ↗
58,59,Bayreuth,0,395,260,31.65% ↗
60,61,Dessau-Roßlau,1,406,188,-7.39% ↘
64,65,Worms,0,417,286,37.17% ↗
72,73,Schweinfurt,0,438,238,8.68% ↗
76,77,Kempten,0,457,266,16.41% ↗
80,81,Weimar,1,462,202,-12.55% ↘
82,83,Schwerin,0,467,306,31.05% ↗
88,89,Gera,1,492,245,-0.41% ↘
92,93,Erlangen,0,513,356,38.79% ↗
111,112,Bottrop,0,567,380,34.04% ↗
114,115,Salzgitter,2,574,387,34.84% ↗
115,116,Fürth,0,575,379,31.83% ↗
118,119,Trier,0,581,414,42.51% ↗
128,129,Neumünster,0,625,420,34.40% ↗
138,139,Wolfsburg,0,655,367,12.06% ↗
147,148,Brandenburg a.d.Havel,2,678,331,-2.36% ↘
150,151,Ulm,0,694,442,27.38% ↗
151,152,Koblenz,0,698,454,30.09% ↗
153,154,Remscheid,0,717,438,22.18% ↗
155,156,Jena,0,721,382,5.96% ↗
185,186,Heilbronn,0,826,429,3.87% ↗
190,191,Hamm,0,848,513,20.99% ↗
191,192,Hagen,0,850,543,27.76% ↗
194,195,Delmenhorst,1,862,671,55.68% ↗
195,196,Regensburg,0,877,596,35.92% ↗
198,199,Flensburg,0,890,579,30.11% ↗
204,205,Pforzheim,0,902,383,-15.08% ↘
205,206,Ingolstadt,0,910,583,28.13% ↗
206,207,Herne,0,915,590,28.96% ↗
208,209,Osnabrück,0,922,603,30.80% ↗
215,216,Würzburg,0,953,659,38.30% ↗
231,232,Heidelberg,0,1003,650,29.61% ↗
234,235,Kaiserslautern,0,1026,630,22.81% ↗
237,238,Mülheim a.d.Ruhr,1,1040,714,37.31% ↗
239,240,Ludwigshafen,0,1071,675,26.05% ↗
245,246,Bremerhaven,0,1126,860,52.75% ↗
247,248,Offenbach,0,1143,754,31.93% ↗
250,251,Kassel,0,1158,734,26.77% ↗
252,253,Cottbus,0,1164,540,-7.22% ↘
259,260,Gelsenkirchen,0,1206,761,26.20% ↗
261,262,Oldenburg,0,1226,820,33.77% ↗
264,265,Leverkusen,0,1257,820,30.47% ↗
270,271,Solingen,2,1305,802,22.91% ↗
273,274,Darmstadt,0,1311,855,30.43% ↗
275,276,Magdeburg,0,1318,724,9.86% ↗
279,280,Mönchengladbach,0,1348,926,37.39% ↗
280,281,Chemnitz,0,1363,612,-10.20% ↘
282,283,Braunschweig,0,1374,837,21.83% ↗
288,289,Oberhausen,0,1417,909,28.30% ↗
293,294,Rostock,0,1456,840,15.38% ↗
299,300,Halle,0,1511,748,-0.99% ↘
301,302,Potsdam,1,1569,1004,27.98% ↗
310,311,Berlin Marzahn-Hellersdorf,1,1680,1143,36.07% ↗
312,313,Krefeld,0,1701,1138,33.80% ↗
316,317,Bielefeld,0,1722,1078,25.20% ↗
319,320,Augsburg,0,1771,1157,30.66% ↗
321,322,Mainz,0,1787,1177,31.73% ↗
327,328,Mannheim,0,1818,1090,19.91% ↗
328,329,Erfurt,2,1821,954,4.78% ↗
336,337,Freiburg i.Breisgau,0,1891,1262,33.47% ↗
344,345,Bochum,0,1952,1347,38.01% ↗
350,351,Bonn,1,2078,1301,25.22% ↗
353,354,Lübeck,1,2185,1925,76.20% ↗
354,355,Karlsruhe,0,2203,1333,21.02% ↗
356,357,Wiesbaden,0,2239,1395,24.61% ↗
361,362,Berlin Spandau,0,2287,1673,46.31% ↗
362,363,Berlin Treptow-Köpenick,2,2331,1520,30.42% ↗
374,375,Münster,0,2536,1514,19.40% ↗
375,376,Berlin Lichtenberg,1,2639,1959,48.47% ↗
376,377,Kiel,0,2641,1749,32.45% ↗
379,380,Duisburg,0,2680,1730,29.10% ↗
381,382,Berlin Steglitz-Zehlendorf,0,2683,1543,15.02% ↗
384,385,Berlin Reinickendorf,0,2825,1800,27.43% ↗
387,388,Berlin Charlottenburg-Wilmersdorf,0,3078,2323,50.94% ↗
388,389,Nürnberg,0,3106,2065,32.97% ↗
391,392,Wuppertal,0,3366,2101,24.84% ↗
392,393,Stuttgart,1,3370,1727,2.49% ↗
394,395,Leipzig,0,3565,2217,24.38% ↗
395,396,Berlin Tempelhof-Schöneberg,2,3649,2703,48.15% ↗
396,397,Berlin Friedrichshain-Kreuzberg,0,3741,2473,32.21% ↗
397,398,Dortmund,0,4080,2826,38.53% ↗
398,399,Essen,0,4097,2603,27.07% ↗
399,400,Dresden,0,4312,2221,3.01% ↗
401,402,Berlin Mitte,0,4364,3020,38.41% ↗
402,403,Berlin Pankow,0,4532,2854,25.95% ↗
403,404,Berlin Neukölln,0,4658,3541,52.04% ↗
405,406,Düsseldorf,0,5789,3730,28.87% ↗
406,407,Frankfurt am Main,0,7583,5111,34.80% ↗
407,408,Köln,0,8007,4888,22.09% ↗
408,409,Bremen,0,9180,6229,35.71% ↗
409,410,München,0,11373,7723,35.81% ↗
410,411,Hamburg,0,20894,12280,17.55% ↗
