,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Suhl,0,487,345,41.68% ↗
4,5,Coburg,0,690,368,6.67% ↗
8,9,Neustadt a.d.Weinstraße,1,808,476,17.82% ↗
9,10,Zweibrücken,0,819,496,21.12% ↗
11,12,Weimar,1,838,531,26.73% ↗
12,13,Pirmasens,0,859,473,10.13% ↗
15,16,Hof,0,906,449,-0.88% ↘
16,17,Frankenthal,0,925,415,-10.27% ↘
18,19,Speyer,0,932,382,-18.03% ↘
19,20,Landau i.d.Pfalz,1,934,385,-17.56% ↘
24,25,Gera,1,1059,718,35.60% ↗
26,27,Emden,0,1120,693,23.75% ↗
28,29,Straubing,1,1231,447,-27.38% ↘
29,30,Weiden i.d.OPf.,0,1237,700,13.18% ↗
30,31,Ansbach,0,1240,679,9.52% ↗
32,33,Passau,0,1295,762,17.68% ↗
33,34,Schwabach,0,1303,720,10.51% ↗
37,38,Memmingen,0,1348,792,17.51% ↗
42,43,Kaufbeuren,0,1415,799,12.93% ↗
43,44,Amberg,0,1427,800,12.12% ↗
52,53,Jena,0,1634,961,17.63% ↗
54,55,Wilhelmshaven,0,1643,904,10.04% ↗
56,57,Baden-Baden,0,1657,844,1.87% ↗
61,62,Bamberg,0,1713,1012,18.16% ↗
63,64,Brandenburg a.d.Havel,2,1781,841,-5.56% ↘
68,69,Dessau-Roßlau,1,1835,1069,16.51% ↗
70,71,Delmenhorst,1,1865,977,4.77% ↗
77,78,Schweinfurt,0,1939,1015,4.69% ↗
82,83,Cottbus,0,2051,1160,13.12% ↗
83,84,Neumünster,0,2115,1116,5.53% ↗
84,85,Frankfurt (Oder),1,2118,1097,3.59% ↗
90,91,Flensburg,0,2251,1152,2.35% ↗
91,92,Kempten,0,2297,1259,9.62% ↗
93,94,Worms,0,2315,1381,19.31% ↗
97,98,Aschaffenburg,0,2436,1178,-3.28% ↘
99,100,Chemnitz,0,2449,1448,18.25% ↗
105,106,Heidelberg,0,2517,1423,13.07% ↗
106,107,Erfurt,1,2529,1467,16.01% ↗
107,108,Bayreuth,0,2533,1493,17.88% ↗
110,111,Landshut,0,2569,1431,11.41% ↗
115,116,Erlangen,0,2628,1868,42.16% ↗
117,118,Kaiserslautern,2,2641,1402,6.17% ↗
122,123,Rosenheim,0,2729,1413,3.55% ↗
126,127,Koblenz,0,2803,1368,-2.39% ↘
135,136,Wolfsburg,1,2907,1670,14.90% ↗
139,140,Schwerin,0,3012,1484,-1.46% ↘
140,141,Trier,0,3020,1538,1.85% ↗
148,149,Salzgitter,2,3232,1789,10.71% ↗
176,177,Pforzheim,0,3769,1946,3.26% ↗
182,183,Regensburg,0,3880,1849,-4.69% ↘
186,187,Oldenburg,0,3972,1913,-3.68% ↘
192,193,Bremerhaven,0,4037,2284,13.15% ↗
194,195,Braunschweig,0,4081,2076,1.74% ↗
199,200,Heilbronn,0,4136,2183,5.56% ↗
200,201,Osnabrück,0,4136,2188,5.80% ↗
201,202,Mülheim a.d.Ruhr,1,4145,1863,-10.11% ↘
211,212,Rostock,0,4244,2237,5.42% ↗
212,213,Kiel,0,4258,2073,-2.63% ↘
222,223,Ludwigshafen,0,4410,1822,-17.37% ↘
226,227,Bottrop,0,4427,2298,3.82% ↗
232,233,Magdeburg,0,4494,2640,17.49% ↗
239,240,Leverkusen,0,4594,1983,-13.67% ↘
240,241,Lübeck,0,4603,2378,3.32% ↗
251,252,Fürth,0,4926,2541,3.17% ↗
261,262,Remscheid,2,5186,2593,0.00% →
263,264,Oberhausen,0,5197,1975,-23.99% ↘
265,266,Ulm,0,5240,3147,20.11% ↗
267,268,Kassel,0,5264,2711,3.00% ↗
272,273,Würzburg,0,5498,2949,7.28% ↗
277,278,Mannheim,0,5657,3183,12.53% ↗
278,279,Mainz,1,5670,3005,6.00% ↗
281,282,Darmstadt,0,5777,3114,7.81% ↗
284,285,Berlin Marzahn-Hellersdorf,1,5829,3883,33.23% ↗
286,287,Bielefeld,0,5897,3288,11.51% ↗
288,289,Berlin Treptow-Köpenick,2,5941,2944,-0.89% ↘
293,294,Offenbach,0,6119,3228,5.51% ↗
294,295,Hamm,0,6172,3033,-1.72% ↘
295,296,Solingen,2,6178,2835,-8.22% ↘
296,297,Berlin Steglitz-Zehlendorf,1,6186,2192,-29.13% ↘
297,298,Hagen,0,6261,3432,9.63% ↗
298,299,Halle,0,6372,3522,10.55% ↗
299,300,Herne,0,6395,3275,2.42% ↗
302,303,Mönchengladbach,0,6495,2866,-11.75% ↘
307,308,Ingolstadt,0,6735,3615,7.35% ↗
316,317,Potsdam,1,6977,3399,-2.57% ↘
324,325,Münster,0,7482,3533,-5.56% ↘
325,326,Krefeld,0,7519,3500,-6.90% ↘
331,332,Karlsruhe,0,7793,4383,12.49% ↗
332,333,Freiburg i.Breisgau,0,7828,3944,0.77% ↗
340,341,Berlin Reinickendorf,0,8282,4091,-1.21% ↘
