,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Emden,0,94,53,12.77% ↗
3,4,Zweibrücken,0,103,68,32.04% ↗
6,7,Pirmasens,0,124,66,6.45% ↗
8,9,Wilhelmshaven,0,155,90,16.13% ↗
12,13,Flensburg,0,192,118,22.92% ↗
17,18,Trier,0,212,103,-2.83% ↘
21,22,Amberg,0,238,118,-0.84% ↘
22,23,Frankenthal,0,244,108,-11.48% ↘
26,27,Neumünster,0,254,200,57.48% ↗
28,29,Hof,0,263,135,2.66% ↗
31,32,Koblenz,0,265,158,19.25% ↗
32,33,Neustadt a.d.Weinstraße,0,272,150,10.29% ↗
35,36,Schwerin,0,279,173,24.01% ↗
36,37,Coburg,0,280,158,12.86% ↗
37,38,Speyer,0,280,162,15.71% ↗
38,39,Weiden i.d.OPf.,0,288,166,15.28% ↗
42,43,Bremerhaven,0,300,154,2.67% ↗
43,44,Kaiserslautern,0,302,183,21.19% ↗
46,47,Brandenburg a.d.Havel,0,313,203,29.71% ↗
48,49,Delmenhorst,0,316,177,12.03% ↗
50,51,Baden-Baden,0,320,195,21.88% ↗
53,54,Bottrop,0,327,160,-2.14% ↘
56,57,Landau i.d.Pfalz,0,338,178,5.33% ↗
59,60,Osnabrück,0,354,168,-5.08% ↘
60,61,Ansbach,0,357,224,25.49% ↗
61,62,Oldenburg,0,360,202,12.22% ↗
63,64,Remscheid,0,366,190,3.83% ↗
64,65,Suhl,0,366,209,14.21% ↗
77,78,Schwabach,0,427,263,23.19% ↗
78,79,Frankfurt (Oder),0,428,230,7.48% ↗
84,85,Kaufbeuren,0,439,246,12.07% ↗
88,89,Wolfsburg,0,454,265,16.74% ↗
90,91,Bayreuth,0,464,267,15.09% ↗
93,94,Worms,0,474,254,7.17% ↗
95,96,Schweinfurt,0,483,228,-5.59% ↘
100,101,Salzgitter,0,495,343,38.59% ↗
104,105,Mülheim a.d.Ruhr,0,509,302,18.66% ↗
105,106,Herne,0,514,288,12.06% ↗
110,111,Aschaffenburg,0,525,308,17.33% ↗
112,113,Bamberg,0,527,320,21.44% ↗
113,114,Kassel,0,531,262,-1.32% ↘
117,118,Darmstadt,0,536,296,10.45% ↗
121,122,Oberhausen,0,545,301,10.46% ↗
123,124,Memmingen,0,552,279,1.09% ↗
124,125,Braunschweig,0,560,317,13.21% ↗
125,126,Weimar,0,569,277,-2.64% ↘
127,128,Lübeck,0,577,342,18.54% ↗
128,129,Hamm,0,579,342,18.13% ↗
130,131,Kiel,0,583,289,-0.86% ↘
136,137,Erlangen,0,600,355,18.33% ↗
138,139,Straubing,0,612,345,12.75% ↗
139,140,Heidelberg,0,616,354,14.94% ↗
143,144,Cottbus,0,625,399,27.68% ↗
145,146,Passau,0,643,333,3.58% ↗
148,149,Solingen,0,680,434,27.65% ↗
149,150,Würzburg,0,691,383,10.85% ↗
151,152,Landshut,0,697,462,32.57% ↗
155,156,Rosenheim,0,709,461,30.04% ↗
156,157,Hagen,0,715,389,8.81% ↗
159,160,Mainz,0,727,409,12.52% ↗
160,161,Dessau-Roßlau,0,729,423,16.05% ↗
166,167,Jena,0,774,439,13.44% ↗
172,173,Offenbach,0,817,426,4.28% ↗
173,174,Krefeld,0,819,462,12.82% ↗
178,179,Gera,0,837,452,8.00% ↗
179,180,Münster,0,843,468,11.03% ↗
187,188,Leverkusen,0,869,459,5.64% ↗
188,189,Wiesbaden,0,872,508,16.51% ↗
191,192,Ludwigshafen,0,896,438,-2.23% ↘
202,203,Mönchengladbach,0,950,538,13.26% ↗
203,204,Rostock,0,952,503,5.67% ↗
210,211,Gelsenkirchen,0,979,530,8.27% ↗
211,212,Kempten,0,997,485,-2.71% ↘
213,214,Ulm,0,1004,575,14.54% ↗
223,224,Bonn,0,1024,616,20.31% ↗
240,241,Potsdam,0,1137,651,14.51% ↗
248,249,Fürth,0,1192,709,18.96% ↗
251,252,Berlin Marzahn-Hellersdorf,0,1196,592,-1.00% ↘
257,258,Bremen,0,1223,746,22.00% ↗
264,265,Magdeburg,0,1267,819,29.28% ↗
269,270,Bochum,0,1295,679,4.86% ↗
276,277,Wuppertal,0,1321,754,14.16% ↗
278,279,Freiburg i.Breisgau,0,1331,740,11.19% ↗
279,280,Pforzheim,0,1334,724,8.55% ↗
280,281,Heilbronn,0,1339,680,1.57% ↗
291,292,Ingolstadt,0,1430,822,14.97% ↗
293,294,Halle,0,1459,956,31.05% ↗
298,299,Berlin Steglitz-Zehlendorf,0,1518,807,6.32% ↗
300,301,Bielefeld,0,1526,809,6.03% ↗
306,307,Berlin Lichtenberg,0,1560,800,2.56% ↗
308,309,Berlin Spandau,0,1589,932,17.31% ↗
309,310,Regensburg,0,1592,854,7.29% ↗
315,316,Berlin Treptow-Köpenick,0,1639,953,16.29% ↗
316,317,Duisburg,0,1647,890,8.08% ↗
321,322,Essen,0,1732,915,5.66% ↗
337,338,Berlin Reinickendorf,0,1885,1077,14.27% ↗
339,340,Berlin Charlottenburg-Wilmersdorf,0,1899,1041,9.64% ↗
346,347,Karlsruhe,0,2034,1103,8.46% ↗
354,355,Berlin Tempelhof-Schöneberg,0,2148,1185,10.34% ↗
356,357,Dortmund,0,2185,1241,13.59% ↗
358,359,Erfurt,0,2219,1236,11.40% ↗
362,363,Mannheim,0,2332,1281,9.86% ↗
364,365,Berlin Neukölln,0,2342,1259,7.51% ↗
365,366,Berlin Friedrichshain-Kreuzberg,0,2359,1319,11.83% ↗
368,369,Berlin Mitte,0,2534,1442,13.81% ↗
369,370,Düsseldorf,0,2618,1506,15.05% ↗
372,373,Chemnitz,0,2731,1549,13.44% ↗
378,379,Berlin Pankow,0,2846,1713,20.38% ↗
381,382,Augsburg,0,3008,1698,12.90% ↗
399,400,Frankfurt am Main,0,4129,2354,14.02% ↗
400,401,Stuttgart,0,4286,2175,1.49% ↗
401,402,Nürnberg,0,4550,2762,21.41% ↗
402,403,Leipzig,0,4654,2620,12.59% ↗
405,406,Köln,0,5332,2786,4.50% ↗
408,409,Hamburg,0,6618,3533,6.77% ↗
409,410,Dresden,0,7254,2950,-18.67% ↘
410,411,München,0,13744,11343,65.06% ↗
