,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Suhl,0,659,384,16.54% ↗
5,6,Zweibrücken,0,906,442,-2.43% ↘
7,8,Pirmasens,0,931,444,-4.62% ↘
8,9,Hof,0,968,511,5.58% ↗
9,10,Coburg,0,970,642,32.37% ↗
10,11,Landau i.d.Pfalz,0,1001,428,-14.49% ↘
12,13,Neustadt a.d.Weinstraße,0,1050,626,19.24% ↗
16,17,Weimar,0,1111,655,17.91% ↗
18,19,Frankenthal,0,1168,632,8.22% ↗
20,21,Speyer,0,1218,644,5.75% ↗
21,22,Emden,0,1279,687,7.43% ↗
25,26,Passau,0,1379,683,-0.94% ↘
26,27,Weiden i.d.OPf.,0,1391,751,7.98% ↗
28,29,Ansbach,0,1421,744,4.71% ↗
30,31,Kaufbeuren,0,1483,736,-0.74% ↘
34,35,Schwabach,0,1505,811,7.77% ↗
35,36,Memmingen,0,1509,763,1.13% ↗
38,39,Baden-Baden,0,1584,776,-2.02% ↘
39,40,Amberg,0,1585,785,-0.95% ↘
40,41,Straubing,0,1623,940,15.83% ↗
41,42,Gera,0,1637,1032,26.08% ↗
46,47,Brandenburg a.d.Havel,0,1771,912,2.99% ↗
48,49,Delmenhorst,0,1846,949,2.82% ↗
50,51,Wilhelmshaven,0,1862,980,5.26% ↗
53,54,Jena,0,1890,1019,7.83% ↗
61,62,Schweinfurt,0,1961,930,-5.15% ↘
70,71,Bamberg,0,2131,1114,4.55% ↗
72,73,Frankfurt (Oder),0,2183,1027,-5.91% ↘
77,78,Neumünster,0,2221,1147,3.29% ↗
80,81,Flensburg,0,2237,1052,-5.95% ↘
81,82,Dessau-Roßlau,0,2268,1172,3.35% ↗
83,84,Kempten,0,2351,1150,-2.17% ↘
88,89,Cottbus,0,2547,1383,8.60% ↗
89,90,Aschaffenburg,0,2591,1345,3.82% ↗
93,94,Kaiserslautern,0,2700,1306,-3.26% ↘
96,97,Koblenz,0,2756,1228,-10.89% ↘
103,104,Schwerin,0,2886,1370,-5.06% ↘
107,108,Rosenheim,0,2918,1556,6.65% ↗
108,109,Bayreuth,0,2951,1608,8.98% ↗
109,110,Heidelberg,0,2953,1722,16.63% ↗
111,112,Landshut,0,2962,1674,13.03% ↗
112,113,Worms,0,3002,1732,15.39% ↗
118,119,Erfurt,0,3071,1737,13.12% ↗
122,123,Erlangen,0,3179,1697,6.76% ↗
123,124,Trier,0,3195,1634,2.28% ↗
129,130,Chemnitz,0,3326,1966,18.22% ↗
135,136,Regensburg,0,3424,1501,-12.32% ↘
142,143,Salzgitter,0,3549,1896,6.85% ↗
151,152,Wolfsburg,0,3704,2100,13.39% ↗
