,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Straubing,22,0,0,0.00% →
2,3,Dessau-Roßlau,21,0,0,0.00% →
4,5,Wilhelmshaven,18,0,0,0.00% →
7,8,Suhl,16,0,0,0.00% →
19,20,Bayreuth,9,1,0,-100.00% ↘
30,31,Kaufbeuren,12,2,0,-100.00% ↘
31,32,Magdeburg,12,2,0,-100.00% ↘
33,34,Flensburg,10,2,0,-100.00% ↘
38,39,Landau i.d.Pfalz,7,2,0,-100.00% ↘
40,41,Weiden i.d.OPf.,4,2,1,0.00% →
45,46,Weimar,1,2,2,100.00% ↗
49,50,Jena,1,2,2,100.00% ↗
51,52,Brandenburg a.d.Havel,0,2,1,0.00% →
53,54,Amberg,12,3,0,-100.00% ↘
56,57,Frankfurt (Oder),6,3,1,-33.33% ↘
63,64,Pirmasens,1,3,1,-33.33% ↘
67,68,Passau,9,4,0,-100.00% ↘
69,70,Mülheim a.d.Ruhr,2,4,1,-50.00% ↘
70,71,Schwerin,2,4,3,50.00% ↗
72,73,Memmingen,1,4,1,-50.00% ↘
73,74,Coburg,1,4,3,50.00% ↗
74,75,Potsdam,1,4,1,-50.00% ↘
79,80,Schwabach,0,4,2,0.00% →
80,81,Rosenheim,0,4,2,0.00% →
81,82,Speyer,6,5,1,-60.00% ↘
82,83,Hof,5,5,1,-60.00% ↘
83,84,Neustadt a.d.Weinstraße,4,5,5,100.00% ↗
88,89,Frankenthal,1,5,1,-60.00% ↘
96,97,Neumünster,5,6,1,-66.67% ↘
97,98,Kempten,5,6,2,-33.33% ↘
98,99,Emden,3,6,2,-33.33% ↘
104,105,Erfurt,0,6,3,0.00% →
105,106,Cottbus,0,6,4,33.33% ↗
119,120,Bremerhaven,0,7,7,100.00% ↗
120,121,Eisenach,0,7,2,-42.86% ↘
123,124,Salzgitter,6,8,1,-75.00% ↘
131,132,Delmenhorst,0,8,6,50.00% ↗
138,139,Gera,2,9,4,-11.11% ↘
146,147,Oldenburg,0,9,5,11.11% ↗
147,148,Trier,0,9,5,11.11% ↗
150,151,Remscheid,3,10,3,-40.00% ↘
153,154,Halle,1,10,6,20.00% ↗
163,164,Worms,0,10,5,0.00% →
164,165,Rostock,0,10,2,-60.00% ↘
171,172,Erlangen,1,11,8,45.45% ↗
172,173,Ansbach,1,11,5,-9.09% ↘
187,188,Zweibrücken,5,13,1,-84.62% ↘
192,193,Lübeck,0,13,9,38.46% ↗
203,204,Bottrop,0,15,12,60.00% ↗
204,205,Bielefeld,0,15,10,33.33% ↗
208,209,Osnabrück,0,15,8,6.67% ↗
217,218,Koblenz,0,16,12,50.00% ↗
218,219,Bamberg,0,16,5,-37.50% ↘
221,222,Herne,1,17,7,-17.65% ↘
225,226,Kaiserslautern,0,17,12,41.18% ↗
239,240,Chemnitz,2,19,8,-15.79% ↘
242,243,Kiel,1,19,10,5.26% ↗
243,244,Schweinfurt,1,19,5,-47.37% ↘
245,246,Freiburg i.Breisgau,0,19,12,26.32% ↗
246,247,Aschaffenburg,0,19,8,-15.79% ↘
251,252,Regensburg,0,19,13,36.84% ↗
257,258,Braunschweig,0,20,9,-10.00% ↘
259,260,Wolfsburg,0,20,15,50.00% ↗
261,262,Pforzheim,1,21,7,-33.33% ↘
263,264,Mönchengladbach,0,21,6,-42.86% ↘
264,265,Leverkusen,0,21,6,-42.86% ↘
270,271,Ingolstadt,3,22,5,-54.55% ↘
273,274,Landshut,1,22,7,-36.36% ↘
274,275,Baden-Baden,1,22,12,9.09% ↗
277,278,Münster,0,22,13,18.18% ↗
279,280,Solingen,1,23,12,4.35% ↗
282,283,Berlin Steglitz-Zehlendorf,0,23,12,4.35% ↗
289,290,Kassel,0,24,10,-16.67% ↘
301,302,Darmstadt,0,27,12,-11.11% ↘
304,305,Hamm,1,28,17,21.43% ↗
305,306,Karlsruhe,0,28,20,42.86% ↗
310,311,Berlin Treptow-Köpenick,0,29,14,-3.45% ↘
311,312,Berlin Lichtenberg,0,29,13,-10.34% ↘
314,315,Berlin Pankow,1,30,14,-6.67% ↘
316,317,Berlin Tempelhof-Schöneberg,0,30,10,-33.33% ↘
317,318,Oberhausen,0,30,13,-13.33% ↘
318,319,Würzburg,0,30,17,13.33% ↗
321,322,Gelsenkirchen,0,31,15,-3.23% ↘
324,325,Ulm,0,31,10,-35.48% ↘
325,326,Krefeld,0,32,10,-37.50% ↘
328,329,Mainz,0,33,14,-15.15% ↘
329,330,Heidelberg,0,33,17,3.03% ↗
330,331,Offenbach,0,33,23,39.39% ↗
334,335,Berlin Spandau,0,35,8,-54.29% ↘
335,336,Bochum,0,35,14,-20.00% ↘
342,343,Bonn,0,37,16,-13.51% ↘
344,345,Berlin Charlottenburg-Wilmersdorf,0,38,21,10.53% ↗
345,346,Berlin Neukölln,0,38,19,0.00% →
347,348,Berlin Marzahn-Hellersdorf,0,39,16,-17.95% ↘
352,353,Fürth,0,40,16,-20.00% ↘
355,356,Leipzig,0,43,14,-34.88% ↘
358,359,Wiesbaden,0,44,21,-4.55% ↘
359,360,Mannheim,1,45,10,-55.56% ↘
