,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
2,3,Bayreuth,4,1,1,100.00% ↗
5,6,Neustadt a.d.Weinstraße,4,2,1,0.00% →
6,7,Weiden i.d.OPf.,4,2,1,0.00% →
7,8,Flensburg,1,2,2,100.00% ↗
8,9,Pirmasens,0,2,2,100.00% ↗
10,11,Straubing,10,3,0,-100.00% ↘
13,14,Brandenburg a.d.Havel,6,3,1,-33.33% ↘
15,16,Schwerin,3,3,2,33.33% ↗
19,20,Dessau-Roßlau,9,4,0,-100.00% ↘
24,25,Landau i.d.Pfalz,4,5,2,-20.00% ↘
27,28,Neumünster,1,5,5,100.00% ↗
29,30,Wilhelmshaven,6,6,1,-66.67% ↘
33,34,Weimar,4,6,1,-66.67% ↘
34,35,Suhl,4,6,3,0.00% →
39,40,Schwabach,1,6,1,-66.67% ↘
53,54,Wolfsburg,0,8,1,-75.00% ↘
54,55,Potsdam,2,9,4,-11.11% ↘
55,56,Frankfurt (Oder),1,9,2,-55.56% ↘
65,66,Rostock,1,11,6,9.09% ↗
69,70,Jena,3,12,3,-50.00% ↘
72,73,Passau,1,12,4,-33.33% ↘
77,78,Coburg,2,13,4,-38.46% ↘
85,86,Emden,0,14,5,-28.57% ↘
88,89,Gera,1,15,8,6.67% ↗
89,90,Amberg,0,15,6,-20.00% ↘
90,91,Salzgitter,0,15,4,-46.67% ↘
94,95,Speyer,1,16,6,-25.00% ↘
103,104,Magdeburg,0,17,4,-52.94% ↘
105,106,Trier,3,18,5,-44.44% ↘
108,109,Bremerhaven,2,18,4,-55.56% ↘
109,110,Kempten,1,18,7,-22.22% ↘
112,113,Kaufbeuren,0,18,6,-33.33% ↘
113,114,Baden-Baden,0,18,13,44.44% ↗
116,117,Hof,1,19,1,-89.47% ↘
125,126,Braunschweig,0,20,13,30.00% ↗
127,128,Koblenz,3,21,4,-61.90% ↘
128,129,Frankenthal,2,21,5,-52.38% ↘
131,132,Rosenheim,0,21,3,-71.43% ↘
132,133,Osnabrück,4,22,3,-72.73% ↘
133,134,Eisenach,4,22,2,-81.82% ↘
136,137,Memmingen,1,22,6,-45.45% ↘
140,141,Cottbus,1,23,7,-39.13% ↘
142,143,Oldenburg,0,23,5,-56.52% ↘
143,144,Aschaffenburg,0,23,13,13.04% ↗
154,155,Ansbach,3,26,6,-53.85% ↘
156,157,Worms,1,26,9,-30.77% ↘
160,161,Bottrop,1,26,6,-53.85% ↘
177,178,Kaiserslautern,2,29,10,-31.03% ↘
184,185,Heidelberg,0,30,11,-26.67% ↘
