,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Straubing,14,0,0,0.00% →
2,3,Dessau-Roßlau,13,1,0,-100.00% ↘
9,10,Neustadt a.d.Weinstraße,8,2,0,-100.00% ↘
10,11,Weimar,8,2,0,-100.00% ↘
11,12,Schwabach,5,2,1,0.00% →
15,16,Bayreuth,1,2,1,0.00% →
18,19,Weiden i.d.OPf.,0,2,1,0.00% →
19,20,Wilhelmshaven,10,3,0,-100.00% ↘
26,27,Pirmasens,2,3,2,33.33% ↗
27,28,Flensburg,2,3,2,33.33% ↗
28,29,Landau i.d.Pfalz,0,3,1,-33.33% ↘
30,31,Brandenburg a.d.Havel,0,3,1,-33.33% ↘
33,34,Frankfurt (Oder),5,4,1,-50.00% ↘
40,41,Schwerin,1,4,1,-50.00% ↘
41,42,Suhl,8,5,0,-100.00% ↘
45,46,Coburg,6,5,2,-20.00% ↘
54,55,Potsdam,1,6,3,0.00% →
56,57,Wolfsburg,0,6,5,66.67% ↗
62,63,Jena,7,8,0,-100.00% ↘
63,64,Bremerhaven,6,8,1,-75.00% ↘
71,72,Neumünster,0,8,5,25.00% ↗
75,76,Hof,1,9,3,-33.33% ↘
78,79,Magdeburg,4,10,4,-20.00% ↘
79,80,Kaufbeuren,4,10,2,-60.00% ↘
81,82,Emden,1,10,5,0.00% →
87,88,Memmingen,5,11,2,-63.64% ↘
94,95,Passau,1,11,6,9.09% ↗
95,96,Rosenheim,1,11,3,-45.45% ↘
96,97,Rostock,1,11,7,27.27% ↗
98,99,Bottrop,0,11,5,-9.09% ↘
99,100,Salzgitter,0,11,7,27.27% ↗
110,111,Frankenthal,0,12,3,-50.00% ↘
115,116,Trier,0,12,3,-50.00% ↘
116,117,Amberg,4,13,4,-38.46% ↘
123,124,Kempten,3,14,4,-42.86% ↘
124,125,Speyer,1,14,5,-28.57% ↘
128,129,Ansbach,0,14,6,-14.29% ↘
140,141,Halle,4,16,4,-50.00% ↘
141,142,Erfurt,1,16,3,-62.50% ↘
142,143,Gera,0,16,7,-12.50% ↘
145,146,Kaiserslautern,0,16,6,-25.00% ↘
146,147,Oldenburg,0,16,4,-50.00% ↘
147,148,Koblenz,0,16,4,-50.00% ↘
150,151,Cottbus,1,17,2,-76.47% ↘
153,154,Eisenach,0,17,3,-64.71% ↘
162,163,Worms,0,18,7,-22.22% ↘
163,164,Osnabrück,0,18,7,-22.22% ↘
164,165,Lübeck,1,19,5,-47.37% ↘
169,170,Erlangen,3,20,3,-70.00% ↘
172,173,Hamm,0,20,10,0.00% →
178,179,Baden-Baden,0,20,10,0.00% →
187,188,Karlsruhe,0,21,7,-33.33% ↘
189,190,Münster,0,22,7,-36.36% ↘
194,195,Delmenhorst,1,23,4,-65.22% ↘
195,196,Herne,1,23,10,-13.04% ↘
196,197,Regensburg,1,23,6,-47.83% ↘
197,198,Aschaffenburg,0,23,10,-13.04% ↘
200,201,Kiel,0,23,12,4.35% ↗
203,204,Braunschweig,1,24,16,33.33% ↗
207,208,Remscheid,0,24,8,-33.33% ↘
222,223,Chemnitz,0,26,11,-15.38% ↘
229,230,Heidelberg,0,27,15,11.11% ↗
234,235,Berlin Treptow-Köpenick,1,28,9,-35.71% ↘
241,242,Offenbach,2,29,8,-44.83% ↘
242,243,Mülheim a.d.Ruhr,1,29,11,-24.14% ↘
246,247,Freiburg i.Breisgau,0,30,9,-40.00% ↘
251,252,Zweibrücken,0,31,13,-16.13% ↘
252,253,Bielefeld,2,32,10,-37.50% ↘
260,261,Landshut,0,33,15,-9.09% ↘
262,263,Würzburg,0,33,18,9.09% ↗
264,265,Berlin Steglitz-Zehlendorf,0,34,10,-41.18% ↘
267,268,Ingolstadt,1,35,11,-37.14% ↘
279,280,Berlin Pankow,0,39,16,-17.95% ↘
283,284,Darmstadt,1,40,24,20.00% ↗
286,287,Solingen,0,40,15,-25.00% ↘
288,289,Leverkusen,0,41,16,-21.95% ↘
291,292,Bamberg,1,42,11,-47.62% ↘
292,293,Schweinfurt,1,42,11,-47.62% ↘
299,300,Kassel,0,45,14,-37.78% ↘
301,302,Berlin Charlottenburg-Wilmersdorf,0,46,14,-39.13% ↘
310,311,Berlin Marzahn-Hellersdorf,0,49,24,-2.04% ↘
311,312,Berlin Lichtenberg,0,49,14,-42.86% ↘
317,318,Berlin Tempelhof-Schöneberg,0,50,20,-20.00% ↘
321,322,Fürth,0,51,26,1.96% ↗
325,326,Mönchengladbach,0,54,17,-37.04% ↘
329,330,Ulm,0,55,24,-12.73% ↘
330,331,Pforzheim,1,56,20,-28.57% ↘
332,333,Ludwigshafen,0,56,27,-3.57% ↘
333,334,Berlin Neukölln,0,56,19,-32.14% ↘
338,339,Oberhausen,0,57,20,-29.82% ↘
343,344,Berlin Friedrichshain-Kreuzberg,0,59,30,1.69% ↗
346,347,Gelsenkirchen,0,61,19,-37.70% ↘
348,349,Krefeld,0,63,22,-30.16% ↘
349,350,Bochum,0,64,16,-50.00% ↘
352,353,Leipzig,1,66,24,-27.27% ↘
353,354,Berlin Reinickendorf,0,66,27,-18.18% ↘
363,364,Dresden,0,78,33,-15.38% ↘
366,367,Berlin Spandau,0,82,28,-31.71% ↘
372,373,Wiesbaden,0,88,24,-45.45% ↘
374,375,Heilbronn,0,90,29,-35.56% ↘
376,377,Mainz,0,91,23,-49.45% ↘
377,378,Hagen,0,92,37,-19.57% ↘
379,380,Bonn,0,96,22,-54.17% ↘
380,381,Berlin Mitte,0,96,37,-22.92% ↘
382,383,Mannheim,0,99,42,-15.15% ↘
386,387,Augsburg,0,107,36,-32.71% ↘
389,390,Bremen,0,112,47,-16.07% ↘
391,392,Düsseldorf,0,116,40,-31.03% ↘
393,394,Duisburg,0,122,44,-27.87% ↘
398,399,Wuppertal,0,136,42,-38.24% ↘
401,402,Essen,0,152,62,-18.42% ↘
404,405,Dortmund,0,171,71,-16.96% ↘
406,407,Stuttgart,0,204,60,-41.18% ↘
407,408,Nürnberg,0,233,91,-21.89% ↘
408,409,Köln,0,276,100,-27.54% ↘
409,410,Frankfurt am Main,0,284,139,-2.11% ↘
410,411,München,0,375,145,-22.67% ↘
411,412,Hamburg,0,471,231,-1.91% ↘
