,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Suhl,0,159,73,-8.18% ↘
4,5,Zweibrücken,0,256,155,21.09% ↗
6,7,Pirmasens,0,272,167,22.79% ↗
7,8,Coburg,0,305,177,16.07% ↗
9,10,Neustadt a.d.Weinstraße,0,329,199,20.97% ↗
13,14,Gera,0,350,192,9.71% ↗
14,15,Amberg,0,358,198,10.61% ↗
16,17,Hof,0,362,193,6.63% ↗
20,21,Ansbach,0,392,225,14.80% ↗
23,24,Weimar,0,406,218,7.39% ↗
25,26,Landau i.d.Pfalz,0,449,252,12.25% ↗
27,28,Straubing,0,455,279,22.64% ↗
30,31,Emden,0,475,306,28.84% ↗
31,32,Weiden i.d.OPf.,0,479,289,20.67% ↗
34,35,Schwabach,0,502,333,32.67% ↗
35,36,Memmingen,0,518,291,12.36% ↗
37,38,Kaufbeuren,0,534,282,5.62% ↗
40,41,Dessau-Roßlau,0,549,310,12.93% ↗
43,44,Wilhelmshaven,0,564,269,-4.61% ↘
46,47,Frankenthal,0,581,359,23.58% ↗
49,50,Passau,0,601,359,19.47% ↗
58,59,Bamberg,0,678,396,16.81% ↗
60,61,Frankfurt (Oder),0,689,473,37.30% ↗
62,63,Aschaffenburg,0,697,344,-1.29% ↘
67,68,Brandenburg a.d.Havel,0,751,473,25.97% ↗
68,69,Speyer,0,755,453,20.00% ↗
77,78,Jena,0,820,509,24.15% ↗
79,80,Kempten,0,865,518,19.77% ↗
82,83,Bayreuth,0,886,550,24.15% ↗
83,84,Worms,0,888,503,13.29% ↗
86,87,Baden-Baden,0,892,543,21.75% ↗
87,88,Schweinfurt,0,898,578,28.73% ↗
103,104,Chemnitz,0,979,575,17.47% ↗
107,108,Landshut,0,999,667,33.53% ↗
118,119,Rosenheim,0,1061,619,16.68% ↗
126,127,Schwerin,0,1085,677,24.79% ↗
129,130,Neumünster,0,1100,595,8.18% ↗
132,133,Erfurt,0,1127,616,9.32% ↗
133,134,Cottbus,0,1134,637,12.35% ↗
155,156,Wolfsburg,0,1278,697,9.08% ↗
156,157,Trier,0,1283,806,25.64% ↗
163,164,Berlin Marzahn-Hellersdorf,0,1337,843,26.10% ↗
175,176,Erlangen,0,1404,816,16.24% ↗
182,183,Flensburg,0,1483,855,15.31% ↗
183,184,Koblenz,0,1489,913,22.63% ↗
186,187,Pforzheim,0,1514,870,14.93% ↗
189,190,Heidelberg,0,1516,523,-31.00% ↘
194,195,Fürth,0,1547,986,27.47% ↗
197,198,Salzgitter,0,1576,1030,30.71% ↗
202,203,Bottrop,0,1616,971,20.17% ↗
205,206,Remscheid,0,1636,1079,31.91% ↗
206,207,Kaiserslautern,0,1650,958,16.12% ↗
213,214,Ulm,0,1761,1034,17.43% ↗
218,219,Heilbronn,0,1805,1089,20.66% ↗
222,223,Osnabrück,0,1871,1097,17.26% ↗
223,224,Delmenhorst,0,1880,1065,13.30% ↗
229,230,Würzburg,0,1929,1211,25.56% ↗
236,237,Halle,0,1982,1194,20.48% ↗
237,238,Ludwigshafen,0,1989,1184,19.05% ↗
242,243,Oldenburg,0,2050,1170,14.15% ↗
248,249,Magdeburg,0,2103,1224,16.41% ↗
249,250,Offenbach,0,2121,1169,10.23% ↗
250,251,Rostock,0,2129,1232,15.74% ↗
251,252,Hagen,0,2159,1413,30.89% ↗
255,256,Regensburg,0,2226,1234,10.87% ↗
262,263,Bremerhaven,0,2339,1349,15.35% ↗
264,265,Hamm,0,2413,1469,21.76% ↗
265,266,Kassel,0,2453,1465,19.45% ↗
266,267,Braunschweig,0,2468,1431,15.96% ↗
270,271,Herne,0,2481,1603,29.22% ↗
279,280,Ingolstadt,0,2588,1588,22.72% ↗
282,283,Leverkusen,0,2694,1554,15.37% ↗
285,286,Mülheim a.d.Ruhr,0,2705,1768,30.72% ↗
298,299,Oberhausen,0,2881,1786,23.98% ↗
300,301,Solingen,0,2931,1817,23.98% ↗
309,310,Darmstadt,0,3063,1986,29.68% ↗
320,321,Mönchengladbach,0,3273,1883,15.06% ↗
325,326,Mainz,0,3399,2155,26.80% ↗
333,334,Münster,0,3689,1786,-3.17% ↘
334,335,Bielefeld,0,3716,2082,12.06% ↗
335,336,Gelsenkirchen,0,3724,2476,32.98% ↗
340,341,Freiburg i.Breisgau,0,3918,2304,17.61% ↗
342,343,Krefeld,0,3952,2453,24.14% ↗
346,347,Karlsruhe,0,4067,2363,16.20% ↗
347,348,Mannheim,0,4067,2298,13.01% ↗
348,349,Potsdam,0,4067,2626,29.14% ↗
350,351,Lübeck,0,4164,2263,8.69% ↗
355,356,Bochum,0,4438,2625,18.30% ↗
362,363,Augsburg,0,4706,2948,25.29% ↗
363,364,Kiel,0,4786,2694,12.58% ↗
366,367,Berlin Treptow-Köpenick,0,4929,2900,17.67% ↗
368,369,Berlin Steglitz-Zehlendorf,0,5123,2423,-5.41% ↘
370,371,Dresden,0,5191,3303,27.26% ↗
371,372,Wiesbaden,0,5440,3511,29.08% ↗
372,373,Bonn,0,5545,3815,37.60% ↗
377,378,Leipzig,0,5765,3644,26.42% ↗
380,381,Berlin Lichtenberg,0,6029,3478,15.38% ↗
381,382,Berlin Reinickendorf,0,6031,2860,-5.16% ↘
383,384,Berlin Spandau,0,6152,3902,26.85% ↗
386,387,Berlin Tempelhof-Schöneberg,0,6252,2971,-4.96% ↘
388,389,Wuppertal,0,6429,3917,21.85% ↗
390,391,Nürnberg,0,6769,3904,15.35% ↗
391,392,Berlin Charlottenburg-Wilmersdorf,0,6823,3778,10.74% ↗
393,394,Duisburg,0,7009,4498,28.35% ↗
395,396,Düsseldorf,0,7439,3375,-9.26% ↘
396,397,Stuttgart,0,7516,4377,16.47% ↗
399,400,Essen,0,8133,5095,25.29% ↗
