,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,1,98,56,14.29% ↗
3,4,Weiden i.d.OPf.,0,136,61,-10.29% ↘
5,6,Wilhelmshaven,2,173,37,-57.23% ↘
7,8,Zweibrücken,1,183,73,-20.22% ↘
8,9,Pirmasens,1,192,64,-33.33% ↘
9,10,Passau,0,204,89,-12.75% ↘
11,12,Amberg,0,214,84,-21.50% ↘
13,14,Schwabach,0,221,101,-8.60% ↘
17,18,Delmenhorst,1,241,129,7.05% ↗
18,19,Aschaffenburg,0,243,113,-7.00% ↘
24,25,Landau i.d.Pfalz,0,256,97,-24.22% ↘
26,27,Neumünster,0,260,123,-5.38% ↘
27,28,Straubing,0,262,125,-4.58% ↘
28,29,Memmingen,0,264,111,-15.91% ↘
29,30,Kaufbeuren,0,275,110,-20.00% ↘
30,31,Ansbach,0,281,118,-16.01% ↘
32,33,Landshut,0,285,99,-30.53% ↘
34,35,Hof,0,292,127,-13.01% ↘
35,36,Baden-Baden,0,293,132,-9.90% ↘
37,38,Bayreuth,0,298,116,-22.15% ↘
39,40,Neustadt a.d.Weinstraße,0,304,108,-28.95% ↘
47,48,Trier,0,318,134,-15.72% ↘
48,49,Erlangen,0,333,156,-6.31% ↘
50,51,Speyer,1,336,104,-38.10% ↘
56,57,Frankenthal,0,353,151,-14.45% ↘
59,60,Flensburg,0,373,179,-4.02% ↘
64,65,Oldenburg,1,379,190,0.26% ↗
67,68,Rosenheim,0,386,154,-20.21% ↘
69,70,Bremerhaven,0,393,185,-5.85% ↘
74,75,Bottrop,0,400,192,-4.00% ↘
75,76,Worms,1,401,169,-15.71% ↘
83,84,Kempten,0,435,197,-9.43% ↘
84,85,Salzgitter,1,436,174,-20.18% ↘
87,88,Schwerin,0,441,198,-10.20% ↘
88,89,Koblenz,0,441,181,-17.91% ↘
89,90,Coburg,0,444,184,-17.12% ↘
94,95,Bamberg,0,476,169,-28.99% ↘
108,109,Wolfsburg,1,538,231,-14.13% ↘
109,110,Osnabrück,1,538,206,-23.42% ↘
111,112,Schweinfurt,0,540,220,-18.52% ↘
118,119,Suhl,0,562,240,-14.59% ↘
120,121,Mülheim a.d.Ruhr,1,567,286,0.88% ↗
123,124,Würzburg,0,574,257,-10.45% ↘
132,133,Darmstadt,0,608,279,-8.22% ↘
134,135,Kaiserslautern,0,611,289,-5.40% ↘
142,143,Frankfurt (Oder),0,630,279,-11.43% ↘
157,158,Mainz,0,688,345,0.29% ↗
161,162,Remscheid,0,703,306,-12.94% ↘
164,165,Ulm,0,706,299,-15.30% ↘
173,174,Heidelberg,0,740,325,-12.16% ↘
174,175,Braunschweig,1,757,365,-3.57% ↘
176,177,Fürth,0,764,336,-12.04% ↘
179,180,Kiel,0,769,364,-5.33% ↘
183,184,Hamm,0,777,330,-15.06% ↘
187,188,Herne,0,791,360,-8.98% ↘
191,192,Lübeck,0,799,308,-22.90% ↘
192,193,Leverkusen,0,800,380,-5.00% ↘
193,194,Regensburg,0,803,328,-18.31% ↘
197,198,Solingen,0,826,399,-3.39% ↘
201,202,Kassel,0,847,368,-13.11% ↘
206,207,Ingolstadt,0,863,345,-20.05% ↘
210,211,Offenbach,0,876,367,-16.21% ↘
221,222,Hagen,0,934,418,-10.49% ↘
222,223,Weimar,0,938,434,-7.46% ↘
223,224,Dessau-Roßlau,1,940,364,-22.55% ↘
226,227,Mönchengladbach,0,943,379,-19.62% ↘
227,228,Gelsenkirchen,1,944,411,-12.92% ↘
