,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Zweibrücken,1,19,6,-36.84% ↘
3,4,Emden,0,28,15,7.14% ↗
4,5,Suhl,0,29,21,44.83% ↗
5,6,Weiden i.d.OPf.,0,29,15,3.45% ↗
8,9,Coburg,1,32,15,-6.25% ↘
15,16,Frankfurt (Oder),0,38,26,36.84% ↗
18,19,Pirmasens,0,44,33,50.00% ↗
21,22,Dessau-Roßlau,0,47,27,14.89% ↗
32,33,Hof,0,61,35,14.75% ↗
36,37,Flensburg,0,64,28,-12.50% ↘
37,38,Wilhelmshaven,0,64,21,-34.38% ↘
39,40,Straubing,0,65,32,-1.54% ↘
41,42,Ansbach,0,67,25,-25.37% ↘
42,43,Kaufbeuren,0,67,16,-52.24% ↘
48,49,Schwerin,0,71,51,43.66% ↗
50,51,Bamberg,0,72,34,-5.56% ↘
57,58,Trier,0,76,37,-2.63% ↘
61,62,Baden-Baden,0,78,37,-5.13% ↘
62,63,Remscheid,0,79,41,3.80% ↗
64,65,Memmingen,0,80,48,20.00% ↗
65,66,Landau i.d.Pfalz,0,81,30,-25.93% ↘
71,72,Weimar,0,83,48,15.66% ↗
75,76,Koblenz,0,86,51,18.60% ↗
76,77,Schwabach,0,86,38,-11.63% ↘
85,86,Brandenburg a.d.Havel,0,91,43,-5.49% ↘
86,87,Passau,0,91,44,-3.30% ↘
92,93,Kempten,0,97,43,-11.34% ↘
93,94,Lübeck,0,97,45,-7.22% ↘
94,95,Rostock,1,98,59,20.41% ↗
97,98,Delmenhorst,0,98,55,12.24% ↗
102,103,Neumünster,0,102,46,-9.80% ↘
107,108,Speyer,0,105,51,-2.86% ↘
108,109,Heidelberg,0,106,37,-30.19% ↘
110,111,Amberg,0,108,71,31.48% ↗
114,115,Wolfsburg,0,111,41,-26.13% ↘
116,117,Neustadt a.d.Weinstraße,0,112,37,-33.93% ↘
117,118,Bayreuth,0,113,66,16.81% ↗
118,119,Osnabrück,0,116,46,-20.69% ↘
123,124,Frankenthal,0,120,70,16.67% ↗
124,125,Bottrop,0,121,55,-9.09% ↘
130,131,Cottbus,0,125,53,-15.20% ↘
136,137,Gera,0,128,71,10.94% ↗
144,145,Jena,0,137,71,3.65% ↗
149,150,Erlangen,0,141,62,-12.06% ↘
153,154,Magdeburg,0,143,87,21.68% ↗
154,155,Aschaffenburg,0,144,70,-2.78% ↘
162,163,Landshut,0,154,76,-1.30% ↘
169,170,Braunschweig,0,162,65,-19.75% ↘
173,174,Halle,0,163,53,-34.97% ↘
174,175,Salzgitter,0,163,67,-17.79% ↘
177,178,Schweinfurt,0,168,93,10.71% ↗
180,181,Chemnitz,0,170,117,37.65% ↗
187,188,Rosenheim,0,176,90,2.27% ↗
195,196,Herne,0,183,97,6.01% ↗
198,199,Solingen,0,185,109,17.84% ↗
207,208,Worms,0,192,95,-1.04% ↘
219,220,Kaiserslautern,0,208,115,10.58% ↗
220,221,Würzburg,0,209,89,-14.83% ↘
228,229,Krefeld,0,216,111,2.78% ↗
230,231,Ulm,0,217,118,8.76% ↗
232,233,Oldenburg,0,218,104,-4.59% ↘
245,246,Hamm,0,233,82,-29.61% ↘
247,248,Kiel,0,237,114,-3.80% ↘
248,249,Mülheim a.d.Ruhr,0,238,101,-15.13% ↘
250,251,Potsdam,0,240,120,0.00% →
253,254,Kassel,0,242,119,-1.65% ↘
269,270,Ingolstadt,0,252,116,-7.94% ↘
273,274,Regensburg,0,264,112,-15.15% ↘
275,276,Darmstadt,0,266,132,-0.75% ↘
276,277,Berlin Steglitz-Zehlendorf,0,267,134,0.37% ↗
277,278,Münster,0,267,90,-32.58% ↘
291,292,Leverkusen,0,287,112,-21.95% ↘
301,302,Berlin Marzahn-Hellersdorf,0,297,154,3.70% ↗
302,303,Berlin Treptow-Köpenick,0,298,181,21.48% ↗
307,308,Heilbronn,0,306,175,14.38% ↗
309,310,Fürth,0,312,184,17.95% ↗
311,312,Berlin Lichtenberg,0,315,153,-2.86% ↘
312,313,Erfurt,0,318,188,18.24% ↗
314,315,Oberhausen,0,320,145,-9.38% ↘
318,319,Bochum,0,329,170,3.34% ↗
322,323,Mainz,0,336,197,17.26% ↗
325,326,Ludwigshafen,0,340,167,-1.76% ↘
332,333,Freiburg i.Breisgau,0,366,153,-16.39% ↘
334,335,Offenbach,0,370,176,-4.86% ↘
341,342,Berlin Charlottenburg-Wilmersdorf,0,400,211,5.50% ↗
343,344,Berlin Spandau,0,404,198,-1.98% ↘
344,345,Bonn,0,409,187,-8.56% ↘
347,348,Wiesbaden,0,412,208,0.97% ↗
349,350,Mönchengladbach,0,415,221,6.51% ↗
353,354,Bielefeld,0,437,209,-4.35% ↘
354,355,Karlsruhe,0,440,202,-8.18% ↘
356,357,Leipzig,0,453,249,9.93% ↗
358,359,Gelsenkirchen,0,459,253,10.24% ↗
363,364,Berlin Pankow,0,505,265,4.95% ↗
364,365,Hagen,0,511,283,10.76% ↗
365,366,Berlin Reinickendorf,0,544,289,6.25% ↗
366,367,Berlin Tempelhof-Schöneberg,0,545,281,3.12% ↗
371,372,Berlin Friedrichshain-Kreuzberg,0,583,348,19.38% ↗
372,373,Pforzheim,0,584,295,1.03% ↗
