,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Emden,0,136,84,23.53% ↗
2,3,Pirmasens,0,138,81,17.39% ↗
4,5,Zweibrücken,0,156,104,33.33% ↗
7,8,Wilhelmshaven,0,210,108,2.86% ↗
11,12,Flensburg,0,247,140,13.36% ↗
12,13,Trier,0,266,162,21.80% ↗
13,14,Hof,0,279,127,-8.96% ↘
24,25,Amberg,0,330,174,5.45% ↗
27,28,Neumünster,0,331,181,9.37% ↗
30,31,Delmenhorst,0,335,180,7.46% ↗
31,32,Frankenthal,0,340,197,15.88% ↗
32,33,Coburg,0,357,178,-0.28% ↘
34,35,Koblenz,0,367,226,23.16% ↗
36,37,Neustadt a.d.Weinstraße,0,378,242,28.04% ↗
37,38,Bremerhaven,0,381,232,21.78% ↗
40,41,Osnabrück,0,400,179,-10.50% ↘
41,42,Weiden i.d.OPf.,0,403,245,21.59% ↗
44,45,Kaiserslautern,0,409,252,23.23% ↗
51,52,Bottrop,0,435,226,3.91% ↗
52,53,Landau i.d.Pfalz,0,435,251,15.40% ↗
56,57,Speyer,0,442,268,21.27% ↗
58,59,Remscheid,0,444,255,14.86% ↗
59,60,Ansbach,0,447,254,13.65% ↗
60,61,Brandenburg a.d.Havel,0,456,276,21.05% ↗
64,65,Baden-Baden,0,470,282,20.00% ↗
71,72,Schweinfurt,0,492,255,3.66% ↗
72,73,Schwabach,0,501,241,-3.79% ↘
73,74,Schwerin,0,509,353,38.70% ↗
74,75,Oldenburg,0,518,334,28.96% ↗
76,77,Suhl,0,529,320,20.98% ↗
84,85,Wolfsburg,0,554,337,21.66% ↗
87,88,Weimar,0,559,288,3.04% ↗
92,93,Kaufbeuren,0,592,361,21.96% ↗
96,97,Bayreuth,0,598,360,20.40% ↗
98,99,Mülheim a.d.Ruhr,0,609,359,17.90% ↗
99,100,Worms,0,611,332,8.67% ↗
101,102,Frankfurt (Oder),0,617,390,26.42% ↗
102,103,Kiel,0,620,351,13.23% ↗
107,108,Aschaffenburg,0,638,343,7.52% ↗
109,110,Straubing,0,640,320,0.00% →
114,115,Bamberg,0,666,356,6.91% ↗
115,116,Memmingen,0,667,320,-4.05% ↘
119,120,Lübeck,0,680,358,5.29% ↗
120,121,Oberhausen,0,685,401,17.08% ↗
122,123,Passau,0,694,332,-4.32% ↘
125,126,Kassel,0,707,421,19.09% ↗
126,127,Salzgitter,0,713,408,14.45% ↗
130,131,Herne,0,724,432,19.34% ↗
132,133,Erlangen,0,738,389,5.42% ↗
133,134,Heidelberg,0,740,402,8.65% ↗
134,135,Darmstadt,0,741,462,24.70% ↗
136,137,Braunschweig,0,755,462,22.38% ↗
142,143,Hamm,0,804,494,22.89% ↗
146,147,Mainz,0,840,430,2.38% ↗
147,148,Landshut,0,861,448,4.07% ↗
149,150,Offenbach,0,875,417,-4.69% ↘
150,151,Dessau-Roßlau,0,877,486,10.83% ↗
151,152,Würzburg,0,878,519,18.22% ↗
