,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Eisenach,21,0,0,0.00% →
5,6,Hof,4,1,1,100.00% ↗
17,18,Weimar,0,3,3,100.00% ↗
18,19,Schwabach,10,4,0,-100.00% ↘
23,24,Straubing,0,4,2,0.00% →
24,25,Brandenburg a.d.Havel,0,4,3,50.00% ↗
28,29,Coburg,0,5,4,60.00% ↗
30,31,Neustadt a.d.Weinstraße,0,5,4,60.00% ↗
31,32,Suhl,7,6,0,-100.00% ↘
36,37,Jena,3,6,5,66.67% ↗
44,45,Bayreuth,0,6,3,0.00% →
45,46,Ansbach,0,6,3,0.00% →
47,48,Dessau-Roßlau,0,6,3,0.00% →
56,57,Weiden i.d.OPf.,0,7,5,42.86% ↗
57,58,Passau,0,7,3,-14.29% ↘
58,59,Emden,6,8,2,-50.00% ↘
60,61,Zweibrücken,1,8,2,-50.00% ↘
63,64,Memmingen,4,9,3,-33.33% ↘
69,70,Kempten,2,10,3,-40.00% ↘
78,79,Frankenthal,0,10,8,60.00% ↗
85,86,Kaufbeuren,0,12,8,33.33% ↗
86,87,Magdeburg,0,12,3,-50.00% ↘
92,93,Rosenheim,0,13,9,38.46% ↗
93,94,Chemnitz,0,13,11,69.23% ↗
96,97,Frankfurt (Oder),0,14,10,42.86% ↗
98,99,Pirmasens,0,14,10,42.86% ↗
110,111,Schweinfurt,0,16,9,12.50% ↗
111,112,Worms,0,16,4,-50.00% ↘
114,115,Gera,0,17,14,64.71% ↗
127,128,Erfurt,0,19,11,15.79% ↗
128,129,Landshut,0,19,11,15.79% ↗
129,130,Speyer,4,20,6,-40.00% ↘
133,134,Fürth,0,20,9,-10.00% ↘
138,139,Landau i.d.Pfalz,0,20,11,10.00% ↗
139,140,Remscheid,0,20,16,60.00% ↗
145,146,Bottrop,1,22,14,27.27% ↗
148,149,Aschaffenburg,0,22,13,18.18% ↗
149,150,Wilhelmshaven,4,23,5,-56.52% ↘
155,156,Baden-Baden,0,23,12,4.35% ↗
161,162,Amberg,0,24,10,-16.67% ↘
164,165,Halle,0,25,14,12.00% ↗
165,166,Pforzheim,0,25,21,68.00% ↗
175,176,Bremerhaven,0,26,16,23.08% ↗
176,177,Delmenhorst,3,27,10,-25.93% ↘
190,191,Flensburg,0,28,24,71.43% ↗
191,192,Cottbus,0,28,11,-21.43% ↘
197,198,Rostock,0,30,17,13.33% ↗
198,199,Potsdam,0,30,15,0.00% →
199,200,Erlangen,0,30,14,-6.67% ↘
204,205,Mülheim a.d.Ruhr,0,31,22,41.94% ↗
207,208,Kassel,0,32,17,6.25% ↗
212,213,Neumünster,0,33,22,33.33% ↗
215,216,Koblenz,0,34,22,29.41% ↗
217,218,Schwerin,0,35,23,31.43% ↗
235,236,Herne,0,39,25,28.21% ↗
253,254,Heidelberg,0,45,31,37.78% ↗
258,259,Heilbronn,0,47,32,36.17% ↗
261,262,Würzburg,0,47,24,2.13% ↗
264,265,Trier,0,50,21,-16.00% ↘
268,269,Ingolstadt,0,51,27,5.88% ↗
270,271,Bamberg,0,51,24,-5.88% ↘
272,273,Berlin Marzahn-Hellersdorf,0,52,35,34.62% ↗
276,277,Gelsenkirchen,0,55,33,20.00% ↗
279,280,Oldenburg,0,55,27,-1.82% ↘
280,281,Berlin Treptow-Köpenick,0,56,26,-7.14% ↘
281,282,Ludwigshafen,0,56,38,35.71% ↗
282,283,Oberhausen,0,56,27,-3.57% ↘
288,289,Hagen,0,59,34,15.25% ↗
290,291,Braunschweig,0,60,34,13.33% ↗
302,303,Ulm,0,65,34,4.62% ↗
304,305,Salzgitter,0,66,46,39.39% ↗
313,314,Hamm,0,70,46,31.43% ↗
314,315,Leverkusen,0,70,40,14.29% ↗
315,316,Regensburg,0,72,37,2.78% ↗
316,317,Offenbach,0,72,41,13.89% ↗
318,319,Kaiserslautern,0,73,35,-4.11% ↘
321,322,Mönchengladbach,0,75,52,38.67% ↗
324,325,Osnabrück,0,76,55,44.74% ↗
329,330,Karlsruhe,0,84,35,-16.67% ↘
338,339,Berlin Lichtenberg,0,92,43,-6.52% ↘
339,340,Mannheim,0,94,68,44.68% ↗
340,341,Mainz,0,96,45,-6.25% ↘
341,342,Münster,0,96,38,-20.83% ↘
344,345,Krefeld,0,97,50,3.09% ↗
