,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Frankfurt (Oder),1,8,3,-25.00% ↘
2,3,Suhl,2,12,5,-16.67% ↘
5,6,Eisenach,4,17,5,-41.18% ↘
11,12,Pirmasens,0,21,8,-23.81% ↘
16,17,Dessau-Roßlau,1,23,11,-4.35% ↘
20,21,Weimar,0,25,16,28.00% ↗
22,23,Brandenburg a.d.Havel,1,27,15,11.11% ↗
33,34,Coburg,0,33,18,9.09% ↗
35,36,Jena,0,33,24,45.45% ↗
36,37,Ansbach,2,34,22,29.41% ↗
39,40,Zweibrücken,1,35,13,-25.71% ↘
41,42,Hof,0,35,27,54.29% ↗
62,63,Gera,1,48,20,-16.67% ↘
64,65,Emden,0,48,30,25.00% ↗
66,67,Wilhelmshaven,0,49,27,10.20% ↗
68,69,Bayreuth,0,50,37,48.00% ↗
70,71,Schwabach,0,52,39,50.00% ↗
71,72,Weiden i.d.OPf.,0,54,24,-11.11% ↘
81,82,Kaufbeuren,0,59,33,11.86% ↗
86,87,Landau i.d.Pfalz,0,60,38,26.67% ↗
90,91,Amberg,0,62,32,3.23% ↗
93,94,Straubing,0,64,32,0.00% →
98,99,Passau,0,71,55,54.93% ↗
102,103,Frankenthal,1,76,52,36.84% ↗
104,105,Speyer,1,77,43,11.69% ↗
106,107,Schwerin,0,77,34,-11.69% ↘
108,109,Bamberg,0,79,44,11.39% ↗
109,110,Neustadt a.d.Weinstraße,0,80,54,35.00% ↗
110,111,Aschaffenburg,0,80,40,0.00% →
114,115,Magdeburg,0,86,39,-9.30% ↘
116,117,Kempten,0,87,58,33.33% ↗
123,124,Cottbus,0,93,44,-5.38% ↘
125,126,Erlangen,0,93,53,13.98% ↗
141,142,Erfurt,1,102,70,37.25% ↗
143,144,Landshut,0,102,72,41.18% ↗
147,148,Kaiserslautern,1,107,53,-0.93% ↘
155,156,Memmingen,0,110,76,38.18% ↗
156,157,Baden-Baden,0,111,69,24.32% ↗
157,158,Delmenhorst,1,112,80,42.86% ↗
161,162,Potsdam,0,119,59,-0.84% ↘
162,163,Chemnitz,0,120,69,15.00% ↗
164,165,Halle,0,120,54,-10.00% ↘
175,176,Flensburg,0,131,56,-14.50% ↘
181,182,Trier,0,134,77,14.93% ↗
190,191,Neumünster,0,145,70,-3.45% ↘
195,196,Schweinfurt,0,149,105,40.94% ↗
211,212,Worms,0,166,80,-3.61% ↘
215,216,Heidelberg,0,169,112,32.54% ↗
216,217,Ulm,0,172,107,24.42% ↗
221,222,Salzgitter,0,173,116,34.10% ↗
224,225,Fürth,0,176,116,31.82% ↗
245,246,Oldenburg,0,197,110,11.68% ↗
246,247,Würzburg,0,197,135,37.06% ↗
247,248,Wolfsburg,0,197,133,35.03% ↗
249,250,Pforzheim,0,204,115,12.75% ↗
254,255,Darmstadt,0,217,135,24.42% ↗
256,257,Rosenheim,0,220,140,27.27% ↗
263,264,Bremerhaven,0,228,150,31.58% ↗
264,265,Ingolstadt,0,229,130,13.54% ↗
265,266,Leipzig,0,231,114,-1.30% ↘
266,267,Osnabrück,0,235,139,18.30% ↗
271,272,Berlin Treptow-Köpenick,0,240,133,10.83% ↗
272,273,Regensburg,0,240,141,17.50% ↗
283,284,Braunschweig,0,253,159,25.69% ↗
285,286,Lübeck,0,255,163,27.84% ↗
