,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Suhl,0,276,194,40.58% ↗
4,5,Coburg,0,529,334,26.28% ↗
10,11,Neustadt a.d.Weinstraße,0,627,308,-1.75% ↘
12,13,Gera,0,648,423,30.56% ↗
13,14,Weimar,0,654,378,15.60% ↗
14,15,Zweibrücken,0,680,439,29.12% ↗
15,16,Hof,0,702,419,19.37% ↗
21,22,Pirmasens,0,783,458,16.99% ↗
23,24,Frankenthal,0,857,456,6.42% ↗
24,25,Landau i.d.Pfalz,0,874,504,15.33% ↗
26,27,Emden,0,899,531,18.13% ↗
29,30,Speyer,0,924,519,12.34% ↗
30,31,Weiden i.d.OPf.,0,958,592,23.59% ↗
33,34,Amberg,0,980,621,26.73% ↗
34,35,Memmingen,0,992,562,13.31% ↗
38,39,Ansbach,0,1050,682,29.90% ↗
39,40,Passau,0,1081,614,13.60% ↗
44,45,Schwabach,0,1133,598,5.56% ↗
45,46,Kaufbeuren,0,1152,664,15.28% ↗
49,50,Wilhelmshaven,0,1230,659,7.15% ↗
51,52,Straubing,0,1246,710,13.96% ↗
55,56,Jena,0,1282,713,11.23% ↗
60,61,Dessau-Roßlau,0,1357,944,39.13% ↗
61,62,Bamberg,0,1360,914,34.41% ↗
68,69,Baden-Baden,0,1494,786,5.22% ↗
71,72,Schweinfurt,0,1535,883,15.05% ↗
72,73,Aschaffenburg,0,1558,1087,39.54% ↗
74,75,Brandenburg a.d.Havel,0,1585,871,9.91% ↗
80,81,Worms,0,1725,952,10.38% ↗
81,82,Cottbus,0,1737,955,9.96% ↗
84,85,Chemnitz,0,1779,1094,22.99% ↗
85,86,Frankfurt (Oder),0,1809,1089,20.40% ↗
86,87,Kempten,0,1812,1011,11.59% ↗
90,91,Erfurt,0,1869,1066,14.07% ↗
92,93,Neumünster,0,1911,957,0.16% ↗
95,96,Erlangen,0,1951,917,-6.00% ↘
97,98,Bayreuth,0,1958,1218,24.41% ↗
111,112,Koblenz,0,2147,663,-38.24% ↘
113,114,Delmenhorst,0,2157,1014,-5.98% ↘
116,117,Heidelberg,0,2173,1187,9.25% ↗
119,120,Flensburg,0,2201,1122,1.95% ↗
120,121,Landshut,0,2221,1287,15.89% ↗
129,130,Rosenheim,0,2345,1365,16.42% ↗
135,136,Wolfsburg,0,2410,1433,18.92% ↗
137,138,Kaiserslautern,0,2465,1368,10.99% ↗
148,149,Osnabrück,0,2643,1039,-21.38% ↘
157,158,Trier,0,2717,1597,17.56% ↗
172,173,Schwerin,0,2924,1558,6.57% ↗
174,175,Salzgitter,0,2939,1603,9.08% ↗
184,185,Pforzheim,0,3113,1836,17.96% ↗
203,204,Heilbronn,0,3475,1856,6.82% ↗
207,208,Bremerhaven,0,3512,1482,-15.60% ↘
217,218,Regensburg,0,3691,1924,4.25% ↗
222,223,Bottrop,0,3775,2217,17.46% ↗
223,224,Magdeburg,0,3783,2435,28.73% ↗
224,225,Rostock,0,3799,1914,0.76% ↗
235,236,Ulm,0,3948,2350,19.05% ↗
239,240,Braunschweig,0,3982,2016,1.26% ↗
240,241,Ludwigshafen,0,3994,2367,18.53% ↗
242,243,Berlin Marzahn-Hellersdorf,0,4072,2124,4.32% ↗
245,246,Fürth,0,4095,2483,21.27% ↗
247,248,Oldenburg,0,4119,2046,-0.66% ↘
262,263,Würzburg,0,4465,2547,14.09% ↗
265,266,Leverkusen,0,4558,2498,9.61% ↗
267,268,Mülheim a.d.Ruhr,0,4576,1864,-18.53% ↘
272,273,Kiel,0,4659,2126,-8.74% ↘
273,274,Lübeck,0,4684,2275,-2.86% ↘
274,275,Halle,0,4709,2837,20.49% ↗
276,277,Kassel,0,4752,2879,21.17% ↗
277,278,Remscheid,0,4812,2944,22.36% ↗
284,285,Hagen,0,4982,2734,9.76% ↗
289,290,Oberhausen,0,5155,2608,1.18% ↗
291,292,Mannheim,0,5241,2705,3.22% ↗
294,295,Herne,0,5281,3007,13.88% ↗
297,298,Hamm,0,5358,3035,13.29% ↗
298,299,Ingolstadt,0,5362,3075,14.70% ↗
301,302,Darmstadt,0,5465,2785,1.92% ↗
