,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
1,2,Straubing,24,0,0,0.00% →
2,3,Dessau-Roßlau,23,0,0,0.00% →
3,4,Wilhelmshaven,20,0,0,0.00% →
6,7,Suhl,18,0,0,0.00% →
13,14,Amberg,14,0,0,0.00% →
28,29,Magdeburg,0,1,1,100.00% ↗
29,30,Kaufbeuren,0,1,1,100.00% ↗
32,33,Landau i.d.Pfalz,9,2,0,-100.00% ↘
33,34,Frankfurt (Oder),8,2,0,-100.00% ↘
34,35,Weiden i.d.OPf.,6,2,1,0.00% →
38,39,Mülheim a.d.Ruhr,4,2,1,0.00% →
40,41,Pirmasens,3,2,1,0.00% →
42,43,Jena,3,2,1,0.00% →
45,46,Memmingen,3,2,1,0.00% →
46,47,Weimar,3,2,2,100.00% ↗
48,49,Brandenburg a.d.Havel,2,2,1,0.00% →
51,52,Bayreuth,1,2,1,0.00% →
56,57,Passau,11,3,0,-100.00% ↘
57,58,Kempten,7,3,0,-100.00% ↘
65,66,Schwabach,2,3,1,-33.33% ↘
68,69,Rosenheim,1,3,2,33.33% ↗
72,73,Flensburg,0,3,2,33.33% ↗
74,75,Speyer,8,4,0,-100.00% ↘
75,76,Hof,7,4,0,-100.00% ↘
76,77,Emden,4,4,2,0.00% →
77,78,Potsdam,3,4,2,0.00% →
78,79,Coburg,3,4,3,50.00% ↗
80,81,Erfurt,2,4,3,50.00% ↗
88,89,Zweibrücken,7,5,0,-100.00% ↘
92,93,Frankenthal,3,5,1,-60.00% ↘
108,109,Eisenach,2,6,2,-33.33% ↘
113,114,Neustadt a.d.Weinstraße,0,6,5,66.67% ↗
126,127,Delmenhorst,1,7,6,71.43% ↗
130,131,Neumünster,0,7,2,-42.86% ↘
131,132,Cottbus,0,7,6,71.43% ↗
132,133,Schwerin,0,7,4,14.29% ↗
138,139,Remscheid,5,8,1,-75.00% ↘
145,146,Halle,1,8,6,50.00% ↗
146,147,Oldenburg,1,8,5,25.00% ↗
148,149,Bremerhaven,1,8,8,100.00% ↗
158,159,Rostock,1,9,4,-11.11% ↘
159,160,Gera,1,9,4,-11.11% ↘
172,173,Salzgitter,1,10,3,-40.00% ↘
176,177,Erlangen,0,10,5,0.00% →
188,189,Worms,0,11,8,45.45% ↗
193,194,Trier,1,12,8,33.33% ↗
194,195,Ansbach,1,12,2,-66.67% ↘
198,199,Ingolstadt,5,13,4,-38.46% ↘
203,204,Bamberg,0,13,4,-38.46% ↘
215,216,Herne,0,14,8,14.29% ↗
219,220,Bottrop,1,15,10,33.33% ↗
222,223,Mönchengladbach,1,15,6,-20.00% ↘
226,227,Koblenz,2,16,12,50.00% ↗
229,230,Bielefeld,1,16,11,37.50% ↗
230,231,Lübeck,0,16,13,62.50% ↗
231,232,Pforzheim,0,16,5,-37.50% ↘
232,233,Aschaffenburg,0,16,9,12.50% ↗
237,238,Osnabrück,1,17,10,17.65% ↗
239,240,Chemnitz,0,17,8,-5.88% ↘
245,246,Kaiserslautern,1,18,11,22.22% ↗
249,250,Landshut,0,18,5,-44.44% ↘
250,251,Schweinfurt,0,18,6,-33.33% ↘
253,254,Freiburg i.Breisgau,2,19,10,5.26% ↗
276,277,Wolfsburg,1,21,12,14.29% ↗
279,280,Leverkusen,1,21,5,-52.38% ↘
280,281,Münster,0,21,13,23.81% ↗
285,286,Berlin Steglitz-Zehlendorf,1,22,11,0.00% →
286,287,Kiel,0,22,9,-18.18% ↘
292,293,Berlin Spandau,2,24,7,-41.67% ↘
293,294,Regensburg,0,24,17,41.67% ↗
294,295,Kassel,0,24,9,-25.00% ↘
296,297,Baden-Baden,0,24,11,-8.33% ↘
298,299,Solingen,0,25,16,28.00% ↗
299,300,Ulm,0,25,13,4.00% ↗
304,305,Berlin Tempelhof-Schöneberg,1,27,9,-33.33% ↘
306,307,Darmstadt,0,27,12,-11.11% ↘
307,308,Berlin Lichtenberg,2,28,10,-28.57% ↘
310,311,Hamm,0,28,9,-35.71% ↘
313,314,Mannheim,0,29,11,-24.14% ↘
314,315,Oberhausen,0,29,16,10.34% ↗
316,317,Heidelberg,0,29,17,17.24% ↗
317,318,Braunschweig,0,29,21,44.83% ↗
322,323,Berlin Pankow,1,30,12,-20.00% ↘
323,324,Mainz,0,30,14,-6.67% ↘
327,328,Berlin Treptow-Köpenick,1,31,15,-3.23% ↘
331,332,Würzburg,0,32,15,-6.25% ↘
334,335,Bochum,0,33,13,-21.21% ↘
336,337,Gelsenkirchen,1,34,19,11.76% ↗
339,340,Fürth,1,35,16,-8.57% ↘
341,342,Bonn,0,35,19,8.57% ↗
343,344,Berlin Marzahn-Hellersdorf,2,36,11,-38.89% ↘
346,347,Berlin Friedrichshain-Kreuzberg,1,37,22,18.92% ↗
348,349,Berlin Charlottenburg-Wilmersdorf,1,37,22,18.92% ↗
349,350,Hagen,0,37,15,-18.92% ↘
350,351,Krefeld,0,37,15,-18.92% ↘
351,352,Berlin Neukölln,1,38,14,-26.32% ↘
352,353,Offenbach,0,38,29,52.63% ↗
356,357,Karlsruhe,0,40,32,60.00% ↗
363,364,Duisburg,0,42,19,-9.52% ↘
367,368,Wiesbaden,1,43,15,-30.23% ↘
