,Rank,District/County Town,COVID-Free Days,New Cases in Last 14 Days,Last 7 Days,Percent Change
0,1,Suhl,0,713,360,0.98% ↗
3,4,Pirmasens,0,862,427,-0.93% ↘
5,6,Zweibrücken,0,919,456,-0.76% ↘
6,7,Landau i.d.Pfalz,3,920,282,-38.70% ↘
7,8,Hof,2,929,437,-5.92% ↘
9,10,Coburg,0,1023,584,14.17% ↗
10,11,Neustadt a.d.Weinstraße,0,1038,500,-3.66% ↘
13,14,Frankenthal,0,1126,549,-2.49% ↘
17,18,Speyer,0,1175,527,-10.30% ↘
18,19,Weimar,0,1238,704,13.73% ↗
23,24,Straubing,0,1425,881,23.65% ↗
24,25,Emden,0,1437,770,7.17% ↗
25,26,Passau,0,1445,720,-0.35% ↘
26,27,Ansbach,0,1450,832,14.76% ↗
27,28,Weiden i.d.OPf.,0,1479,717,-3.04% ↘
32,33,Amberg,0,1579,706,-10.58% ↘
33,34,Schwabach,0,1590,825,3.77% ↗
35,36,Kaufbeuren,0,1609,759,-5.66% ↘
36,37,Memmingen,0,1631,801,-1.78% ↘
37,38,Baden-Baden,0,1638,788,-3.79% ↘
38,39,Brandenburg a.d.Havel,0,1666,767,-7.92% ↘
41,42,Delmenhorst,0,1741,773,-11.20% ↘
44,45,Wilhelmshaven,0,1777,685,-22.90% ↘
52,53,Frankfurt (Oder),0,1963,971,-1.07% ↘
56,57,Gera,0,1968,1132,15.04% ↗
61,62,Schweinfurt,1,2059,943,-8.40% ↘
63,64,Jena,0,2074,1126,8.58% ↗
70,71,Neumünster,0,2135,1000,-6.32% ↘
74,75,Bamberg,0,2189,1133,3.52% ↗
75,76,Flensburg,0,2199,1074,-2.32% ↘
79,80,Dessau-Roßlau,0,2305,1175,1.95% ↗
81,82,Koblenz,1,2389,936,-21.64% ↘
89,90,Kaiserslautern,0,2611,1103,-15.51% ↘
90,91,Kempten,0,2624,1354,3.20% ↗
93,94,Aschaffenburg,0,2741,1432,4.49% ↗
94,95,Cottbus,0,2746,1513,10.20% ↗
99,100,Schwerin,0,2879,1445,0.38% ↗
103,104,Rosenheim,0,2934,1492,1.70% ↗
104,105,Bayreuth,0,2975,1356,-8.84% ↘
105,106,Trier,0,2987,1368,-8.40% ↘
107,108,Worms,0,3026,1411,-6.74% ↘
109,110,Landshut,0,3033,1718,13.29% ↗
117,118,Oldenburg,0,3193,1364,-14.56% ↘
122,123,Erlangen,0,3327,1365,-17.94% ↘
125,126,Regensburg,0,3343,1639,-1.94% ↘
126,127,Erfurt,0,3344,1758,5.14% ↗
138,139,Salzgitter,0,3510,1916,9.17% ↗
142,143,Mülheim a.d.Ruhr,0,3557,1217,-31.57% ↘
144,145,Heidelberg,0,3589,2136,19.03% ↗
149,150,Chemnitz,0,3752,2057,9.65% ↗
150,151,Kiel,0,3752,1752,-6.61% ↘
151,152,Pforzheim,0,3753,1451,-22.68% ↘
153,154,Wolfsburg,0,3809,2016,5.85% ↗
161,162,Bottrop,0,3892,1595,-18.04% ↘
182,183,Bremerhaven,0,4244,2015,-5.04% ↘
187,188,Heilbronn,0,4342,2022,-6.86% ↘
191,192,Lübeck,0,4428,2001,-9.62% ↘
192,193,Osnabrück,0,4431,2139,-3.45% ↘
196,197,Leverkusen,0,4502,2536,12.66% ↗
198,199,Ludwigshafen,0,4572,1850,-19.07% ↘
212,213,Remscheid,0,4973,2218,-10.80% ↘
213,214,Fürth,0,4998,2377,-4.88% ↘
222,223,Darmstadt,0,5126,2010,-21.58% ↘
224,225,Oberhausen,0,5129,2279,-11.13% ↘
237,238,Offenbach,0,5373,2318,-13.72% ↘
240,241,Potsdam,0,5433,2498,-8.04% ↘
245,246,Braunschweig,0,5494,3170,15.40% ↗
247,248,Rostock,0,5549,2971,7.08% ↗
250,251,Mainz,0,5590,2613,-6.51% ↘
253,254,Würzburg,0,5735,2723,-5.04% ↘
254,255,Mönchengladbach,0,5755,2344,-18.54% ↘
256,257,Ulm,0,5765,2735,-5.12% ↘
269,270,Herne,0,6015,2613,-13.12% ↘
272,273,Berlin Treptow-Köpenick,4,6125,2975,-2.86% ↘
279,280,Berlin Steglitz-Zehlendorf,0,6361,3503,10.14% ↗
290,291,Mannheim,0,6588,3289,-0.15% ↘
291,292,Krefeld,0,6590,2967,-9.95% ↘
292,293,Solingen,0,6622,3521,6.34% ↗
293,294,Hamm,0,6655,2858,-14.11% ↘
294,295,Ingolstadt,0,6690,2997,-10.40% ↘
295,296,Hagen,0,6712,2898,-13.65% ↘
301,302,Berlin Neukölln,4,7010,1631,-53.47% ↘
303,304,Berlin Spandau,0,7146,3376,-5.51% ↘
305,306,Kassel,0,7314,4858,32.84% ↗
309,310,Halle,0,7464,3889,4.21% ↗
311,312,Berlin Reinickendorf,0,7549,3471,-8.04% ↘
315,316,Gelsenkirchen,0,7671,2954,-22.98% ↘
320,321,Berlin Tempelhof-Schöneberg,4,7830,3784,-3.35% ↘
323,324,Münster,0,7941,4181,5.30% ↗
324,325,Freiburg i.Breisgau,0,7977,3741,-6.21% ↘
328,329,Berlin Friedrichshain-Kreuzberg,0,8083,3020,-25.28% ↘
332,333,Magdeburg,0,8377,5359,27.95% ↗
335,336,Bielefeld,0,8386,4372,4.27% ↗
340,341,Berlin Marzahn-Hellersdorf,0,8714,4271,-1.97% ↘
342,343,Karlsruhe,0,8769,4405,0.47% ↗
345,346,Berlin Mitte,3,9120,2860,-37.28% ↘
354,355,Bonn,0,9736,4824,-0.90% ↘
359,360,Wiesbaden,0,10006,4207,-15.91% ↘
361,362,Berlin Lichtenberg,0,10331,4635,-10.27% ↘
362,363,Bochum,0,10561,4896,-7.28% ↘
371,372,Augsburg,0,11982,4997,-16.59% ↘
374,375,Wuppertal,0,12081,5903,-2.28% ↘
376,377,Bremen,0,12604,5176,-17.87% ↘
378,379,Berlin Pankow,0,13034,4911,-24.64% ↘
382,383,Stuttgart,0,13361,8863,32.67% ↗
384,385,Duisburg,0,13477,5532,-17.90% ↘
386,387,Berlin Charlottenburg-Wilmersdorf,0,14152,3136,-55.68% ↘
390,391,Dresden,0,14797,6830,-7.68% ↘
392,393,Nürnberg,0,15407,5688,-26.16% ↘
401,402,Leipzig,0,17304,9177,6.07% ↗
402,403,Essen,0,17533,6769,-22.79% ↘
404,405,Dortmund,0,20842,8729,-16.24% ↘
405,406,Düsseldorf,0,21307,8970,-15.80% ↘
406,407,Frankfurt am Main,0,29246,10361,-29.15% ↘
