Gemeinde,Neuzugänge letzten 7 Tage
Neukirch,18
Demitz-Thumitz,29
Rammenau,13
Burkau,21
Frankenthal,7
Schmölln-Putzkau,21
Großnaundorf,6
Räckelwitz,5
"Königsbrück, Stadt",18
Steinigtwolmsdorf,11
"Bautzen, Stadt",143
"Schirgiswalde-Kirschau, Stadt",23
Lichtenberg (Landkreis Bautzen),6
Steina,6
Großpostwitz/O.L.,10
Hochkirch,8
Malschwitz,16
Ohorn,8
Laußnitz,6
Kubschütz,8
Arnsdorf,15
Doberschau-Gaußig,12
"Wilthen, Stadt",14
Großdubrau,12
"Bischofswerda, Stadt",30
Cunewalde,12
"Weißenberg, Stadt",8
Ottendorf-Okrilla,25
Sohland a. d. Spree,16
Göda,7
"Wittichenau, Stadt",13
"Radeberg, Stadt",42
"Elstra, Stadt",6
"Bernsdorf, Stadt (Landkreis Bautzen)",14
"Kamenz, Stadt",36
Wachau,9
"Großröhrsdorf, Stadt",20
Crostwitz,2
Radibor,6
Panschwitz-Kuckau,4
Haselbachtal,7
"Pulsnitz, Stadt",13
Nebelschütz,2
"Hoyerswerda, Stadt",50
Neukirch/Lausitz,7
Neschwitz,3
Königswartha,4
Spreetal,2
"Lauta, Stadt",9
Großharthau,3
Oßling,2
Elsterheide,3
Lohsa,3
Obergurig,1
Schwepnitz,1
Puschwitz,0
Ralbitz-Rosenthal,0
"Scheibenberg, Stadt",23
Bockau,19
Großolbersdorf,22
Drebach,37
Deutschneudorf,7
Burkhardtsdorf,41
Großrückerswalde,22
Raschau-Markersbach,32
Stützengrün,20
Gornsdorf,12
"Thalheim/Erzgeb., Stadt",35
"Schwarzenberg/Erzgeb., Stadt",94
Auerbach (Erzgebirgskreis),14
"Schlettau, Stadt",13
Niederwürschnitz,14
Grünhainichen,18
"Johanngeorgenstadt, Stadt",20
"Wolkenstein, Stadt",20
Gelenau/Erzgeb.,21
"Lauter-Bernsbach, Stadt",43
"Zschopau, Stadt",44
Sehmatal,30
"Thum, Stadt",24
Zschorlau,24
Jahnsdorf/Erzgeb.,25
"Grünhain-Beierfeld, Stadt",25
"Marienberg, Stadt",71
"Zwönitz, Stadt",50
Börnichen/Erzgeb.,4
Neukirchen/Erzgeb.,28
Hohndorf,14
"Lugau/Erzgeb., Stadt",32
"Schneeberg, Stadt",55
"Oelsnitz/Erzgeb., Stadt",43
Schönheide,17
"Aue-Bad Schlema, Stadt",79
Mildenau,13
Crottendorf,15
Tannenberg,4
Bärenstein,8
"Olbernhau, Stadt",38
Gornau/Erzgeb.,13
"Eibenstock, Stadt",25
"Oberwiesenthal, Kurort, Stadt",7
"Lößnitz, Stadt",27
"Stollberg/Erzgeb., Stadt",36
"Annaberg-Buchholz, Stadt",59
Amtsberg,11
Breitenbrunn/Erzgeb.,14
"Geyer, Stadt",9
"Ehrenfriedersdorf, Stadt",12
Heidersdorf,2
"Pockau-Lengefeld, Stadt",18
"Seiffen/Erzgeb., Kurort",4
"Elterlein, Stadt",5
Niederdorf,2
"Jöhstadt, Stadt",4
Thermalbad Wiesenbad,4
Königswalde,2
Lawalde,28
Hähnichen,9
Schönau-Berzdorf a. d. Eigen,9
Groß Düben,6
Schönbach,6
Hohendubrau,10
Waldhufen,11
Königshain,5
Schöpstal,10
"Niesky, Stadt",37
Weißkeißel,5
Rosenbach,6
Kodersdorf,9
Vierkirchen,6
"Ebersbach-Neugersdorf, Stadt",42
Leutersdorf,12
"Rothenburg/O.L., Stadt",15
"Löbau, Stadt",48
Kottmar,24
"Seifhennersdorf, Stadt",12
Markersdorf,12
Oppach,7
Neißeaue,5
Hainewalde,4
Krauschwitz i.d. O.L.,9
Rietschen,6
Horka,4
"Görlitz, Stadt",128
"Reichenbach/O.L., Stadt",11
Dürrhennersdorf,2
"Weißwasser/O.L., Stadt",29
"Neusalza-Spremberg, Stadt",6
"Bernstadt a. d. Eigen, Stadt",6
"Ostritz, Stadt",4
"Herrnhut, Stadt",10
Quitzdorf am See,2
"Zittau, Stadt",40
Großschweidnitz,2
Mittelherwigsdorf,5
"Jonsdorf, Kurort",2
Olbersdorf,6
Gablenz,2
Schleife,3
Boxberg/O.L.,5
Bertsdorf-Hörnitz,2
Beiersdorf,1
Oybin,1
Großschönau,3
"Bad Muskau, Stadt",2
Oderwitz,2
Kreba-Neudorf,0
Mücka,0
Trebendorf,0
"Rötha, Stadt",26
Parthenstein,11
Machern,21
"Borna, Stadt",54
"Regis-Breitingen, Stadt",11
"Frohburg, Stadt",29
"Markkleeberg, Stadt",57
Thallwitz,8
"Böhlen, Stadt",13
"Geithain, Stadt",13
"Zwenkau, Stadt",17
Belgershain,6
"Brandis, Stadt",16
Lossatal,10
"Pegau, Stadt",10
"Trebsen/Mulde, Stadt",6
"Naunhof, Stadt",13
"Groitzsch, Stadt",11
"Wurzen, Stadt",23
Bennewitz,7
Großpösna,7
"Grimma, Stadt",35
"Kitzscher, Stadt",6
"Colditz, Stadt",9
"Bad Lausick, Stadt",8
Neukieritzsch,6
Elstertrebnitz,1
Borsdorf,6
Otterwisch,1
"Markranstädt, Stadt",8
"Nossen, Stadt",45
Zeithain,21
"Strehla, Stadt",11
Verwaltungsgemeinschaft Röderaue/Wülknitz,12
"Radeburg, Stadt",20
Verwaltungsgemeinschaft Schönfeld/Lampertswalde,12
Stauchitz,8
"Lommatzsch, Stadt",11
Priestewitz,7
Moritzburg,18
Weinböhla,22
Ebersbach (Landkreis Meißen),8
"Großenhain, Stadt",33
"Meißen, Stadt",49
Klipphausen,17
Thiendorf,6
"Coswig, Stadt",33
"Riesa, Stadt",45
"Radebeul, Stadt",48
"Gröditz, Stadt",8
Verwaltungsgemeinschaft Nünchritz/Glaubitz,7
Diera-Zehren,2
Käbschütztal,1
Niederau,1
Hirschstein,0
Ostrau,29
"Frauenstein, Stadt",22
"Brand-Erbisdorf, Stadt",73
Eppendorf,31
Leubsdorf,21
Großweitzschen,17
"Döbeln, Stadt",145
Rechenberg-Bienenmühle,11
"Sayda, Stadt",10
Weißenborn/Erzgeb.,13
Striegistal,22
"Augustusburg, Stadt",21
Hartmannsdorf (Landkreis Mittelsachsen),20
"Oederan, Stadt",35
"Flöha, Stadt",46
Mulda/Sa.,10
Großhartmannsdorf,10
"Roßwein, Stadt",28
Oberschöna,12
"Lunzenau, Stadt",15
"Hartha, Stadt",25
Halsbrücke,18
"Frankenberg/Sa., Stadt",49
Bobritzsch-Hilbersdorf,20
Neuhausen/Erzgeb.,9
Erlau,11
"Großschirma, Stadt",19
Kriebstein,7
Dorfchemnitz,5
"Freiberg, Stadt, Universitätsstadt",129
"Rochlitz, Stadt",18
Lichtenberg/Erzgeb.,8
Königsfeld,4
"Penig, Stadt",25
"Leisnig, Stadt",23
"Geringswalde, Stadt",11
Lichtenau,18
Seelitz,4
"Burgstädt, Stadt",25
"Mittweida, Stadt, Hochschulstadt",34
Königshain-Wiederau,6
Reinsberg,6
"Waldheim, Stadt",18
"Hainichen, Stadt",16
Wechselburg,3
Niederwiesa,7
Rossau,5
Taura,3
Altmittweida,2
Mühlau,2
Zschaitz-Ottewig,1
Claußnitz,2
Zettlitz,0
Liebschützberg,26
Löbnitz,15
Doberschütz,28
Krostitz,23
Laußig,17
Schönwölkau,10
Jesewitz,12
Zschepplin,11
Wiedemar,19
"Delitzsch, Stadt",89
Trossin,4
Cavertitz,7
Mockrehna,15
Rackwitz,15
"Bad Düben, Stadt",19
"Oschatz, Stadt",34
"Belgern-Schildau, Stadt",17
"Taucha, Stadt",31
"Eilenburg, Stadt",28
Naundorf,4
Beilrode,7
"Dahlen, Stadt",7
"Schkeuditz, Stadt",29
Elsnig,2
Dreiheide,3
"Torgau, Stadt",28
"Dommitzsch, Stadt",2
Wermsdorf,4
"Mügeln, Stadt",4
Arzberg,0
"Hohnstein, Stadt",25
Klingenberg,50
"Sebnitz, Stadt",60
"Tharandt, Stadt",34
"Neustadt in Sachsen, Stadt",69
"Liebstadt, Stadt",7
Reinhardtsdorf-Schöna,7
Dürrröhrsdorf-Dittersbach,22
Hartmannsdorf-Reichenau,5
Rathmannsdorf,4
Lohmen,11
"Bad Gottleuba-Berggießhübel, Stadt",18
"Stadt Wehlen, Stadt",5
"Heidenau, Stadt",51
"Stolpen, Stadt",17
"Königstein/Sächs. Schw., Stadt",6
Bahretal,6
Müglitztal,5
Rosenthal-Bielatal,4
Bannewitz,28
"Freital, Stadt",95
"Glashütte, Stadt",16
"Altenberg, Stadt",18
"Bad Schandau, Stadt",8
"Rabenau, Stadt",9
Struppen,5
Dorfhain,2
"Wilsdruff, Stadt",25
"Dippoldiswalde, Stadt",25
"Pirna, Stadt",66
Kreischa,7
"Dohna, Stadt",8
Gohrisch,2
Dohma,1
Hermsdorf/Erzgeb.,0
"Rathen, Kurort",0
Steinberg,24
Werda,13
Neustadt/Vogtl.,8
Theuma,8
Triebel/Vogtl.,9
Bergen,7
Heinsdorfergrund,14
"Pausa-Mühltroff, Stadt",30
Grünbach,8
Weischlitz,27
"Rodewisch, Stadt",27
Eichigt,5
Mühlental,5
"Treuen, Stadt",29
"Oelsnitz/Vogtl., Stadt",36
Bad Brambach,6
"Plauen, Stadt",202
Muldenhammer,9
"Markneukirchen, Stadt",22
"Auerbach/Vogtl., Stadt",53
Rosenbach/Vogtl.,12
"Lengenfeld, Stadt",20
"Falkenstein/Vogtl., Stadt",22
Ellefeld,7
"Adorf/Vogtl., Stadt",13
"Klingenthal, Stadt",21
"Reichenbach im Vogtland, Stadt",51
Pöhl,6
Tirpersdorf,3
Neumark,6
"Bad Elster, Stadt",7
Neuensalz,4
"Netzschkau, Stadt",7
"Elsterberg, Stadt",5
"Schöneck/Vogtl., Stadt",4
Bösenbrunn,1
Limbach,1
Langenbernsdorf,27
Crinitzberg,14
Niederfrohna,15
"Oberlungwitz, Stadt",35
Hartmannsdorf b. Kirchberg,8
Callenberg,26
Mülsen,58
St. Egidien,17
Hirschfeld,6
Bernsdorf (Landkreis Zwickau),11
Neukirchen/Pleiße,19
"Limbach-Oberfrohna, Stadt",114
Fraureuth,23
Langenweißbach,11
"Wilkau-Haßlau, Stadt",42
"Kirchberg, Stadt",34
Gersdorf,16
"Wildenfels, Stadt",14
"Hohenstein-Ernstthal, Stadt",54
"Glauchau, Stadt",82
Reinsdorf,27
"Hartenstein, Stadt",16
"Werdau, Stadt",70
"Zwickau, Stadt",300
Oberwiera,3
Lichtentanne,16
"Lichtenstein/Sa., Stadt",28
"Waldenburg, Stadt",10
"Crimmitschau, Stadt",44
Dennheritz,3
"Meerane, Stadt",27
Remse,2
Schönberg,1
Dresden,818
Leipzig,893
Chemnitz,738
